freight_id,source_port_id,destination_port_id,container_type,freight_cost_usd,transit_days,service_type,currency
630,10,41,40FT,595,3,Direct,USD
631,10,42,20FT,357,3,Direct,USD
632,10,42,40FT,595,3,Direct,USD
633,10,43,20FT,450,8,Multimodal,USD
634,10,43,40FT,750,8,Multimodal,USD
635,10,44,20FT,450,8,Multimodal,USD
636,10,44,40FT,750,8,Multimodal,USD
637,10,49,20FT,1900,18,Direct,USD
638,10,49,40FT,3200,18,Direct,USD
639,10,50,20FT,1900,18,Direct,USD
640,10,50,40FT,3200,18,Direct,USD
641,10,51,20FT,1900,18,Direct,USD
642,10,51,40FT,3200,18,Direct,USD
643,10,52,20FT,1900,18,Direct,USD
644,10,52,40FT,3200,18,Direct,USD
645,10,57,20FT,2700,27,Transshipment,USD
646,10,57,40FT,4400,27,Transshipment,USD
647,10,58,20FT,2700,27,Transshipment,USD
648,10,58,40FT,4400,27,Transshipment,USD
649,10,59,20FT,2800,28,Transshipment,USD
650,10,59,40FT,4600,28,Transshipment,USD
651,10,60,20FT,2800,28,Transshipment,USD
652,10,60,40FT,4600,28,Transshipment,USD
653,10,88,20FT,900,9,Direct,USD
654,10,88,40FT,1550,9,Direct,USD
655,10,89,20FT,900,9,Direct,USD
656,10,89,40FT,1550,9,Direct,USD
657,10,90,20FT,2800,28,Transshipment,USD
658,10,90,40FT,4600,28,Transshipment,USD
659,10,91,20FT,2800,28,Transshipment,USD
660,10,91,40FT,4600,28,Transshipment,USD
661,11,5,20FT,950,8,Direct,USD
662,11,5,40FT,1650,8,Direct,USD
663,11,6,20FT,950,8,Direct,USD
664,11,6,40FT,1650,8,Direct,USD
665,11,7,20FT,950,8,Direct,USD
666,11,7,40FT,1650,8,Direct,USD
667,11,8,20FT,950,8,Direct,USD
668,11,8,40FT,1650,8,Direct,USD
669,11,21,20FT,900,9,Direct,USD
670,11,21,40FT,1550,9,Direct,USD
671,11,26,20FT,1150,12,Direct,USD
672,11,26,40FT,1950,12,Direct,USD
673,11,27,20FT,1150,12,Direct,USD
674,11,27,40FT,1950,12,Direct,USD
675,11,28,20FT,1150,12,Direct,USD
676,11,28,40FT,1950,12,Direct,USD
677,11,29,20FT,1150,12,Direct,USD
678,11,29,40FT,1950,12,Direct,USD
679,11,33,20FT,1200,13,Direct,USD
680,11,33,40FT,2000,13,Direct,USD
681,11,34,20FT,1200,13,Direct,USD
682,11,34,40FT,2000,13,Direct,USD
683,11,35,20FT,1200,13,Direct,USD
684,11,35,40FT,2000,13,Direct,USD
685,11,36,20FT,1200,13,Direct,USD
686,11,36,40FT,2000,13,Direct,USD
687,11,37,20FT,350,5,Direct,USD
688,11,37,40FT,600,5,Direct,USD
689,11,38,20FT,350,5,Direct,USD
690,11,38,40FT,600,5,Direct,USD
691,11,39,20FT,350,5,Direct,USD
692,11,39,40FT,600,5,Direct,USD
693,11,40,20FT,420,4,Direct,USD
694,11,40,40FT,700,4,Direct,USD
695,11,41,20FT,420,4,Direct,USD
696,11,41,40FT,700,4,Direct,USD
697,11,42,20FT,420,4,Direct,USD
698,11,42,40FT,700,4,Direct,USD
699,11,43,20FT,450,8,Multimodal,USD
700,11,43,40FT,750,8,Multimodal,USD
701,11,44,20FT,450,8,Multimodal,USD
702,11,44,40FT,750,8,Multimodal,USD
703,11,49,20FT,1900,18,Direct,USD
704,11,49,40FT,3200,18,Direct,USD
705,11,50,20FT,1900,18,Direct,USD
706,11,50,40FT,3200,18,Direct,USD
707,11,51,20FT,1900,18,Direct,USD
708,11,51,40FT,3200,18,Direct,USD
709,11,52,20FT,1900,18,Direct,USD
710,11,52,40FT,3200,18,Direct,USD
711,11,57,20FT,2700,27,Transshipment,USD
712,11,57,40FT,4400,27,Transshipment,USD
713,11,58,20FT,2700,27,Transshipment,USD
714,11,58,40FT,4400,27,Transshipment,USD
715,11,59,20FT,2800,28,Transshipment,USD
716,11,59,40FT,4600,28,Transshipment,USD
717,11,60,20FT,2800,28,Transshipment,USD
718,11,60,40FT,4600,28,Transshipment,USD
719,11,88,20FT,900,9,Direct,USD
720,11,88,40FT,1550,9,Direct,USD
721,11,89,20FT,900,9,Direct,USD
722,11,89,40FT,1550,9,Direct,USD
723,11,90,20FT,2800,28,Transshipment,USD
724,11,90,40FT,4600,28,Transshipment,USD
725,11,91,20FT,2800,28,Transshipment,USD
726,11,91,40FT,4600,28,Transshipment,USD
727,12,5,20FT,950,8,Direct,USD
728,12,5,40FT,1650,8,Direct,USD
729,12,6,20FT,950,8,Direct,USD
730,12,6,40FT,1650,8,Direct,USD
731,12,7,20FT,950,8,Direct,USD
732,12,7,40FT,1650,8,Direct,USD
733,12,8,20FT,950,8,Direct,USD
734,12,8,40FT,1650,8,Direct,USD
735,12,21,20FT,900,9,Direct,USD
736,12,21,40FT,1550,9,Direct,USD
737,12,26,20FT,1150,12,Direct,USD
738,12,26,40FT,1950,12,Direct,USD
739,12,27,20FT,1150,12,Direct,USD
740,12,27,40FT,1950,12,Direct,USD
741,12,28,20FT,1150,12,Direct,USD
742,12,28,40FT,1950,12,Direct,USD
743,12,29,20FT,1150,12,Direct,USD
744,12,29,40FT,1950,12,Direct,USD
745,12,33,20FT,1200,13,Direct,USD
746,12,33,40FT,2000,13,Direct,USD
747,12,34,20FT,1200,13,Direct,USD
748,12,34,40FT,2000,13,Direct,USD
749,12,35,20FT,1200,13,Direct,USD
750,12,35,40FT,2000,13,Direct,USD
751,12,36,20FT,1200,13,Direct,USD
752,12,36,40FT,2000,13,Direct,USD
753,12,37,20FT,350,5,Direct,USD
754,12,37,40FT,600,5,Direct,USD
755,12,38,20FT,350,5,Direct,USD
756,12,38,40FT,600,5,Direct,USD
757,12,39,20FT,350,5,Direct,USD
758,12,39,40FT,600,5,Direct,USD
759,12,40,20FT,420,4,Direct,USD
760,12,40,40FT,700,4,Direct,USD
761,12,41,20FT,420,4,Direct,USD
762,12,41,40FT,700,4,Direct,USD
763,12,42,20FT,420,4,Direct,USD
764,12,42,40FT,700,4,Direct,USD
765,12,43,20FT,450,8,Multimodal,USD
766,12,43,40FT,750,8,Multimodal,USD
767,12,44,20FT,450,8,Multimodal,USD
768,12,44,40FT,750,8,Multimodal,USD
769,12,49,20FT,1900,18,Direct,USD
770,12,49,40FT,3200,18,Direct,USD
771,12,50,20FT,1900,18,Direct,USD
772,12,50,40FT,3200,18,Direct,USD
773,12,51,20FT,1900,18,Direct,USD
774,12,51,40FT,3200,18,Direct,USD
775,12,52,20FT,1900,18,Direct,USD
776,12,52,40FT,3200,18,Direct,USD
777,12,57,20FT,2700,27,Transshipment,USD
778,12,57,40FT,4400,27,Transshipment,USD
779,12,58,20FT,2700,27,Transshipment,USD
780,12,58,40FT,4400,27,Transshipment,USD
781,12,59,20FT,2800,28,Transshipment,USD
782,12,59,40FT,4600,28,Transshipment,USD
783,12,60,20FT,2800,28,Transshipment,USD
784,12,60,40FT,4600,28,Transshipment,USD
785,12,88,20FT,900,9,Direct,USD
786,12,88,40FT,1550,9,Direct,USD
787,12,89,20FT,900,9,Direct,USD
788,12,89,40FT,1550,9,Direct,USD
789,12,90,20FT,2800,28,Transshipment,USD
790,12,90,40FT,4600,28,Transshipment,USD
791,12,91,20FT,2800,28,Transshipment,USD
792,12,91,40FT,4600,28,Transshipment,USD
793,13,5,20FT,950,8,Direct,USD
794,13,5,40FT,1650,8,Direct,USD
795,13,6,20FT,950,8,Direct,USD
796,13,6,40FT,1650,8,Direct,USD
797,13,7,20FT,950,8,Direct,USD
798,13,7,40FT,1650,8,Direct,USD
799,13,8,20FT,950,8,Direct,USD
800,13,8,40FT,1650,8,Direct,USD
801,13,21,20FT,900,9,Direct,USD
802,13,21,40FT,1550,9,Direct,USD
803,13,26,20FT,1092,12,Direct,USD
804,13,26,40FT,1852,12,Direct,USD
805,13,27,20FT,1092,12,Direct,USD
806,13,27,40FT,1852,12,Direct,USD
807,13,28,20FT,1092,12,Direct,USD
808,13,28,40FT,1852,12,Direct,USD
809,13,29,20FT,1092,12,Direct,USD
810,13,29,40FT,1852,12,Direct,USD
811,13,33,20FT,1080,12,Direct,USD
812,13,33,40FT,1800,12,Direct,USD
813,13,34,20FT,1080,12,Direct,USD
814,13,34,40FT,1800,12,Direct,USD
815,13,35,20FT,1080,12,Direct,USD
816,13,35,40FT,1800,12,Direct,USD
817,13,36,20FT,1080,12,Direct,USD
818,13,36,40FT,1800,12,Direct,USD
819,13,37,20FT,350,5,Direct,USD
820,13,37,40FT,600,5,Direct,USD
821,13,38,20FT,350,5,Direct,USD
822,13,38,40FT,600,5,Direct,USD
823,13,39,20FT,350,5,Direct,USD
824,13,39,40FT,600,5,Direct,USD
825,13,40,20FT,420,4,Direct,USD
826,13,40,40FT,700,4,Direct,USD
827,13,41,20FT,420,4,Direct,USD
828,13,41,40FT,700,4,Direct,USD
829,13,42,20FT,420,4,Direct,USD
830,13,42,40FT,700,4,Direct,USD
831,13,43,20FT,450,8,Multimodal,USD
832,13,43,40FT,750,8,Multimodal,USD
833,13,44,20FT,450,8,Multimodal,USD
834,13,44,40FT,750,8,Multimodal,USD
835,13,49,20FT,1672,17,Direct,USD
836,13,49,40FT,2816,17,Direct,USD
837,13,50,20FT,1672,17,Direct,USD
838,13,50,40FT,2816,17,Direct,USD
839,13,51,20FT,1672,17,Direct,USD
840,13,51,40FT,2816,17,Direct,USD
841,13,52,20FT,1672,17,Direct,USD
842,13,52,40FT,2816,17,Direct,USD
843,13,57,20FT,2700,27,Transshipment,USD
844,13,57,40FT,4400,27,Transshipment,USD
845,13,58,20FT,2700,27,Transshipment,USD
846,13,58,40FT,4400,27,Transshipment,USD
847,13,59,20FT,2800,28,Transshipment,USD
848,13,59,40FT,4600,28,Transshipment,USD
849,13,60,20FT,2800,28,Transshipment,USD
850,13,60,40FT,4600,28,Transshipment,USD
851,13,88,20FT,900,9,Direct,USD
852,13,88,40FT,1550,9,Direct,USD
853,13,89,20FT,900,9,Direct,USD
854,13,89,40FT,1550,9,Direct,USD
855,13,90,20FT,2800,28,Transshipment,USD
856,13,90,40FT,4600,28,Transshipment,USD
857,13,91,20FT,2800,28,Transshipment,USD
858,13,91,40FT,4600,28,Transshipment,USD
859,14,5,20FT,950,8,Direct,USD
860,14,5,40FT,1650,8,Direct,USD
861,14,6,20FT,950,8,Direct,USD
862,14,6,40FT,1650,8,Direct,USD
863,14,7,20FT,950,8,Direct,USD
864,14,7,40FT,1650,8,Direct,USD
865,14,8,20FT,950,8,Direct,USD
866,14,8,40FT,1650,8,Direct,USD
867,14,21,20FT,900,9,Direct,USD
868,14,21,40FT,1550,9,Direct,USD
869,14,26,20FT,1150,12,Direct,USD
870,14,26,40FT,1950,12,Direct,USD
871,14,27,20FT,1150,12,Direct,USD
872,14,27,40FT,1950,12,Direct,USD
873,14,28,20FT,1150,12,Direct,USD
874,14,28,40FT,1950,12,Direct,USD
875,14,29,20FT,1150,12,Direct,USD
876,14,29,40FT,1950,12,Direct,USD
877,14,33,20FT,1104,13,Direct,USD
878,14,33,40FT,1840,13,Direct,USD
879,14,34,20FT,1104,13,Direct,USD
880,14,34,40FT,1840,13,Direct,USD
881,14,35,20FT,1104,13,Direct,USD
882,14,35,40FT,1840,13,Direct,USD
883,14,36,20FT,1104,13,Direct,USD
884,14,36,40FT,1840,13,Direct,USD
885,14,37,20FT,350,5,Direct,USD
886,14,37,40FT,600,5,Direct,USD
887,14,38,20FT,350,5,Direct,USD
888,14,38,40FT,600,5,Direct,USD
889,14,39,20FT,350,5,Direct,USD
890,14,39,40FT,600,5,Direct,USD
891,14,40,20FT,420,4,Direct,USD
892,14,40,40FT,700,4,Direct,USD
893,14,41,20FT,420,4,Direct,USD
894,14,41,40FT,700,4,Direct,USD
895,14,42,20FT,420,4,Direct,USD
896,14,42,40FT,700,4,Direct,USD
897,14,43,20FT,450,8,Multimodal,USD
898,14,43,40FT,750,8,Multimodal,USD
899,14,44,20FT,450,8,Multimodal,USD
900,14,44,40FT,750,8,Multimodal,USD
901,14,49,20FT,1710,17,Direct,USD
902,14,49,40FT,2880,17,Direct,USD
903,14,50,20FT,1710,17,Direct,USD
904,14,50,40FT,2880,17,Direct,USD
905,14,51,20FT,1710,17,Direct,USD
906,14,51,40FT,2880,17,Direct,USD
907,14,52,20FT,1710,17,Direct,USD
908,14,52,40FT,2880,17,Direct,USD
909,14,57,20FT,2700,27,Transshipment,USD
910,14,57,40FT,4400,27,Transshipment,USD
911,14,58,20FT,2700,27,Transshipment,USD
912,14,58,40FT,4400,27,Transshipment,USD
913,14,59,20FT,2800,28,Transshipment,USD
914,14,59,40FT,4600,28,Transshipment,USD
915,14,60,20FT,2800,28,Transshipment,USD
916,14,60,40FT,4600,28,Transshipment,USD
917,14,88,20FT,900,9,Direct,USD
918,14,88,40FT,1550,9,Direct,USD
919,14,89,20FT,900,9,Direct,USD
920,14,89,40FT,1550,9,Direct,USD
921,14,90,20FT,2800,28,Transshipment,USD
922,14,90,40FT,4600,28,Transshipment,USD
923,14,91,20FT,2800,28,Transshipment,USD
924,14,91,40FT,4600,28,Transshipment,USD
925,15,5,20FT,950,8,Direct,USD
926,15,5,40FT,1650,8,Direct,USD
927,15,6,20FT,950,8,Direct,USD
928,15,6,40FT,1650,8,Direct,USD
929,15,7,20FT,950,8,Direct,USD
930,15,7,40FT,1650,8,Direct,USD
931,15,8,20FT,950,8,Direct,USD
932,15,8,40FT,1650,8,Direct,USD
933,15,21,20FT,900,9,Direct,USD
934,15,21,40FT,1550,9,Direct,USD
935,15,26,20FT,1150,12,Direct,USD
936,15,26,40FT,1950,12,Direct,USD
937,15,27,20FT,1150,12,Direct,USD
938,15,27,40FT,1950,12,Direct,USD
939,15,28,20FT,1150,12,Direct,USD
940,15,28,40FT,1950,12,Direct,USD
941,15,29,20FT,1150,12,Direct,USD
942,15,29,40FT,1950,12,Direct,USD
943,15,33,20FT,1200,13,Direct,USD
944,15,33,40FT,2000,13,Direct,USD
945,15,34,20FT,1200,13,Direct,USD
946,15,34,40FT,2000,13,Direct,USD
947,15,35,20FT,1200,13,Direct,USD
948,15,35,40FT,2000,13,Direct,USD
949,15,36,20FT,1200,13,Direct,USD
950,15,36,40FT,2000,13,Direct,USD
951,15,37,20FT,315,4,Direct,USD
952,15,37,40FT,540,4,Direct,USD
953,15,38,20FT,315,4,Direct,USD
954,15,38,40FT,540,4,Direct,USD
955,15,39,20FT,315,4,Direct,USD
956,15,39,40FT,540,4,Direct,USD
957,15,40,20FT,420,4,Direct,USD
958,15,40,40FT,700,4,Direct,USD
959,15,41,20FT,420,4,Direct,USD
960,15,41,40FT,700,4,Direct,USD
961,15,42,20FT,420,4,Direct,USD
962,15,42,40FT,700,4,Direct,USD
963,15,43,20FT,414,8,Multimodal,USD
964,15,43,40FT,690,8,Multimodal,USD
965,15,44,20FT,414,8,Multimodal,USD
966,15,44,40FT,690,8,Multimodal,USD
967,15,49,20FT,1900,18,Direct,USD
968,15,49,40FT,3200,18,Direct,USD
969,15,50,20FT,1900,18,Direct,USD
970,15,50,40FT,3200,18,Direct,USD
971,15,51,20FT,1900,18,Direct,USD
972,15,51,40FT,3200,18,Direct,USD
973,15,52,20FT,1900,18,Direct,USD
974,15,52,40FT,3200,18,Direct,USD
975,15,57,20FT,2700,27,Transshipment,USD
976,15,57,40FT,4400,27,Transshipment,USD
977,15,58,20FT,2700,27,Transshipment,USD
978,15,58,40FT,4400,27,Transshipment,USD
979,15,59,20FT,2800,28,Transshipment,USD
980,15,59,40FT,4600,28,Transshipment,USD
981,15,60,20FT,2800,28,Transshipment,USD
982,15,60,40FT,4600,28,Transshipment,USD
983,15,88,20FT,900,9,Direct,USD
984,15,88,40FT,1550,9,Direct,USD
985,15,89,20FT,900,9,Direct,USD
986,15,89,40FT,1550,9,Direct,USD
987,15,90,20FT,2800,28,Transshipment,USD
988,15,90,40FT,4600,28,Transshipment,USD
989,15,91,20FT,2800,28,Transshipment,USD
990,15,91,40FT,4600,28,Transshipment,USD
991,16,5,20FT,950,8,Direct,USD
992,16,5,40FT,1650,8,Direct,USD
993,16,6,20FT,950,8,Direct,USD
994,16,6,40FT,1650,8,Direct,USD
995,16,7,20FT,950,8,Direct,USD
996,16,7,40FT,1650,8,Direct,USD
997,16,8,20FT,950,8,Direct,USD
998,16,8,40FT,1650,8,Direct,USD
999,16,21,20FT,900,9,Direct,USD
1000,16,21,40FT,1550,9,Direct,USD
1001,16,26,20FT,1150,12,Direct,USD
1002,16,26,40FT,1950,12,Direct,USD
1003,16,27,20FT,1150,12,Direct,USD
1004,16,27,40FT,1950,12,Direct,USD
1005,16,28,20FT,1150,12,Direct,USD
1006,16,28,40FT,1950,12,Direct,USD
1007,16,29,20FT,1150,12,Direct,USD
1008,16,29,40FT,1950,12,Direct,USD
1009,16,33,20FT,1200,13,Direct,USD
1010,16,33,40FT,2000,13,Direct,USD
1011,16,34,20FT,1200,13,Direct,USD
1012,16,34,40FT,2000,13,Direct,USD
1013,16,35,20FT,1200,13,Direct,USD
1014,16,35,40FT,2000,13,Direct,USD
1015,16,36,20FT,1200,13,Direct,USD
1016,16,36,40FT,2000,13,Direct,USD
1017,16,37,20FT,322,5,Direct,USD
1018,16,37,40FT,552,5,Direct,USD
1019,16,38,20FT,322,5,Direct,USD
1020,16,38,40FT,552,5,Direct,USD
1021,16,39,20FT,322,5,Direct,USD
1022,16,39,40FT,552,5,Direct,USD
1023,16,40,20FT,420,4,Direct,USD
1024,16,40,40FT,700,4,Direct,USD
1025,16,41,20FT,420,4,Direct,USD
1026,16,41,40FT,700,4,Direct,USD
1027,16,42,20FT,420,4,Direct,USD
1028,16,42,40FT,700,4,Direct,USD
1029,16,43,20FT,450,8,Multimodal,USD
1030,16,43,40FT,750,8,Multimodal,USD
1031,16,44,20FT,450,8,Multimodal,USD
1032,16,44,40FT,750,8,Multimodal,USD
1033,16,49,20FT,1900,18,Direct,USD
1034,16,49,40FT,3200,18,Direct,USD
1035,16,50,20FT,1900,18,Direct,USD
1036,16,50,40FT,3200,18,Direct,USD
1037,16,51,20FT,1900,18,Direct,USD
1038,16,51,40FT,3200,18,Direct,USD
1039,16,52,20FT,1900,18,Direct,USD
1040,16,52,40FT,3200,18,Direct,USD
1041,16,57,20FT,2700,27,Transshipment,USD
1042,16,57,40FT,4400,27,Transshipment,USD
1043,16,58,20FT,2700,27,Transshipment,USD
1044,16,58,40FT,4400,27,Transshipment,USD
1045,16,59,20FT,2800,28,Transshipment,USD
1046,16,59,40FT,4600,28,Transshipment,USD
1047,16,60,20FT,2800,28,Transshipment,USD
1048,16,60,40FT,4600,28,Transshipment,USD
1049,16,88,20FT,900,9,Direct,USD
1050,16,88,40FT,1550,9,Direct,USD
1051,16,89,20FT,900,9,Direct,USD
1052,16,89,40FT,1550,9,Direct,USD
1053,16,90,20FT,2800,28,Transshipment,USD
1054,16,90,40FT,4600,28,Transshipment,USD
1055,16,91,20FT,2800,28,Transshipment,USD
1056,16,91,40FT,4600,28,Transshipment,USD
1057,17,5,20FT,1188,10,Direct,USD
1058,17,5,40FT,2062,10,Direct,USD
1059,17,6,20FT,1188,10,Direct,USD
1060,17,6,40FT,2062,10,Direct,USD
1061,17,7,20FT,1188,10,Direct,USD
1062,17,7,40FT,2062,10,Direct,USD
1063,17,8,20FT,1188,10,Direct,USD
1064,17,8,40FT,2062,10,Direct,USD
1065,17,21,20FT,900,9,Direct,USD
1066,17,21,40FT,1550,9,Direct,USD
1067,17,26,20FT,1150,12,Direct,USD
1068,17,26,40FT,1950,12,Direct,USD
1069,17,27,20FT,1150,12,Direct,USD
1070,17,27,40FT,1950,12,Direct,USD
1071,17,28,20FT,1150,12,Direct,USD
1072,17,28,40FT,1950,12,Direct,USD
1073,17,29,20FT,1150,12,Direct,USD
1074,17,29,40FT,1950,12,Direct,USD
1075,17,33,20FT,1200,13,Direct,USD
1076,17,33,40FT,2000,13,Direct,USD
1077,17,34,20FT,1200,13,Direct,USD
1078,17,34,40FT,2000,13,Direct,USD
1079,17,35,20FT,1200,13,Direct,USD
1080,17,35,40FT,2000,13,Direct,USD
1081,17,36,20FT,1200,13,Direct,USD
1082,17,36,40FT,2000,13,Direct,USD
1083,17,37,20FT,280,3,Direct,USD
1084,17,37,40FT,480,3,Direct,USD
1085,17,38,20FT,280,3,Direct,USD
1086,17,38,40FT,480,3,Direct,USD
1087,17,39,20FT,280,3,Direct,USD
1088,17,39,40FT,480,3,Direct,USD
1089,17,40,20FT,525,6,Direct,USD
1090,17,40,40FT,875,6,Direct,USD
1091,17,41,20FT,525,6,Direct,USD
1092,17,41,40FT,875,6,Direct,USD
1093,17,42,20FT,525,6,Direct,USD
1094,17,42,40FT,875,6,Direct,USD
1095,17,43,20FT,360,6,Multimodal,USD
1096,17,43,40FT,600,6,Multimodal,USD
1097,17,44,20FT,360,6,Multimodal,USD
1098,17,44,40FT,600,6,Multimodal,USD
1099,17,49,20FT,1900,18,Direct,USD
1100,17,49,40FT,3200,18,Direct,USD
1101,17,50,20FT,1900,18,Direct,USD
1102,17,50,40FT,3200,18,Direct,USD
1103,17,51,20FT,1900,18,Direct,USD
1104,17,51,40FT,3200,18,Direct,USD
1105,17,52,20FT,1900,18,Direct,USD
1106,17,52,40FT,3200,18,Direct,USD
1107,17,57,20FT,3105,28,Transshipment,USD
1108,17,57,40FT,5060,28,Transshipment,USD
1109,17,58,20FT,3105,28,Transshipment,USD
1110,17,58,40FT,5060,28,Transshipment,USD
1111,17,59,20FT,3220,29,Transshipment,USD
1112,17,59,40FT,5290,29,Transshipment,USD
1113,17,60,20FT,3220,29,Transshipment,USD
1114,17,60,40FT,5290,29,Transshipment,USD
1115,17,88,20FT,900,9,Direct,USD
1116,17,88,40FT,1550,9,Direct,USD
1117,17,89,20FT,900,9,Direct,USD
1118,17,89,40FT,1550,9,Direct,USD
1119,17,90,20FT,3220,29,Transshipment,USD
1120,17,90,40FT,5290,29,Transshipment,USD
1121,17,91,20FT,3220,29,Transshipment,USD
1122,17,91,40FT,5290,29,Transshipment,USD
1123,18,5,20FT,950,8,Direct,USD
1124,18,5,40FT,1650,8,Direct,USD
1125,18,6,20FT,950,8,Direct,USD
1126,18,6,40FT,1650,8,Direct,USD
1127,18,7,20FT,950,8,Direct,USD
1128,18,7,40FT,1650,8,Direct,USD
1129,18,8,20FT,950,8,Direct,USD
1130,18,8,40FT,1650,8,Direct,USD
1131,18,21,20FT,900,9,Direct,USD
1132,18,21,40FT,1550,9,Direct,USD
1133,18,26,20FT,1150,12,Direct,USD
1134,18,26,40FT,1950,12,Direct,USD
1135,18,27,20FT,1150,12,Direct,USD
1136,18,27,40FT,1950,12,Direct,USD
1137,18,28,20FT,1150,12,Direct,USD
1138,18,28,40FT,1950,12,Direct,USD
1139,18,29,20FT,1150,12,Direct,USD
1140,18,29,40FT,1950,12,Direct,USD
1141,18,33,20FT,1200,13,Direct,USD
1142,18,33,40FT,2000,13,Direct,USD
1143,18,34,20FT,1200,13,Direct,USD
1144,18,34,40FT,2000,13,Direct,USD
1145,18,35,20FT,1200,13,Direct,USD
1146,18,35,40FT,2000,13,Direct,USD
1147,18,36,20FT,1200,13,Direct,USD
1148,18,36,40FT,2000,13,Direct,USD
1149,18,37,20FT,287,4,Direct,USD
1150,18,37,40FT,492,4,Direct,USD
1151,18,38,20FT,287,4,Direct,USD
1152,18,38,40FT,492,4,Direct,USD
1153,18,39,20FT,287,4,Direct,USD
1154,18,39,40FT,492,4,Direct,USD
1155,18,40,20FT,420,4,Direct,USD
1156,18,40,40FT,700,4,Direct,USD
1157,18,41,20FT,420,4,Direct,USD
1158,18,41,40FT,700,4,Direct,USD
1159,18,42,20FT,420,4,Direct,USD
1160,18,42,40FT,700,4,Direct,USD
1161,18,43,20FT,369,7,Multimodal,USD
1162,18,43,40FT,615,7,Multimodal,USD
1163,18,44,20FT,369,7,Multimodal,USD
1164,18,44,40FT,615,7,Multimodal,USD
1165,18,49,20FT,1900,18,Direct,USD
1166,18,49,40FT,3200,18,Direct,USD
1167,18,50,20FT,1900,18,Direct,USD
1168,18,50,40FT,3200,18,Direct,USD
1169,18,51,20FT,1900,18,Direct,USD
1170,18,51,40FT,3200,18,Direct,USD
1171,18,52,20FT,1900,18,Direct,USD
1172,18,52,40FT,3200,18,Direct,USD
1173,18,57,20FT,2700,27,Transshipment,USD
1174,18,57,40FT,4400,27,Transshipment,USD
1175,18,58,20FT,2700,27,Transshipment,USD
1176,18,58,40FT,4400,27,Transshipment,USD
1177,18,59,20FT,2800,28,Transshipment,USD
1178,18,59,40FT,4600,28,Transshipment,USD
1179,18,60,20FT,2800,28,Transshipment,USD
1180,18,60,40FT,4600,28,Transshipment,USD
1181,18,88,20FT,900,9,Direct,USD
1182,18,88,40FT,1550,9,Direct,USD
1183,18,89,20FT,900,9,Direct,USD
1184,18,89,40FT,1550,9,Direct,USD
1185,18,90,20FT,2800,28,Transshipment,USD
1186,18,90,40FT,4600,28,Transshipment,USD
1187,18,91,20FT,2800,28,Transshipment,USD
1188,18,91,40FT,4600,28,Transshipment,USD
1189,19,5,20FT,950,8,Direct,USD
1190,19,5,40FT,1650,8,Direct,USD
1191,19,6,20FT,950,8,Direct,USD
1192,19,6,40FT,1650,8,Direct,USD
1193,19,7,20FT,950,8,Direct,USD
1194,19,7,40FT,1650,8,Direct,USD
1195,19,8,20FT,950,8,Direct,USD
1196,19,8,40FT,1650,8,Direct,USD
1197,19,21,20FT,855,9,Direct,USD
1198,19,21,40FT,1472,9,Direct,USD
1199,19,26,20FT,1092,12,Direct,USD
1200,19,26,40FT,1852,12,Direct,USD
1201,19,27,20FT,1092,12,Direct,USD
1202,19,27,40FT,1852,12,Direct,USD
1203,19,28,20FT,1092,12,Direct,USD
1204,19,28,40FT,1852,12,Direct,USD
1205,19,29,20FT,1092,12,Direct,USD
1206,19,29,40FT,1852,12,Direct,USD
1207,19,33,20FT,1200,13,Direct,USD
1208,19,33,40FT,2000,13,Direct,USD
1209,19,34,20FT,1200,13,Direct,USD
1210,19,34,40FT,2000,13,Direct,USD
1211,19,35,20FT,1200,13,Direct,USD
1212,19,35,40FT,2000,13,Direct,USD
1213,19,36,20FT,1200,13,Direct,USD
1214,19,36,40FT,2000,13,Direct,USD
1215,19,37,20FT,350,5,Direct,USD
1216,19,37,40FT,600,5,Direct,USD
1217,19,38,20FT,350,5,Direct,USD
1218,19,38,40FT,600,5,Direct,USD
1219,19,39,20FT,350,5,Direct,USD
1220,19,39,40FT,600,5,Direct,USD
1221,19,40,20FT,420,4,Direct,USD
1222,19,40,40FT,700,4,Direct,USD
1223,19,41,20FT,420,4,Direct,USD
1224,19,41,40FT,700,4,Direct,USD
1225,19,42,20FT,420,4,Direct,USD
1226,19,42,40FT,700,4,Direct,USD
1227,19,43,20FT,450,8,Multimodal,USD
1228,19,43,40FT,750,8,Multimodal,USD
1229,19,44,20FT,450,8,Multimodal,USD
1230,19,44,40FT,750,8,Multimodal,USD
1231,19,49,20FT,1900,18,Direct,USD
1232,19,49,40FT,3200,18,Direct,USD
1233,19,50,20FT,1900,18,Direct,USD
1234,19,50,40FT,3200,18,Direct,USD
1235,19,51,20FT,1900,18,Direct,USD
1236,19,51,40FT,3200,18,Direct,USD
1237,19,52,20FT,1900,18,Direct,USD
1238,19,52,40FT,3200,18,Direct,USD
1239,19,57,20FT,2700,27,Transshipment,USD
1240,19,57,40FT,4400,27,Transshipment,USD
1241,19,58,20FT,2700,27,Transshipment,USD
1242,19,58,40FT,4400,27,Transshipment,USD
1243,19,59,20FT,2800,28,Transshipment,USD
1244,19,59,40FT,4600,28,Transshipment,USD
1245,19,60,20FT,2800,28,Transshipment,USD
1246,19,60,40FT,4600,28,Transshipment,USD
1247,19,88,20FT,855,9,Direct,USD
