Date,Total_Arrivals_MT,Weighted_Min_Price,Weighted_Modal_Price,Weighted_Max_Price,Markets_Reported
2022-03-15,5842.0,6434.275419376926,7000.8442314275935,7229.469359808285,91.0
2022-03-16,4958.0,6546.778338039532,6976.204114562323,7202.7081484469545,83.0
2022-03-17,1576.0,6364.022208121827,6945.270939086295,7158.527918781726,46.0
2022-03-18,64.0,5453.15625,6787.921875,7128.171875,9.0
2022-03-19,1357.0,6374.353721444362,6836.865143699337,7128.383198231393,51.0
2022-03-20,101.0,6108.415841584158,6640.39603960396,6902.772277227723,12.0
2022-03-21,3728.0,6337.0418454935625,6910.269045064378,7179.217542918455,81.0
2022-03-22,3002.0,6471.479347101932,6925.464023984011,7211.916389073951,67.0
2022-03-23,4447.0,6466.761637058691,7067.100292331909,7271.749494040926,82.0
2022-03-24,4702.0,6650.800085070183,7117.506167588261,7323.620374308804,82.0
2022-03-25,4018.0,6569.044300647088,6995.604529616725,7253.922349427576,73.0
2022-03-26,2259.0,6531.148295706064,7158.750774679062,7354.061531651173,51.0
2022-03-27,475.0,7037.098947368421,7276.604210526316,7342.524210526316,11.0
2022-03-28,2589.0,6409.12089609888,7079.521823097721,7283.73348783314,55.0
2022-03-29,2589.0,6729.805330243337,7269.655079181151,7425.224410969487,53.0
2022-03-30,1552.0,6666.828608247422,6978.996778350515,7170.188788659794,41.0
2022-03-31,874.0,6720.268878718535,7197.762013729977,7330.87643020595,36.0
2022-04-01,343.0,6256.218658892129,6882.431486880467,7280.6384839650145,18.0
2022-04-02,1900.0,6660.43,7221.684210526316,7362.478947368421,30.0
2022-04-03,501.0,7077.241516966068,7151.307385229541,7199.311377245509,13.0
2022-04-04,5162.0,6583.571290197598,7107.968229368462,7296.066253390159,86.0
2022-04-05,4495.0,6531.981090100111,7108.811345939933,7318.545717463849,79.0
2022-04-06,6394.0,6618.580544260244,7163.002658742571,7391.903816077573,85.0
2022-04-07,5958.0,6712.249076871433,7186.444612286002,7387.765693185633,82.0
2022-04-08,6573.0,6610.37562756732,7158.603225315685,7393.944774075764,89.0
2022-04-09,4741.0,6806.785066441679,7192.53638472896,7395.069394642481,57.0
2022-04-10,57.0,6309.578947368421,6928.526315789473,7268.877192982456,5.0
2022-04-11,6248.0,6598.625,7181.141805377721,7428.412772087067,77.0
2022-04-12,7331.0,6735.480289182922,7182.487927977084,7418.924430500614,76.0
2022-04-13,5389.0,6485.587678604565,7104.809241046576,7469.5798849508255,73.0
2022-04-14,39.0,6355.0,6697.564102564103,7035.641025641025,9.0
2022-04-15,1788.0,6865.107382550335,7349.402684563758,7438.232662192394,15.0
2022-04-16,598.0,6574.444816053512,7065.844481605352,7332.939799331104,25.0
2022-04-17,308.0,6455.376623376624,7060.915584415585,7364.441558441558,10.0
2022-04-18,7287.0,6629.061616577466,7168.162892822836,7369.310004116921,84.0
2022-04-19,7998.0,6554.828832208052,7143.830582645662,7370.676169042261,71.0
2022-04-20,6422.0,6651.45951417004,7132.43911554033,7349.383369666771,76.0
2022-04-21,5805.0,6650.342807924203,7134.499224806202,7318.703875968992,75.0
2022-04-22,5372.0,6537.815152643336,7046.21053611318,7308.646314221891,74.0
2022-04-23,4718.0,6681.402289105553,7064.536880033913,7282.046841882154,57.0
2022-04-24,316.0,6994.259493670887,7114.705696202532,7177.193037974684,11.0
2022-04-25,5170.0,6706.422823984526,7097.649709864603,7313.27330754352,66.0
2022-04-26,5453.0,6722.986612873648,7119.818998716303,7303.12250137539,75.0
2022-04-27,5629.0,6538.9442174453725,7017.480191863564,7252.1867116717,78.0
2022-04-28,4318.0,6658.642195460861,7024.450440018527,7199.970588235294,68.0
2022-04-29,6440.0,5613.716149068323,6006.2886645962735,6156.4762422360245,74.0
2022-04-30,1420.0,6380.381690140845,6712.931690140845,6981.531690140845,36.0
2022-05-01,43.0,6479.069767441861,6667.441860465116,6855.813953488372,3.0
2022-05-02,4603.0,6288.564414512274,6659.678687812297,6897.665652835108,74.0
2022-05-03,98.0,6288.775510204082,6577.836734693878,6702.224489795918,11.0
2022-05-04,3829.0,6389.845390441368,6718.198485244189,6887.028989292244,67.0
2022-05-05,3153.0,6483.061528702823,6869.286393910561,7043.905169679671,70.0
2022-05-06,2502.0,6188.72901678657,6887.911270983213,7097.829336530775,67.0
2022-05-07,1406.0,6612.868421052632,6983.005689900427,7166.502844950213,24.0
2022-05-08,349.0,6660.578796561605,6902.816618911174,7039.381088825215,12.0
2022-05-09,2351.0,6370.440238196512,6856.10761378137,7051.796682262867,63.0
2022-05-10,2305.0,6358.088069414317,6824.873318872017,7095.081561822126,64.0
2022-05-11,2064.0,6123.05765503876,6766.526647286822,7093.572189922481,56.0
2022-05-12,764.0,6478.179319371728,6853.043193717277,7007.482984293194,31.0
2022-05-13,1649.0,6227.9799878714375,6656.551849605822,6879.85688295937,46.0
2022-05-14,1817.0,6146.991194276279,6612.883874518437,6884.499724821134,60.0
2022-05-15,282.0,6596.730496453901,6773.290780141844,6861.695035460993,13.0
2022-05-16,162.0,5185.919753086419,6130.882716049383,6341.518518518518,20.0
2022-05-17,3998.0,6103.546023011506,6626.966233116558,7041.452226113057,84.0
2022-05-18,3733.0,6213.252611840343,6725.6096972944015,6956.392445754085,82.0
2022-05-19,3298.0,6214.298969072165,6688.871437234688,6920.759551243178,77.0
2022-05-20,3657.0,6278.192507519825,6705.321301613344,7008.555373256768,75.0
2022-05-21,2836.0,6236.785260930888,6718.922778561354,6985.524682651622,64.0
2022-05-22,242.0,6417.855371900827,6776.2768595041325,6843.561983471074,11.0
2022-05-23,4887.0,6131.524452629425,6673.819521178637,7004.274810722324,80.0
2022-05-24,4425.0,6099.739209039548,6644.78395480226,6991.990508474576,75.0
2022-05-25,3808.0,6021.972951680672,6542.687762605042,6846.232668067227,70.0
2022-05-26,4616.0,5967.0931542461,6407.587521663778,6800.23006932409,71.0
2022-05-27,4455.0,5824.579124579124,6414.215488215488,6886.429854096521,72.0
2022-05-28,3519.0,5806.786302926967,6422.0892298948565,7104.553282182438,55.0
2022-05-29,370.0,6212.889189189189,6412.083783783784,6540.437837837838,13.0
2022-05-30,1882.0,5799.299149840595,6413.414984059511,7009.726354941551,48.0
2022-05-31,3706.0,5605.320831084728,6292.939827307069,6692.867242309768,81.0
2022-06-01,3517.0,5767.99402900199,6377.988058003981,6688.111174296275,67.0
2022-06-02,1105.0,5769.466063348416,6558.682352941177,6752.690497737556,32.0
2022-06-03,1801.0,5456.437534702943,6069.788450860633,6376.326485285952,45.0
2022-06-04,3165.4300000000003,5785.595164006153,6389.538704062323,6593.501805441914,50.0
2022-06-05,318.0,6222.047169811321,6370.103773584906,6441.100628930818,14.0
2022-06-06,1240.3,5453.0911876159,6169.271950334597,6429.803595904217,49.0
2022-06-07,3885.02,5775.259844222166,6363.0637680114905,6626.88569428214,75.0
2022-06-08,1946.74,5839.466492700617,6356.096859364887,6660.493974542054,74.0
2022-06-09,3397.01,6048.752873850827,6586.698302330578,6869.76671837881,83.0
2022-06-10,3364.59,6018.132372740809,6527.111772905465,6816.225792741463,79.0
2022-06-11,2714.38,5926.358873849645,6531.977468151106,6809.38223093303,66.0
2022-06-12,246.0,5697.044715447155,6296.646341463415,6589.841463414634,11.0
2022-06-13,3596.19,5817.605716049486,6386.006162077087,6629.31770846368,76.0
2022-06-14,3758.0,5829.238158594997,6440.600319318786,6691.78499201703,61.0
2022-06-15,2436.51,5888.802836844502,6348.699163968135,6564.898670639562,67.0
2022-06-16,1110.52,5608.689622879372,6257.640564780463,6510.52101718114,45.0
2022-06-17,3125.31,5785.290579174546,6307.5568503604445,6607.631342170857,80.0
2022-06-18,2613.0,5828.403750478377,6326.793340987371,6532.959433601225,60.0
2022-06-19,237.0,6198.350210970464,6415.2405063291135,6553.594936708861,12.0
2022-06-20,2905.13,5704.0139339719735,6246.006202820528,6502.250157480044,83.0
2022-06-21,2662.32,5700.432825505573,6210.746386610174,6420.1509660747015,77.0
2022-06-22,2156.0,5701.430890538033,6127.126159554731,6338.596011131725,79.0
2022-06-23,1981.06,5590.062895621536,6117.7177874471245,6304.221477390892,76.0
2022-06-24,2076.9700000000003,5605.238881640081,6048.966523348916,6230.921606956286,83.0
2022-06-25,1614.52,5502.580952852861,6019.333919678914,6198.8082402200025,59.0
2022-06-26,103.0,5973.26213592233,6158.796116504855,6249.883495145631,8.0
2022-06-27,2529.13,5529.114952572623,6077.655901436462,6298.387931818452,80.0
2022-06-28,1908.08,5618.62448115383,6084.080332061549,6328.28361494277,62.0
2022-06-29,2318.67,5634.844113220079,6216.286060543329,6433.949540038039,73.0
2022-06-30,2459.81,5723.389123550193,6283.250657571114,6489.418715266626,73.0
2022-07-01,784.89,5860.106511740499,6201.563276382678,6427.934576819683,36.0
2022-07-02,474.28,5405.51572910517,5950.381631103989,6289.795057771781,27.0
2022-07-03,154.0,5883.305194805195,6077.012987012987,6248.675324675325,9.0
2022-07-04,2298.21,5646.102357922036,6151.050991858881,6336.194185909903,80.0
2022-07-05,1782.27,5561.399226828708,6112.894791473795,6288.0695910271725,70.0
2022-07-06,2570.03,5502.574289016082,5919.806383583072,6109.67654074077,76.0
2022-07-07,2720.48,5380.907016408869,5900.256175380815,6100.2440451685,79.0
2022-07-08,2470.07,5526.481435748784,5977.361775172363,6205.332642394749,74.0
2022-07-09,2227.62,5611.150016609656,5992.528348641151,6190.3857031271045,55.0
2022-07-10,14.0,5233.142857142857,5786.428571428572,6064.5,3.0
2022-07-11,2985.88,5687.0212466676485,6076.035875520784,6291.890832853296,78.0
2022-07-12,2210.51,5616.904017624892,6065.715377899217,6292.969120248268,58.0
2022-07-13,1096.0,5464.639598540146,5982.994525547445,6200.175182481752,42.0
2022-07-14,2078.2,5518.341834279666,6003.292272158599,6194.954287364066,70.0
2022-07-15,3360.0,5606.26875,6034.185416666666,6346.416666666667,77.0
2022-07-16,376.0,5466.074468085107,6010.364361702128,6166.856382978724,32.0
2022-07-17,204.0,5959.558823529412,6075.225490196079,6177.333333333333,10.0
2022-07-18,1859.0,5543.827864443249,6026.054330285099,6203.779451317913,62.0
2022-07-19,3870.62,5651.532054296211,6040.519348321458,6276.36244322615,72.0
2022-07-20,4086.65,5678.154600956774,6033.79259295511,6221.359181725863,82.0
2022-07-21,3795.05,5598.151539505408,6025.77778948894,6203.927220985231,76.0
2022-07-22,3808.0,5556.31906512605,5961.583771008403,6130.435924369748,86.0
2022-07-23,1759.0,5428.092666287664,5852.308129619102,6059.880045480387,57.0
2022-07-24,178.0,5804.6741573033705,5989.533707865168,6150.6292134831465,11.0
2022-07-25,3774.26,5583.515709039652,5959.699119827463,6137.619109441321,78.0
2022-07-26,3348.59,5577.56637868476,5947.914495354761,6105.893982243273,61.0
2022-07-27,4001.7,5445.71532098858,5860.767673738661,6038.5199290301625,80.0
2022-07-28,2341.0,5533.39683895771,6013.199487398548,6206.5484835540365,52.0
2022-07-29,3502.81,5612.308946246014,6113.548236986876,6292.220097578801,74.0
2022-07-30,2058.36,5602.435919858528,6036.193863075458,6272.849744456752,53.0
2022-07-31,146.0,5800.041095890411,6054.321917808219,6253.773972602739,7.0
2022-08-01,798.76,5443.878010916921,6063.858981421203,6271.668085532575,41.0
2022-08-02,1147.0,5586.715780296426,6061.663469921535,6273.131647776809,38.0
2022-08-03,2051.06,5465.009312258052,6050.32763546654,6235.82502705918,75.0
2022-08-04,3144.0,5532.992366412213,6039.505407124682,6225.035941475827,82.0
2022-08-05,2764.52,5525.0933254235815,6022.145254872456,6224.382069943425,79.0
2022-08-06,2627.0,5609.783783783784,6012.751427483822,6295.819946707271,59.0
2022-08-07,230.0,5613.04347826087,5903.804347826087,6157.913043478261,10.0
2022-08-08,2249.4700000000003,5550.757387295674,6041.435191400641,6241.8899651918,59.0
2022-08-09,138.0,4798.847826086957,6027.913043478261,6166.31884057971,12.0
2022-08-10,2812.0,5564.533783783784,6089.035206258891,6290.832859174964,72.0
2022-08-11,472.0,5623.091101694915,6047.747881355932,6280.440677966101,34.0
2022-08-12,3679.0,5751.789073117695,6132.2215275890185,6319.327262843164,74.0
2022-08-13,2604.7200000000003,5740.440584784545,6107.288077029392,6283.627952332688,50.0
2022-08-14,134.0,5985.44776119403,6181.567164179104,6298.895522388059,7.0
2022-08-15,36.0,5733.333333333333,5833.333333333333,6000.0,2.0
2022-08-16,758.0,5804.221635883905,6232.096306068602,6328.709762532982,14.0
2022-08-17,3646.0,5644.549094898519,5990.930883159627,6172.762753702688,77.0
2022-08-18,3460.23,5587.003176089451,5982.490470286657,6140.299633261373,67.0
2022-08-19,2216.0,5333.1534296028885,5854.569494584837,6047.330776173285,54.0
2022-08-20,3252.0,5550.3908364083645,5829.013530135301,6013.269680196802,48.0
2022-08-21,252.0,5655.257936507936,5862.142857142857,6020.123015873016,8.0
2022-08-22,3941.46,5330.67558721895,5743.357436076987,6277.314695569662,77.0
2022-08-23,3877.42,5273.45245034069,5602.980332282807,5859.3336135884165,63.0
2022-08-24,4229.38,5296.239401519844,5663.367443927951,5862.381918862812,76.0
2022-08-25,2629.0,5103.485736021301,5610.78585013313,5826.2270825408905,62.0
2022-08-26,58.0,5357.327586206897,5656.758620689655,5780.172413793103,9.0
2022-08-27,1190.0,5061.505882352942,5539.787394957983,5684.832773109244,22.0
2022-08-28,161.0,5556.521739130435,5611.180124223602,5660.869565217391,5.0
2022-08-29,867.81,4612.443000195896,5400.5267973404325,5578.138256069878,28.0
2022-08-30,3103.05,4964.9341937770905,5299.559804063743,5482.674803822046,47.0
2022-08-31,344.0,5043.956395348837,5363.433139534884,5741.915697674419,7.0
2022-09-01,664.5799999999999,4573.381684673027,5198.833849950345,5414.035932468628,30.0
2022-09-02,1673.95,4423.895875026135,4944.679649929807,5261.457779503569,48.0
2022-09-03,2801.0,4645.592645483755,5083.097465191003,5247.686540521242,46.0
2022-09-04,86.0,4432.558139534884,4721.220930232558,5030.232558139535,4.0
2022-09-05,918.0,4416.643790849673,4960.884531590414,5199.726579520697,39.0
2022-09-06,737.0,4427.464043419267,4989.59972862958,5292.093622795115,30.0
2022-09-07,1726.0,4648.211471610661,5018.464078794901,5246.8893395133255,57.0
2022-09-08,1224.0,4657.637254901961,5060.7908496732025,5272.513888888889,51.0
2022-09-09,590.0,4699.369491525424,4958.828813559322,5239.579661016949,21.0
2022-09-10,637.0,4869.003139717425,5085.800627943485,5272.135007849293,21.0
2022-09-11,19.0,4531.894736842105,4874.0,5052.9473684210525,4.0
2022-09-12,157.0,4645.388535031847,5097.636942675159,5253.363057324841,13.0
2022-09-13,443.0,4675.799097065463,5055.573363431151,5301.528216704289,21.0
2022-09-14,915.0,4840.31693989071,5164.414207650273,5434.731147540983,26.0
2022-09-15,1642.57,4782.489330743895,5163.99696816574,5387.774341428371,58.0
2022-09-16,1003.0,4542.037886340977,5035.046859421735,5443.036889332004,35.0
2022-09-17,840.0,4860.934523809524,5160.321428571428,5441.95119047619,25.0
2022-09-18,173.0,5008.508670520231,5276.884393063584,5335.601156069364,6.0
2022-09-19,691.79,4659.211610459822,5049.058240217408,5310.167825496177,31.0
2022-09-20,1166.0,4605.072041166381,5082.494854202401,5275.732418524872,27.0
2022-09-21,577.0,4568.50259965338,4930.299826689775,5156.490467937609,27.0
2022-09-22,1279.0,4668.271305707584,4981.802189210321,5160.852228303362,41.0
2022-09-23,2017.71,4595.14211655788,5044.461889964365,5268.200593742411,65.0
2022-09-24,1526.0,4507.19003931848,4932.549803407602,5209.6127129750985,48.0
2022-09-25,41.0,5600.0,5785.365853658536,5931.707317073171,4.0
2022-09-26,442.33,4383.481789614089,4668.3392489770085,4934.458436009315,23.0
2022-09-27,1092.39,4279.933906388745,4697.391041660946,5024.524556248227,33.0
2022-09-28,2244.0,4351.732620320856,4776.500891265598,5052.163992869875,61.0
2022-09-29,2337.52,4358.023888565659,4794.681970635545,5033.668760053391,66.0
2022-09-30,1951.2,4315.484829848298,4885.985034850349,5108.810988109881,64.0
2022-10-01,1367.8,4299.5152800116975,4669.149729492616,4942.5281473899695,45.0
2022-10-02,34.0,4935.294117647059,5145.588235294118,5485.294117647059,3.0
2022-10-03,2440.15,4248.597012478741,4727.170460832325,5035.071901317541,58.0
2022-10-04,3546.62,4067.2788739701455,4728.219713417282,4995.25483981932,70.0
2022-10-05,789.0,4136.855513307984,4666.61216730038,4976.14195183777,26.0
2022-10-06,4506.3,3926.615183187981,4626.491356545281,4960.925016088587,82.0
2022-10-07,4702.110000000001,4096.772406430304,4724.75133503895,4999.129684333203,88.0
2022-10-08,3353.91,4115.675286456703,4703.644552179397,4994.509494888056,61.0
2022-10-09,378.0,3967.671957671958,4311.407407407408,4713.8359788359785,9.0
2022-10-10,5585.7,3945.4530318491866,4641.830925398786,4947.8138102655,84.0
2022-10-11,1880.0,4159.29255319149,4640.41329787234,5002.292021276596,50.0
2022-10-12,5388.66,4058.124691481741,4745.451782075692,5027.5000872202,91.0
2022-10-13,6586.13,3927.421551047428,4703.04183184966,5028.064910653145,94.0
2022-10-14,7241.28,3916.2621801670425,4675.164197489947,5011.374839807327,103.0
2022-10-15,7096.74,3955.08754724,4709.5593187858085,5036.228155462931,81.0
2022-10-16,820.0,4266.923170731708,4619.44268292683,4938.218292682926,14.0
2022-10-17,11144.74,3794.676950740888,4650.753808523124,5036.046653398823,107.0
2022-10-18,9537.64,3867.183915517885,4627.161436162405,5021.249986369794,102.0
2022-10-19,12918.5,3853.60421101521,4677.281263304563,5046.985021480822,108.0
2022-10-20,13495.8,3862.121919411965,4682.367254997852,5079.1383541546265,108.0
2022-10-21,11608.98,3846.978459778551,4615.005624955853,5095.228071716895,95.0
2022-10-22,4240.96,4043.856155210141,4775.578453934958,5145.455481777711,44.0
2022-10-23,469.0,4336.100213219616,4614.140724946695,4931.3432835820895,11.0
2022-10-24,101.0,4306.435643564357,4680.653465346535,5024.752475247525,6.0
2022-10-25,982.0,3383.5030549898165,4699.872708757637,4824.968431771894,13.0
2022-10-26,7620.0,4245.225065616798,4891.07532808399,5207.689107611549,47.0
2022-10-27,9845.0,4011.061350939564,4725.932249873032,5130.550533265617,85.0
2022-10-28,19844.91,3972.7468151783,4765.58059472177,5186.897929494264,106.0
2022-10-29,18917.32,4079.386086401245,4796.509759310516,5113.828886967076,94.0
2022-10-30,2015.0,4535.508188585608,4920.272456575683,5143.187096774193,22.0
2022-10-31,30292.73,4101.795034650228,4746.645135648058,5106.6053300577405,118.0
2022-11-01,24972.03,4194.007155205244,4781.911862992316,5145.859469174112,117.0
2022-11-02,25881.41,4256.984066942257,4918.349232132253,5290.152699176745,125.0
2022-11-03,20812.44,4303.71559509601,5008.558148876345,5361.18917147629,123.0
2022-11-04,20845.55,4442.917721048378,5078.134493932758,5464.076320845456,120.0
2022-11-05,17656.97,4476.484815911223,5216.339672095495,5622.062297211808,105.0
2022-11-06,2324.96,5000.295488954649,5432.147219737114,5724.3927121326815,22.0
2022-11-07,20906.45,4641.71879970057,5450.942508173314,5944.879295624078,126.0
2022-11-08,6097.84,4908.902135838264,5552.908538105296,5858.861478818729,47.0
2022-11-09,23691.39,4708.071962008139,5432.049322559799,5848.266196706904,130.0
2022-11-10,18411.56,4723.018201608121,5456.534318656323,5762.383884907092,120.0
2022-11-11,16513.82,4694.870853624419,5454.625834603987,5852.156408390063,120.0
2022-11-12,9784.07,4757.888884687048,5570.33544322557,5996.043202879783,64.0
2022-11-13,1612.0,5254.143300248139,5709.527915632754,5860.228287841191,11.0
2022-11-14,7580.68,4762.0638781745165,5478.018911232238,5948.056253528706,53.0
2022-11-15,9764.35,4820.273955767665,5416.139835216885,5788.388448795875,76.0
2022-11-16,16559.95,4932.043665590778,5494.007560409301,5834.95586641264,124.0
2022-11-17,12101.86,4826.525658039343,5395.492081382531,5708.64415056859,118.0
2022-11-18,14138.88,4841.384749004164,5440.212449642404,5805.938818350534,119.0
2022-11-19,10155.94,4831.314383503644,5463.73600080347,5827.618443984506,84.0
2022-11-20,1351.0,5044.985196150999,5563.482605477424,5674.843819393042,20.0
2022-11-21,7369.42,4855.547519343449,5454.04468737024,5768.176002996165,69.0
2022-11-22,7936.0,4952.884198588709,5426.978200604839,5707.649697580645,75.0
2022-11-23,8208.79,4834.629403359082,5381.620007333601,5647.497863875187,77.0
2022-11-24,11296.43,4779.024523676949,5389.001392475322,5733.294376187875,80.0
2022-11-25,4098.6900000000005,4756.175119367406,5321.37790367166,5571.129168100051,49.0
2022-11-26,8399.17,4690.2496913385485,5368.519329886168,5734.440163730464,76.0
2022-11-27,476.0,5118.422268907563,5288.865546218487,5411.758403361345,15.0
2022-11-28,4520.46,4858.62372413427,5454.171079934343,5941.843953933892,51.0
2022-11-29,3025.75,4667.880194992977,5155.748987854251,5504.2798479715775,47.0
2022-11-30,8366.52,4806.917930035426,5343.7058657601965,5638.048201641782,87.0
2022-12-01,2936.24,4633.07522545841,5222.281148679945,5492.874056616625,61.0
2022-12-02,7574.0,4741.287826775812,5278.658304726697,5593.787298653288,108.0
2022-12-03,6234.0,4749.025826114854,5267.984600577478,5535.985081809432,73.0
2022-12-04,816.0,5009.927696078431,5371.417892156863,5456.519607843137,19.0
2022-12-05,1781.0,4651.731611454239,5286.550814149355,5484.3722627737225,49.0
2022-12-06,2712.0,4707.872050147493,5386.976401179941,5659.698746312684,58.0
2022-12-07,3998.0,4619.5635317658825,5203.56028014007,5636.105052526264,58.0
2022-12-08,8654.0,4706.9565518835225,5307.804021261844,5615.291541483707,111.0
2022-12-09,9200.75,4748.581311306143,5312.163193217944,5593.612314213515,121.0
2022-12-10,6933.67,4712.966509799284,5308.2157789453495,5622.959881274996,92.0
2022-12-11,1009.0,5225.346878097126,5444.287413280475,5552.128840436076,22.0
2022-12-12,9668.22,4756.881825196365,5319.367267190858,5644.696167443437,116.0
2022-12-13,9688.17,4725.005341566054,5280.508599663301,5611.2145823205,116.0
2022-12-14,8542.39,4827.740480123244,5309.192392293024,5636.567628029158,116.0
2022-12-15,8712.630000000001,4776.032437966492,5268.961668290745,5618.034095330571,110.0
2022-12-16,8277.0,4778.4180258547785,5301.781080101486,5620.772622931014,117.0
2022-12-17,6709.0,4684.034580414369,5269.592636756595,5619.241466686541,86.0
2022-12-18,594.0,5072.1734006734005,5272.909090909091,5410.042087542088,15.0
2022-12-19,8614.0,4764.142094265149,5288.10436498723,5586.029370791734,107.0
2022-12-20,8272.0,4647.144463249517,5182.867746615087,5432.127176015474,115.0
2022-12-21,6060.0,4772.43300330033,5255.098349834983,5558.525907590759,84.0
2022-12-22,3641.0,4728.150233452348,5139.694314748695,5502.42186212579,45.0
2022-12-23,8117.0,4737.39866945916,5205.110262412221,5491.981027473204,92.0
2022-12-24,6165.0,4739.482076236821,5274.569343065694,5505.9399837794,72.0
2022-12-25,267.0,4819.662921348315,5177.059925093633,5332.397003745318,10.0
2022-12-26,5543.0,4648.940645859643,5161.607793613567,5438.0613386252935,45.0
2022-12-27,3761.0,4680.4012230789685,5147.211645838873,5417.78277053975,53.0
2022-12-28,10946.0,4766.406449844692,5219.869358669834,5462.244016078933,106.0
2022-12-29,10967.53,4840.444658004128,5265.478735868514,5480.949543789714,112.0
2022-12-30,8385.73,4787.823600330562,5192.327441975833,5433.1250719973095,118.0
2022-12-31,6020.92,4338.570019199724,5258.7724135182,5468.703553609747,76.0
2023-01-01,549.0,5357.613843351548,5409.087431693989,5463.426229508197,17.0
2023-01-02,3873.0,5100.414665633875,5430.704879938033,5603.1595662277305,54.0
2023-01-03,4725.0,5042.713862433862,5381.280634920635,5562.566772486773,52.0
2023-01-04,7325.0,4979.245597269624,5337.8604778157,5537.253924914676,79.0
2023-01-05,3994.0,5011.601902854281,5360.731347020531,5547.559088632949,27.0
2023-01-06,3629.0,4931.376412234776,5305.537889225682,5516.279140259025,35.0
2023-01-07,6552.0,4770.647741147741,5300.222374847375,5490.050366300367,68.0
2023-01-08,245.0,4686.979591836735,5040.183673469388,5446.959183673469,6.0
2023-01-09,2826.0,5052.965322009908,5373.150743099788,5522.276008492569,21.0
2023-01-10,5234.0,5008.940962934658,5280.120557890715,5480.1499808941535,39.0
2023-01-11,7788.0,4855.261042629687,5274.887904468413,5453.377760657421,103.0
2023-01-12,6029.0,4854.2612373527945,5289.992370210649,5454.826173494776,71.0
2023-01-13,2561.0,5040.091761030847,5252.163217493167,5460.527918781726,36.0
2023-01-14,4159.0,4887.132243327723,5304.218562154364,5480.130319788411,52.0
2023-01-15,86.0,4880.232558139535,5130.058139534884,5346.162790697675,7.0
2023-01-16,2551.0,4833.859662877303,5137.922775382203,5391.643277146217,32.0
2023-01-17,5311.0,4790.955940500848,5283.658068160422,5432.733006966673,78.0
2023-01-18,2066.0,4611.080832526622,5025.461277831559,5335.584704743465,28.0
2023-01-19,1552.0,4840.25,5242.495489690722,5383.581829896907,40.0
2023-01-20,5612.0,4821.371525302922,5196.023699215966,5354.3585174625805,59.0
2023-01-21,5449.0,4690.965865296384,5093.317672967517,5323.297485777207,64.0
2023-01-22,1117.0,5074.714413607879,5236.2748433303495,5299.773500447627,20.0
2023-01-23,8951.0,4677.587643838678,5052.922578482851,5291.333482292482,111.0
2023-01-24,9187.0,4687.26406879286,5058.801349733319,5253.936105366279,111.0
2023-01-25,8420.0,4677.737885985748,5020.428741092636,5218.319477434679,112.0
2023-01-26,89.0,5035.516853932584,5179.438202247191,5265.258426966292,9.0
2023-01-27,7383.0,4748.203575782202,5088.252201002302,5233.264662061492,113.0
2023-01-28,6102.0,4701.165355621108,5083.272697476237,5271.952146837102,76.0
2023-01-29,849.0,4972.571260306243,5129.3922261484095,5239.657243816255,20.0
2023-01-30,6803.0,4694.870057327649,5039.081287667205,5254.823166250184,109.0
2023-01-31,7774.0,4719.756624646257,5101.182274247492,5273.551067661436,107.0
2023-02-01,6177.0,4763.222276185851,5067.028978468512,5257.0267119961145,100.0
2023-02-02,7622.0,4740.824586722645,5088.52020467069,5244.078981894516,105.0
2023-02-03,7636.0,4719.11917234154,5051.1100052383445,5222.769774751178,117.0
2023-02-04,6310.0,4725.177337559429,5038.691600633914,5222.644532488114,83.0
2023-02-05,775.0,4943.712258064516,5144.863225806452,5232.277419354839,19.0
2023-02-06,7312.0,4701.587800875273,5035.583698030635,5234.314688183807,107.0
2023-02-07,6893.0,4651.323371536341,5000.791672711446,5211.91193964892,95.0
2023-02-08,7649.0,4779.425676559027,5101.415479147601,5250.879199895411,102.0
2023-02-09,7328.0,4774.566593886463,5104.249863537118,5257.913618995633,97.0
2023-02-10,7839.0,4748.721775736701,5095.451333078198,5247.352468427095,106.0
2023-02-11,6447.0,4830.220257484101,5129.8982472467815,5294.901194353963,72.0
2023-02-12,886.0,5069.83295711061,5265.522573363432,5355.258465011287,19.0
2023-02-13,5581.0,4840.367855223079,5193.561906468375,5331.207489697187,95.0
2023-02-14,7359.0,4884.424106536214,5177.72360375051,5347.506590569371,108.0
2023-02-15,7441.0,4845.801236392958,5159.291761859965,5335.619674774895,107.0
2023-02-16,7380.0,4827.614634146342,5142.394444444444,5326.287398373984,100.0
2023-02-17,8253.0,4831.081303768327,5145.203804677087,5331.411365564038,110.0
2023-02-18,431.0,4736.508120649652,5110.0046403712295,5261.122969837587,18.0
2023-02-19,153.0,4941.862745098039,5124.5424836601305,5211.771241830065,10.0
2023-02-20,4855.0,4728.5227600411945,5087.645108135942,5309.7237899073125,74.0
2023-02-21,8791.0,4810.168809009214,5136.515754749175,5311.999772494597,97.0
2023-02-22,7986.0,4845.7023541197095,5192.578512396694,5339.077260205359,102.0
2023-02-23,6695.0,4750.994174757281,5133.520238984317,5328.564600448096,90.0
2023-02-24,6764.0,4847.942489651094,5172.312684801892,5327.412625665287,100.0
2023-02-25,6585.0,4758.01867881549,5120.13986332574,5309.836750189826,74.0
