Date,Wheat,Sugar,Coffee,Cotton,Soybean,Maize,Onion,Turmeric
2021-11-13,2547.0,3612.0,7450.0,8119.81,5212.74,1512.102820932134,,6024.59
2021-11-14,1812.03,,,8104.83,5291.18,1496.6666666666667,,
2021-11-15,2605.36,3612.0,8787.69,8074.6,5476.18,1503.333051635257,,6630.06
2021-11-16,2630.48,,8988.44,8000.61,5455.34,1458.6418716946423,,6794.51
2021-11-17,2510.77,3612.0,8721.2,7851.56,5611.51,1483.6957815867802,,6690.01
2021-11-18,2457.99,3612.0,7743.36,7708.89,5719.9,1505.8741067675494,,6921.55
2021-11-19,2804.77,3612.0,8527.61,7783.78,5873.35,1474.8015384615385,,6827.41
2021-11-20,2466.55,3612.0,7975.46,7909.09,5785.27,1453.643522833178,,7417.79
2021-11-21,1855.45,,,7988.9,5923.42,1604.1019417475727,,
2021-11-22,2780.34,3482.0,8458.33,8059.94,6108.6,1542.546263089944,,7349.57
2021-11-23,2438.62,3476.0,7852.56,8121.84,6469.52,1527.7568306010928,,7430.45
2021-11-24,2443.33,3462.0,7813.66,8135.61,6299.57,1539.2031156381067,,7357.58
2021-11-25,2431.47,3462.0,7740.65,8214.46,6318.42,1547.7007255858214,,7087.74
2021-11-26,2526.66,3462.0,7903.25,8350.52,6351.46,1580.1413257762445,,7164.21
2021-11-27,2446.24,3462.0,7893.62,8195.76,6336.55,1595.993273542601,,6995.66
2021-11-28,1864.77,,7600.0,8196.73,6278.64,1596.372641509434,,
2021-11-29,2479.39,,7836.99,8157.8,5976.75,1609.7454897993591,,7319.92
2021-11-30,2515.2,3462.0,7856.52,8022.7,5938.93,1568.6820137299771,,7485.37
2021-01-12,2472.42,,7905.69,,6003.09,1547.8049450549452,2547.18,7638.85
2021-02-12,2490.74,3462.0,7816.9,,6111.47,1547.326299924642,3258.56,7374.84
2021-03-12,2518.89,3462.0,7856.82,,6184.97,1547.3116793365584,1201.66,7478.34
2021-04-12,2484.9,3462.0,8761.79,,6409.9,1540.7339246119734,793.95,7558.37
2021-05-12,1863.66,,,,6383.96,1603.2750809061488,1108.54,
2021-06-12,2497.01,3462.0,7948.2,,6507.49,1577.5052891396333,1687.83,7457.49
2021-07-12,4141.2,3462.0,8665.69,,6341.79,1594.2819409407923,1566.68,7428.6
2021-08-12,2537.13,3462.0,7172.01,,6440.5,1571.0219147758717,1552.0,7842.14
2021-09-12,2503.15,3462.0,7859.89,,6323.87,1573.2681928635377,1207.02,7691.62
2021-10-12,2128.47,3482.0,16968.75,,6343.42,1579.966587445827,3267.5,7652.32
2021-11-12,2629.88,3482.0,8717.05,,6346.58,1560.8098558809857,2261.93,8000.61
2021-12-12,1887.1,,,,6224.93,1510.9115913555993,1965.31,
2021-12-13,2626.26,3482.0,7865.76,,6365.31,1598.9267690927445,,7507.71
2021-12-14,2730.86,3482.0,7793.18,,6214.52,1573.0933758978451,,7687.24
2021-12-15,2353.05,3482.0,7798.75,,6099.38,1575.626325316783,,7606.42
2021-12-16,2512.23,3482.0,7835.03,,6249.56,1561.1594816525533,,8135.28
2021-12-17,2323.08,3482.0,7826.47,,6140.89,1562.581164221486,,7916.32
2021-12-18,2755.01,3482.0,6902.68,,6230.16,1532.290196078431,,7611.46
2021-12-19,1989.79,,,,5993.74,1702.7287581699347,,
2021-12-20,2296.39,,7895.05,,5938.16,1594.96600877193,,7858.78
2021-12-21,2570.45,3482.0,7769.08,,5913.2,1587.788531278332,,8005.65
2021-12-22,2558.15,3482.0,7737.5,,5986.23,1588.2988060164366,,7903.18
2021-12-23,2358.23,3482.0,8585.67,,6057.62,1604.7284221173295,,7900.08
2021-12-24,2524.92,3482.0,7873.38,,6149.62,1558.479584120983,,8029.51
2021-12-25,2901.67,3472.0,8667.59,,6038.72,1645.1703617269543,,8485.71
2021-12-26,1903.14,,14300.0,,6164.0,1537.2254641909817,,
2021-12-27,2558.25,3472.0,8891.8,,5946.97,1606.355665181413,,7966.5
2021-12-28,2672.31,3472.0,7952.09,,6151.01,1592.5062811092675,,7976.42
2021-12-29,2260.45,3482.0,8001.63,,6113.42,1600.3721244925575,,7729.78
2021-12-30,2433.5,3492.0,7050.0,,6201.07,1599.0015978087197,,7814.13
2021-12-31,2629.67,3482.0,7675.0,,6090.94,1609.675468483816,,8628.31
2022-01-01,2513.53,3462.0,7915.84,9119.44,6024.114148816235,1617.46,1988.52,7910.15
2022-02-01,2197.1,,,9071.08,5855.173501577287,1582.22,1877.19,
2022-03-01,2622.62,3462.0,7906.52,9381.02,6099.144225014961,1618.81,1636.8,8394.01
2022-04-01,2540.2,3462.0,8197.66,9552.04,6306.368681718864,1613.84,863.67,12000.0
2022-05-01,2436.78,3462.0,7786.97,9704.45,6183.374204643164,1619.29,814.19,10290.6
2022-06-01,2196.36,,7952.73,9423.92,6118.817838466008,1628.34,985.53,8351.0
2022-07-01,2413.04,3452.0,8063.06,9481.33,6124.089325308838,1641.52,1147.64,8747.95
2022-08-01,2537.6,3452.0,8350.0,9493.8,6161.094819611471,1629.39,1098.59,8733.82
2022-09-01,2188.68,,,9414.17,6199.935483870968,1667.97,1102.1,
2022-10-01,2639.05,3452.0,8079.4,9528.04,6132.622300215983,1644.51,1318.25,8802.4
2022-11-01,2705.22,3452.0,8059.66,9401.15,6183.473065310663,1655.5,2379.16,9965.22
2022-12-01,2700.09,,8049.87,9427.16,6060.753025936599,1657.53,1360.1,8835.38
2022-01-13,1843.16,3452.0,8066.45,9438.74,6080.239931740614,1708.29,,8261.79
2022-01-14,2738.14,3452.0,8142.7,9472.4,5977.690605239386,1699.14,,9368.89
2022-01-15,2817.15,3452.0,7969.7,9559.52,6017.885869565217,1796.64,,12000.0
2022-01-16,2144.34,,7800.0,9662.18,6028.46943231441,1641.64,,
2022-01-17,2544.59,3452.0,7906.38,9537.41,6005.429662331464,1757.96,,8728.84
2022-01-18,2631.07,3452.0,8661.11,9656.26,5989.2689747004,1737.18,,8811.51
2022-01-19,2523.91,3452.0,8190.25,9708.22,6008.954065620542,1773.28,,8845.31
2022-01-20,2503.73,3452.0,8247.06,9665.2,6075.889026198714,1881.4,,8435.77
2022-01-21,2487.87,3452.0,8226.32,9548.29,6071.141825186612,1804.53,,8690.01
2022-01-22,2493.29,3452.0,8179.91,9518.35,6088.145802377415,1788.95,,12000.0
2022-01-23,2106.99,,,9476.17,6319.066598360656,1812.0,,
2022-01-24,2449.32,3452.0,7933.68,9527.22,6024.273044779843,1810.22,,8357.4
2022-01-25,2592.53,3402.0,8111.76,9505.38,6009.595431319507,1823.06,,8597.8
2022-01-26,2076.09,,8280.0,9519.57,5843.44262295082,1730.21,,
2022-01-27,2499.47,3402.0,8957.93,9538.64,5934.724581379773,1867.99,,8107.15
2022-01-28,2555.01,3402.0,8043.68,9565.46,5923.525546533417,1866.83,,9655.36
2022-01-29,2445.93,,7858.33,9578.62,5926.995973389356,1883.84,,7050.0
2022-01-30,2129.67,,,9602.54,5894.468468468468,1800.0,,
2022-01-31,2547.33,3400.0,8080.3,9642.59,5806.194805194805,1884.83,,8533.63
2022-01-02,2786.86,3400.0,8343.18,9695.21,5848.922858302883,1841.24,1972.5,12000.0
2022-02-02,2354.4,3412.0,8445.92,9771.17,6039.612084592145,1835.24,1760.77,8343.74
2022-03-02,2420.85,3412.0,8314.73,9682.09,5991.555525460455,1827.45,1542.11,7936.95
2022-04-02,2299.01,3412.0,8295.89,9761.03,6037.585066019123,1822.86,874.4,8205.37
2022-05-02,2552.02,3392.0,8587.91,9635.72,6108.925934579439,1803.49,847.88,14025.86
2022-06-02,2181.02,,,9549.77,6197.652733118971,1774.72,1039.29,
2022-07-02,2638.25,3372.0,9018.75,9786.06,6095.881578947368,1819.83,1230.67,
2022-08-02,2505.79,3372.0,8724.18,9563.91,6128.38301362948,1788.36,1061.92,9826.76
2022-09-02,2413.38,3362.0,9560.0,9592.92,6152.182412125963,1808.29,1053.32,9863.97
2022-10-02,2454.91,,8300.0,9582.82,6163.448531837677,1825.76,1472.41,9826.32
2022-11-02,2532.91,3382.0,9143.75,9697.91,6186.628777826921,1819.82,2306.15,10352.81
2022-12-02,2497.39,3382.0,,9640.11,6266.550301259814,1496.22,1245.47,10590.23
2022-02-13,2025.38,,,9546.39,6335.493264248705,1794.39,,
2022-02-14,2448.05,3517.0,8634.62,9731.01,6379.421005728836,1861.29,,9769.31
2022-02-15,2513.58,3382.0,9286.41,9763.83,6337.240336544324,1847.74,,10606.18
2022-02-16,2432.22,3362.0,8873.29,9687.45,6296.781197465408,1882.69,,11844.27
2022-02-17,2356.02,3362.0,9865.85,9742.24,6319.292555253975,1881.13,,10972.76
2022-02-18,2455.6,3362.0,9008.62,9704.93,6355.331428571429,1894.5,,11414.07
2022-02-19,2461.96,,8987.69,9809.06,6150.187096774193,1883.96,,
2022-02-20,1970.67,,,9452.58,6511.918128654971,1790.82,,
2022-02-21,2445.25,3362.0,9117.65,9607.6,6456.027964342411,1904.82,,12137.52
2022-02-22,2537.51,3392.0,9075.86,9553.79,6572.197798252962,1861.36,,13394.44
2022-02-23,2389.69,3392.0,9866.67,9685.85,6791.352124183007,1888.65,,12223.15
2022-02-24,2336.95,3392.0,9852.83,9586.3,7203.0774677658,1908.33,,18869.33
2022-02-25,2270.02,3382.0,10226.13,9484.74,6918.654518570062,1903.77,,16085.55
2022-02-26,2484.29,3467.0,9592.68,9479.7,6684.080639494026,1974.48,,19532.78
2022-02-27,1928.46,,8600.0,9325.2,6986.638504155125,1917.37,,
2022-02-28,2362.77,3512.0,9096.43,9400.27,6994.611559317551,1977.69,,18965.33
2022-01-03,2557.89,,,9662.5,6520.600760456274,2003.71,2019.26,
2022-02-03,2317.35,3392.0,8847.19,9413.79,7009.643386749582,2025.74,1861.41,7659.0
2022-03-03,2226.74,3392.0,8968.97,9280.45,7103.218872704243,1998.42,1508.2,13371.4
2022-04-03,2291.8,3392.0,8395.27,9345.27,7073.397615344738,2018.43,979.51,12135.58
2022-05-03,2308.84,3392.0,8400.0,9444.59,7003.102362204724,2066.38,765.85,11116.68
2022-06-03,2032.31,,,9334.98,7137.249258160237,1848.27,984.33,
2022-07-03,2302.94,3392.0,8344.44,9495.36,7009.340934790803,2065.96,1093.62,10755.27
2022-08-03,2450.82,3392.0,8348.15,9346.9,7044.830618321947,2048.74,1104.3,11538.75
2022-09-03,2406.07,3392.0,8343.62,9389.75,7090.149349349349,2166.27,1077.12,10340.73
2022-10-03,2454.82,3392.0,8336.49,9229.35,7145.317486338798,2134.98,1258.27,11364.77
2022-11-03,2430.93,3392.0,8432.35,9297.32,7160.977436389822,2133.33,2376.28,12164.48
2022-12-03,2527.36,3392.0,8689.55,9477.61,7155.97588978186,2178.9,1526.64,11784.16
2022-03-13,2143.64,,,9479.61,7077.637181409295,2096.7,,
2022-03-14,2442.93,3392.0,8442.95,9489.57,7040.5494765282,2201.01,,10187.65
2022-03-15,2382.14,3392.0,8459.32,9349.78,7000.8442314275935,2099.17,,10928.4
2022-03-16,2362.07,3385.0,8457.14,9418.61,6976.204114562323,2141.86,,10431.02
2022-03-17,2416.89,3385.0,8490.53,9361.8,6945.270939086295,2135.21,,10103.3
2022-03-18,2862.87,,8455.77,,6787.921875,2099.4,,
2022-03-19,2448.53,3385.0,8594.81,9725.5,6836.865143699337,2109.05,,10388.93
2022-03-20,2119.52,,,9541.35,6640.39603960396,2002.99,,
2022-03-21,2306.72,3385.0,8565.22,9936.6,6910.269045064378,2089.09,,9754.58
2022-03-22,2224.41,3385.0,8563.21,9682.3,6925.464023984011,1956.99,,7894.89
2022-03-23,2309.1,,8535.75,9995.07,7067.100292331909,2044.51,,13769.94
2022-03-24,2273.14,3358.0,8561.9,10122.08,7117.506167588261,2058.97,,11546.0
2022-03-25,2315.72,3472.0,8565.53,10285.96,6995.604529616725,2005.76,,10069.17
2022-03-26,2396.03,3472.0,8583.06,10386.96,7158.750774679062,2047.31,,11471.75
2022-03-27,2049.07,,8700.0,10468.33,7276.604210526316,1802.78,,
2022-03-28,2465.55,3472.0,8790.91,10793.09,7079.521823097721,2022.72,,13476.01
2022-03-29,2403.25,3472.0,8800.0,10814.05,7269.655079181151,1998.47,,7959.56
2022-03-30,2519.71,3472.0,8565.22,10699.72,6978.996778350515,2040.08,,7232.8
2022-03-31,2501.95,3472.0,8566.67,11094.36,7197.762013729977,1979.57,,7477.35
2022-01-04,2425.52,3472.0,9551.24,10492.93,6882.431486880467,2101.17,2026.73,9000.0
2022-02-04,2603.78,3472.0,8706.52,11447.63,7221.684210526316,2164.37,1834.1,8262.15
2022-03-04,2119.04,,15500.0,10861.08,7151.307385229541,2063.77,1386.17,
2022-04-04,2248.57,,10758.93,10701.63,7107.968229368462,1975.31,837.35,10816.41
2022-05-04,2346.2,3472.0,9514.37,10500.58,7108.811345939933,2024.91,812.97,18198.54
2022-06-04,2377.59,3472.0,10601.85,3434.29,7163.002658742571,2111.87,947.24,11029.87
2022-07-04,2265.29,3541.0,10745.45,10782.47,7186.444612286002,2130.74,1164.92,10616.59
2022-08-04,2317.69,3541.0,9423.21,10700.63,7158.603225315685,2191.66,1118.73,10691.99
2022-09-04,2414.28,3541.0,10456.58,10749.44,7192.53638472896,2087.24,1124.01,10248.79
2022-10-04,2173.95,,9000.0,10404.56,6928.526315789473,2195.3,1364.58,
2022-11-04,2345.96,3541.0,9486.28,10824.99,7181.141805377721,2194.56,2217.68,9216.68
2022-12-04,2377.64,3541.0,10166.36,10640.47,7182.487927977084,2188.38,1098.19,10294.45
2022-04-13,2328.59,3541.0,10633.33,10899.42,7104.809241046576,2253.49,,9541.11
2022-04-14,2762.43,3541.0,13165.38,9765.13,6697.564102564103,2288.1,,9000.0
2022-04-15,2660.26,,8900.0,10514.43,7349.402684563758,2246.62,,6733.3
2022-04-16,2572.54,,10226.58,10738.17,7065.844481605352,2249.63,,9290.65
2022-04-17,2054.12,,15900.0,11110.1,7060.915584415585,2159.84,,
2022-04-18,2364.61,3532.0,10324.29,10926.48,7168.162892822836,2273.37,,10128.22
2022-04-19,2417.33,3532.0,11155.0,10443.86,7143.830582645662,2242.51,,8878.86
2022-04-20,2428.23,3532.0,10489.76,10690.25,7132.43911554033,2236.64,,8210.89
2022-04-21,2427.1,3537.0,10648.48,10388.37,7134.499224806202,2173.9,,7647.71
2022-04-22,2383.15,3537.0,10593.37,10345.37,7046.21053611318,2165.12,,9145.15
2022-04-23,2535.24,3537.0,10664.52,10490.42,7064.536880033913,2177.35,,8971.37
2022-04-24,2658.63,,,9943.76,7114.705696202532,2086.58,,7250.0
2022-04-25,2403.91,3537.0,9824.43,10529.69,7097.649709864603,2172.17,,8283.18
2022-04-26,2484.39,3537.0,11159.8,10075.52,7119.818998716303,2133.13,,7064.93
2022-04-27,2440.77,3537.0,11273.58,10656.61,7017.480191863564,2186.96,,7034.91
2022-04-28,2295.13,3532.0,12185.71,10599.39,7024.450440018527,2175.06,,6746.27
2022-04-29,2536.61,3532.0,13360.0,10748.62,6006.2886645962735,2130.85,,7588.62
2022-04-30,2479.44,3532.0,9250.0,10620.93,6712.931690140845,2145.33,,6631.44
2022-01-05,2116.47,,,10750.99,6667.441860465116,2193.33,2083.05,
2022-02-05,2395.5,3532.0,12556.9,11037.5,6659.678687812297,2123.45,1937.83,6932.42
2022-03-05,2811.04,3532.0,10787.5,10847.2,6577.836734693878,2184.91,1495.86,7092.0
2022-04-05,2444.0,3532.0,10661.81,11483.2,6718.198485244189,2116.85,850.79,7822.56
2022-05-05,2403.98,3557.0,10653.45,10997.23,6869.286393910561,2143.01,830.86,8651.25
2022-06-05,2453.28,3557.0,10481.02,10488.25,6887.911270983213,2173.8,981.3,7540.01
2022-07-05,2334.52,3557.0,,9997.93,6983.005689900427,2131.05,1199.04,7083.2
2022-08-05,2130.05,,,10341.66,6902.816618911174,2034.05,1047.1,
2022-09-05,2474.36,,9600.0,11742.05,6856.10761378137,2134.42,1078.37,7280.0
2022-10-05,2521.33,3557.0,10857.86,11422.46,6824.873318872017,2156.48,1337.43,7551.58
2022-11-05,2486.64,3557.0,10815.89,10755.31,6766.526647286822,2146.23,2286.79,7013.01
2022-12-05,2593.96,,10871.3,10404.72,6853.043193717277,2151.42,1203.98,7396.38
2022-05-13,2276.19,,10889.33,10436.09,6656.551849605822,2209.08,,6548.58
2022-05-14,2501.33,3556.0,15259.38,11799.5,6612.883874518437,2201.5,,6362.66
2022-05-15,2223.66,,9600.0,10177.75,6773.290780141844,2173.77,,6400.0
2022-05-16,2662.01,3557.0,14922.41,11403.82,6130.882716049383,2040.63,,6593.7
2022-05-17,2435.52,3557.0,10053.97,12235.87,6626.966233116558,2128.27,,7287.48
2022-05-18,2409.18,3557.0,11653.26,11727.21,6725.6096972944015,2116.3,,7621.93
2022-05-19,2297.47,3557.0,10295.95,12020.33,6688.871437234688,2150.2,,7059.24
2022-05-20,2296.69,3557.0,10014.19,11894.08,6705.321301613344,2115.46,,6282.94
2022-05-21,2463.98,3557.0,14346.43,11766.6,6718.922778561354,2149.32,,6294.29
2022-05-22,2094.47,,9700.0,10923.71,6776.2768595041325,1937.25,,
2022-05-23,2367.08,,14516.67,11200.66,6673.819521178637,2114.63,,7284.05
2022-05-24,2408.27,3557.0,10860.32,12280.45,6644.78395480226,2111.36,,7402.31
2022-05-25,2422.49,3557.0,14433.33,11900.35,6542.687762605042,2103.19,,7964.96
2022-05-26,2405.46,3557.0,14881.82,10500.0,6407.587521663778,2078.12,,6223.09
2022-05-27,2496.36,3557.0,14916.67,,6414.215488215488,2041.81,,6974.04
2022-05-28,2543.85,,13911.11,,6422.0892298948565,1976.39,,10173.4
2022-05-29,2308.71,,,,6412.083783783784,1989.47,,
2022-05-30,2535.66,,10305.62,,6413.414984059511,2006.57,,5802.58
2022-05-31,2432.33,3537.0,11184.62,11500.0,6292.939827307069,1990.13,,7261.51
2022-01-06,2499.77,3537.0,11719.47,,6377.988058003981,1982.47,2189.18,6866.32
2022-02-06,2628.39,3537.0,12591.67,,6558.682352941177,2026.41,1902.43,6626.61
2022-03-06,2160.85,,16103.12,,6069.788450860633,1989.64,1326.0,6603.36
2022-04-06,2268.74,,15919.7,,6389.538704062323,2003.89,865.24,8636.86
2022-05-06,2100.37,,,,6370.103773584906,2092.55,807.81,
2022-06-06,2138.34,,15560.61,,6169.271950334597,2044.0,983.42,7533.97
2022-07-06,2495.75,3536.0,14500.0,11400.0,6363.0637680114905,2129.31,1222.76,7129.99
2022-08-06,2517.79,3536.0,14947.3,7445.45,6356.096859364887,2227.19,1066.43,7443.55
2022-09-06,2495.18,3536.0,15284.21,11200.0,6586.698302330578,2227.19,1040.58,7232.0
2022-10-06,2458.18,3536.0,15284.21,11300.0,6527.111772905465,2237.22,1475.09,7004.94
2022-11-06,2492.11,3536.0,10050.0,11200.0,6531.977468151106,2209.94,2221.23,8630.09
2022-12-06,2079.03,,,,6296.646341463415,2177.18,1176.48,
2022-06-13,2436.59,3536.0,15022.5,11000.0,6386.006162077087,2199.08,,7126.7
2022-06-14,2440.99,3476.0,15894.74,11000.0,6440.600319318786,2143.2,,7459.41
2022-06-15,2690.42,3476.0,15110.53,11000.0,6348.699163968135,2201.38,,6800.09
2022-06-16,2618.61,,17500.0,11000.0,6257.640564780463,2269.22,,7649.09
2022-06-17,2572.67,3476.0,15214.29,11025.0,6307.5568503604445,2163.21,,7052.59
2022-06-18,2643.75,3476.0,14676.47,11025.0,6326.793340987371,2156.25,,6772.0
2022-06-19,2129.28,,,,6415.2405063291135,2245.0,,
2022-06-20,2814.93,3476.0,15177.42,11030.0,6246.006202820528,2248.61,,6832.24
2022-06-21,2709.21,3472.0,15883.23,11150.0,6210.746386610174,2215.17,,7404.77
2022-06-22,2535.99,3472.0,15960.61,11200.0,6127.126159554731,2256.62,,6704.14
2022-06-23,2358.77,3472.0,15722.22,11300.0,6117.7177874471245,2265.18,,6428.82
2022-06-24,2698.67,3472.0,15560.61,11250.0,6048.966523348916,2220.28,,6827.76
2022-06-25,2715.98,3472.0,15440.0,11300.0,6019.333919678914,2337.78,,10081.93
2022-06-26,2080.66,,,,6158.796116504855,2400.0,,6200.0
2022-06-27,2541.33,3462.0,15440.0,11400.0,6077.655901436462,2280.9,,6871.43
2022-06-28,2459.75,3462.0,15214.29,11100.0,6084.080332061549,2335.33,,6829.71
2022-06-29,2569.21,3462.0,15914.29,11000.0,6216.286060543329,2260.38,,6663.29
2022-06-30,2557.54,3462.0,15792.31,11000.0,6283.250657571114,2259.11,,6183.5
2022-01-07,2812.74,3462.0,10100.0,11050.0,6201.563276382678,2289.01,2002.24,6573.82
2022-02-07,2748.28,3462.0,,,5950.381631103989,2388.58,2058.42,10150.07
2022-03-07,2401.73,,,,6077.012987012987,2488.25,1316.6,6200.0
2022-04-07,2607.63,3358.0,16260.56,10200.0,6151.050991858881,2306.27,836.94,6774.67
2022-05-07,2758.47,3358.0,15820.0,10300.0,6112.894791473795,2337.57,843.3,8825.2
2022-06-07,2605.46,3358.0,16357.14,7883.33,5919.806383583072,2311.9,969.26,6797.35
2022-07-07,2595.43,3358.0,16260.56,10200.0,5900.256175380815,2382.44,1231.41,6353.3
2022-08-07,2695.42,3358.0,11672.28,10190.0,5977.361775172363,2370.91,1066.32,6696.45
2022-09-07,2727.19,3358.0,16018.52,10195.0,5992.528348641151,2351.13,1044.72,6549.24
2022-10-07,2518.36,,,,5786.428571428572,2375.14,1598.7,5400.0
2022-11-07,2731.02,3469.0,15718.18,10180.0,6076.035875520784,2364.49,2095.38,6644.62
2022-12-07,2827.8,3469.0,15597.56,10120.0,6065.715377899217,2340.03,1701.0,8120.0
2022-07-13,2809.81,3469.0,9750.0,10128.0,5982.994525547445,2298.84,,7344.8
2022-07-14,2777.54,3469.0,15683.63,8750.0,6003.292272158599,2398.78,,6497.58
2022-07-15,2691.36,3469.0,10902.91,8770.0,6034.185416666666,2339.82,,6566.29
2022-07-16,2775.57,3469.0,14808.82,8765.0,6010.364361702128,2240.7,,8176.18
2022-07-17,2141.72,,,,6075.225490196079,2392.86,,5400.0
2022-07-18,2699.56,3469.0,15431.58,8760.0,6026.054330285099,2393.39,,6884.61
2022-07-19,2715.2,3467.0,10656.12,8770.0,6040.519348321458,2555.09,,6897.12
2022-07-20,2698.82,3467.0,11457.89,8750.0,6033.79259295511,2471.94,,6579.05
2022-07-21,2417.09,3467.0,10864.1,8934.09,6025.77778948894,2172.16,,6466.24
2022-07-22,2687.63,3467.0,11275.4,8740.0,5961.583771008403,2871.36,,6732.36
2022-07-23,2808.02,3467.0,10033.07,8742.0,5852.308129619102,2358.74,,9661.54
2022-07-24,2441.75,,,,5989.533707865168,2409.09,,4400.0
2022-07-25,2514.74,3467.0,11497.06,8730.0,5959.699119827463,2459.03,,6539.62
2022-07-26,2817.45,3482.0,9819.49,8735.0,5947.914495354761,2561.81,,6735.98
2022-07-27,2542.0,3482.0,15908.33,8745.0,5860.767673738661,2310.18,,6698.11
2022-07-28,2780.91,3467.0,9677.27,8740.0,6013.199487398548,2415.63,,6648.27
2022-07-29,2720.76,3467.0,9690.77,8730.0,6113.548236986876,2606.15,,6732.52
2022-07-30,2770.9,,16041.67,8730.0,6036.193863075458,2347.12,,5363.75
2022-07-31,2473.74,,,,6054.321917808219,2400.5,,
2022-01-08,2870.92,3467.0,11249.21,,6063.858981421203,2430.46,2055.37,6910.14
2022-02-08,2883.84,3562.0,16001.75,,6061.663469921535,2224.75,2034.9,6881.99
2022-03-08,2560.69,3562.0,16082.26,,6050.32763546654,2494.1,1244.08,6658.77
2022-04-08,2703.03,3562.0,15682.14,,6039.505407124682,2443.35,718.5,6457.8
2022-05-08,2795.59,3562.0,11717.39,,6022.145254872456,2286.25,703.88,6273.43
2022-06-08,2472.74,3562.0,10991.68,,6012.751427483822,2085.83,990.85,6945.4
2022-07-08,2623.63,,,,5903.804347826087,2339.47,1197.88,
2022-08-08,2871.43,3562.0,11290.24,,6041.435191400641,2229.97,1075.46,6523.26
2022-09-08,3070.87,3562.0,15550.0,,6027.913043478261,2473.64,1031.06,8905.56
2022-10-08,2733.79,3561.0,16008.33,8630.0,6089.035206258891,2390.13,1750.12,6906.39
2022-11-08,2798.5,3561.0,15746.43,,6047.747881355932,2459.89,1921.63,6722.18
2022-12-08,2795.04,3561.0,16224.14,,6132.2215275890185,2476.25,1140.82,5909.56
2022-08-13,3149.23,3561.0,9500.0,,6107.288077029392,2438.74,,7590.48
2022-08-14,2302.37,,,,6181.567164179104,2375.0,,
2022-08-15,2240.91,,15841.18,,5833.333333333333,2400.0,,
2022-08-16,2998.86,3561.0,16237.5,,6232.096306068602,2695.64,,6656.0
2022-08-17,2743.37,3561.0,15993.98,,5990.930883159627,2432.01,,11363.53
2022-08-18,2580.86,3561.0,11471.05,,5982.490470286657,2479.12,,6445.34
2022-08-19,2624.72,,11557.69,,5854.569494584837,2369.46,,6084.43
2022-08-20,2667.78,3561.0,12115.56,,5829.013530135301,2660.55,,8004.51
2022-08-21,2619.04,,,,5862.142857142857,2482.5,,
2022-08-22,2878.55,3561.0,15900.0,,5743.357436076987,2521.41,,6339.63
2022-08-23,2745.27,3572.0,12332.84,,5602.980332282807,2591.99,,9444.44
2022-08-24,2834.12,3572.0,11341.27,,5663.367443927951,2543.81,,6247.4
2022-08-25,2773.3,3572.0,11439.06,,5610.78585013313,2376.54,,6753.81
2022-08-26,3070.56,3572.0,11533.85,,5656.758620689655,2540.0,,8654.55
2022-08-27,2829.61,,11549.61,,5539.787394957983,2361.0,,5187.0
2022-08-28,2331.15,,,,5611.180124223602,2400.0,,6300.0
2022-08-29,2524.74,,12002.22,,5400.5267973404325,2433.05,,6364.29
2022-08-30,2841.68,3572.0,10142.65,,5299.559804063743,2463.54,,14000.0
2022-08-31,3688.51,,16780.0,,5363.433139534884,,,
2022-01-09,2318.91,,12179.07,,5198.833849950345,2130.41,1927.15,5915.07
2022-02-09,2578.28,,17900.0,,4944.679649929807,2242.15,2171.85,6147.09
2022-03-09,2614.57,,13370.59,,5083.097465191003,2427.29,1292.7,5939.68
2022-04-09,2206.08,,16155.56,,4721.220930232558,2456.82,760.45,6450.0
2022-05-09,2913.71,,12483.67,,4960.884531590414,2662.08,831.83,6029.14
2022-06-09,2289.79,,16234.85,,4989.59972862958,2335.18,1035.85,6176.92
2022-07-09,2702.01,3592.0,15747.22,,5018.464078794901,2570.48,1184.5,6791.06
2022-08-09,2727.85,3592.0,17900.0,,5060.7908496732025,2478.12,1044.44,5017.86
2022-09-09,2906.93,,11026.0,,4958.828813559322,2318.75,1082.6,
2022-10-09,2865.6,3592.0,11916.67,,5085.800627943485,2281.3,1840.79,8500.0
2022-11-09,2795.07,,,,4874.0,2400.0,1819.49,
2022-12-09,2932.44,,11107.45,,5097.636942675159,2654.77,1135.36,6023.21
2022-09-13,2860.92,3592.0,16076.47,,5055.573363431151,2769.13,,6852.21
2022-09-14,2765.71,,16532.35,,5164.414207650273,2110.65,,6239.29
2022-09-15,2681.66,3585.0,16268.42,,5163.99696816574,2570.41,,6507.45
2022-09-16,2777.82,,16430.0,,5035.046859421735,2850.72,,6337.8
2022-09-17,2877.95,,16614.71,,5160.321428571428,2681.61,,
2022-09-18,2392.09,,,,5276.884393063584,2350.0,,
2022-09-19,2929.16,,16565.62,,5049.058240217408,2675.23,,6578.83
2022-09-20,2908.02,3585.0,16875.0,,5082.494854202401,2227.22,,6431.65
2022-09-21,2605.37,,10350.0,,4930.299826689775,2103.94,,5273.14
2022-09-22,2826.19,3571.0,17024.5,,4981.802189210321,2304.27,,6267.56
2022-09-23,2804.58,3571.0,16565.62,,5044.461889964365,2345.23,,6291.08
2022-09-24,2646.22,,12961.76,,4932.549803407602,2084.25,,6571.44
2022-09-25,2317.76,,10200.0,,5785.365853658536,2400.96,,
