Date,Total_Arrivals_MT,Weighted_Min_Price,Weighted_Max_Price,Weighted_Modal_Price,Markets_Reported
2022-07-05,1.25,15640.0,15920.0,15820.0,2
2022-07-06,1.4,16200.0,16428.57,16357.14,2
2022-07-07,1.42,16098.59,16338.03,16260.56,2
2022-07-08,5.34,11554.31,11769.66,11672.28,3
2022-07-09,1.35,15844.44,16111.11,16018.52,2
2022-07-11,1.1,15545.45,15809.09,15718.18,2
2022-07-12,1.23,15422.76,15691.06,15597.56,2
2022-07-13,0.25,9700.0,9800.0,9750.0,1
2022-07-14,1.13,15593.81,15693.81,15683.63,2
2022-07-15,4.98,10805.22,10985.54,10902.91,3
2022-07-16,0.85,14723.53,14823.53,14808.82,2
2022-07-18,1.14,15342.11,15442.11,15431.58,2
2022-07-19,6.95,10557.55,10743.88,10656.12,3
2022-07-20,3.99,11360.9,11536.09,11457.89,3
2022-07-21,6.17,10766.29,10947.33,10864.1,3
2022-07-22,6.3,11177.78,11357.14,11275.4,3
2022-07-23,31.3,9933.55,10129.39,10033.07,3
2022-07-25,4.25,11400.0,11570.59,11497.06,3
2022-07-26,61.3,9719.74,9917.62,9819.49,3
2022-07-27,1.5,15816.67,15916.67,15908.33,2
2022-07-28,3.3,9581.82,9772.73,9677.27,2
2022-07-29,6.23,9592.62,9788.92,9690.77,2
2022-07-30,1.2,15950.0,16050.0,16041.67,2
2022-08-01,6.3,11150.79,11330.16,11249.21,3
2022-08-02,1.43,15909.79,16009.79,16001.75,2
2022-08-03,1.55,15990.32,16090.32,16082.26,2
2022-08-04,1.4,15592.86,15692.86,15682.14,2
2022-08-05,4.14,11620.29,11792.75,11717.39,3
2022-08-06,7.03,10893.31,11078.66,10991.68,3
2022-08-08,4.1,11192.68,11365.85,11290.24,3
2022-08-09,1.3,15461.54,15561.54,15550.0,2
2022-08-10,1.2,15916.67,16016.67,16008.33,2
2022-08-11,1.4,15657.14,15757.14,15746.43,2
2022-08-12,1.45,16068.97,16293.1,16224.14,2
2022-08-13,0.3,9000.0,10000.0,9500.0,1
2022-08-15,1.7,15670.59,15929.41,15841.18,2
2022-08-16,1.6,16087.5,16300.0,16237.5,2
2022-08-17,1.66,15831.33,16072.29,15993.98,2
2022-08-18,7.6,11360.53,11563.16,11471.05,3
2022-08-19,6.5,11442.31,11653.85,11557.69,3
2022-08-20,4.5,11997.78,12204.44,12115.56,3
2022-08-22,1.5,15720.0,16000.0,15900.0,2
2022-08-23,3.35,12202.99,12429.85,12332.84,3
2022-08-24,6.3,11222.22,11444.44,11341.27,3
2022-08-25,6.4,11320.31,11540.62,11439.06,3
2022-08-26,6.5,11415.38,11633.85,11533.85,3
2022-08-27,6.45,11434.11,11646.51,11549.61,3
2022-08-29,4.5,11884.44,12091.11,12002.22,3
2022-08-30,31.65,10039.49,10241.39,10142.65,3
2022-08-31,1.5,16626.67,16846.67,16780.0,2
2022-09-01,4.3,12079.07,12248.84,12179.07,2
2022-09-02,1.3,17800.0,17900.0,17900.0,1
2022-09-03,3.4,13270.59,13429.41,13370.59,2
2022-09-04,1.8,16066.67,16166.67,16155.56,2
2022-09-05,4.9,12387.76,12548.98,12483.67,3
2022-09-06,1.65,16145.45,16245.45,16234.85,2
2022-09-07,1.8,15661.11,15761.11,15747.22,2
2022-09-08,1.3,17800.0,17900.0,17900.0,1
2022-09-09,7.5,10848.0,11108.0,11026.0,3
2022-09-10,4.5,11820.0,11986.67,11916.67,3
2022-09-12,7.52,11009.57,11189.36,11107.45,3
2022-09-13,1.7,15988.24,16088.24,16076.47,2
2022-09-14,1.7,16441.18,16541.18,16532.35,2
2022-09-15,1.9,16178.95,16278.95,16268.42,2
2022-09-16,2.0,16340.0,16440.0,16430.0,2
2022-09-17,1.7,16523.53,16623.53,16614.71,2
2022-09-19,1.6,16475.0,16575.0,16565.62,2
2022-09-20,1.7,16782.35,16882.35,16875.0,2
2022-09-21,0.2,10300.0,10400.0,10350.0,1
2022-09-22,1.49,16930.87,17030.87,17024.5,2
2022-09-23,1.6,16475.0,16575.0,16565.62,2
2022-09-24,3.4,12864.71,13023.53,12961.76,3
2022-09-25,3.0,10100.0,10300.0,10200.0,1
2022-09-26,6.35,11500.0,11678.74,11598.82,3
2022-09-27,4.5,12362.22,12528.89,12460.0,3
2022-09-28,2.63,14322.81,14460.84,14418.44,3
2022-09-29,4.55,12396.7,12562.64,12493.96,3
2022-09-30,4.5,12486.67,12653.33,12584.44,3
2022-10-01,1.71,17229.82,17329.82,17323.68,2
2022-10-03,1.8,16883.33,16983.33,16975.0,2
2022-10-04,5.56,12003.24,12175.18,12100.9,3
2022-10-05,8.1,11123.46,11303.7,11221.6,4
2022-10-06,1.6,16718.75,16818.75,16809.38,2
2022-10-07,4.6,12604.35,12769.57,12702.17,3
2022-10-08,3.7,13272.97,13427.03,13368.92,3
2022-10-10,21.6,10633.33,10825.93,10732.87,3
2022-10-11,4.5,12326.67,12493.33,12423.33,3
2022-10-12,4.31,12228.07,12397.68,12325.64,3
2022-10-13,6.55,11693.13,11869.47,11790.84,3
2022-10-14,113.27,18160.86,18263.51,18260.74,3
2022-10-15,1.3,10069.23,10246.15,10157.69,2
2022-10-16,6.0,10300.0,10500.0,10400.0,1
2022-10-17,6.4,11614.06,11792.19,11711.72,3
2022-10-18,4.4,12645.45,12813.64,12743.18,3
2022-10-19,0.4,10300.0,10400.0,10350.0,1
2022-10-20,5.35,10206.54,10400.0,10303.27,2
2022-10-21,3.3,10118.18,10309.09,10213.64,2
2022-10-22,4.45,12349.44,12516.85,12446.63,3
2022-10-24,6.3,11892.06,12071.43,11992.06,2
2022-10-25,3.5,13251.43,13408.57,13348.57,3
2022-10-26,4.5,12393.33,12560.0,12490.0,3
2022-10-27,3.63,13127.82,13282.92,13223.97,3
2022-10-28,4.48,12268.75,12435.71,12365.62,3
2022-10-29,6.55,11672.52,11848.85,11770.61,3
2022-10-31,4.67,12394.22,12558.46,12491.33,3
2022-11-01,4.48,12134.82,12301.79,12231.7,3
2022-11-02,6.58,11567.48,11743.47,11665.35,3
2022-11-03,3.52,12565.62,12722.44,12661.79,3
2022-11-04,6.37,11282.73,11461.22,11380.61,3
2022-11-05,3.32,12567.47,12727.71,12664.16,3
2022-11-07,4.58,6001.31,6048.91,6039.3,3
2022-11-08,6.37,10813.03,10913.03,10910.91,3
2022-11-09,1.52,15374.34,15474.34,15465.46,2
2022-11-10,4.38,11389.5,11557.99,11486.3,3
2022-11-11,3.47,12063.11,12220.75,12159.22,3
2022-11-12,7.45,10344.3,10524.83,10442.62,3
2022-11-14,6.56,11010.98,11187.2,11108.99,3
2022-11-15,3.68,12254.35,12408.7,12350.54,3
2022-11-16,4.53,11432.89,11665.34,11596.03,3
2022-11-17,4.28,11195.33,11365.42,11292.06,3
2022-11-18,4.47,11512.08,11679.19,11609.06,3
2022-11-19,6.46,10768.11,10945.51,10866.1,3
2022-11-21,4.58,11682.75,11848.25,11780.24,3
2022-11-22,4.56,11561.18,11726.97,11658.88,3
2022-11-23,3.41,11968.91,12127.57,12065.84,3
2022-11-24,3.53,12201.7,12358.36,12298.44,3
2022-11-25,1.3,15576.92,15676.92,15669.23,2
2022-11-26,4.43,11377.43,11545.15,11474.83,3
2022-11-28,6.22,10573.63,10754.02,10671.86,3
2022-11-29,3.33,11871.47,12031.53,11968.02,3
2022-11-30,2.2,9309.09,9500.0,9404.55,2
2022-12-01,3.47,12134.87,12292.51,12232.42,3
2022-12-02,4.37,11416.25,11588.79,11516.25,3
2022-12-03,4.45,11296.63,11464.04,11394.94,3
2022-12-05,3.0,11833.33,12000.0,11933.33,2
2022-12-06,3.9,10930.77,11107.69,11030.77,2
2022-12-07,6.8,10258.82,10447.06,10358.82,2
2022-12-08,3.75,10880.0,11060.0,10980.0,2
2022-12-09,6.75,10177.78,10366.67,10277.78,2
2022-12-10,0.75,16400.0,16500.0,16500.0,1
2022-12-12,2.65,11371.7,11547.17,11471.7,2
2022-12-13,3.7,10629.73,10810.81,10729.73,2
2022-12-14,2.75,11100.0,11272.73,11200.0,2
2022-12-15,5.75,10073.91,10260.87,10173.91,2
2022-12-16,3.7,10548.65,10729.73,10648.65,2
2022-12-17,6.65,10035.34,10225.56,10135.34,2
2022-12-19,3.65,10475.34,10657.53,10575.34,2
2022-12-20,3.7,10467.57,10648.65,10567.57,2
2022-12-21,3.65,10393.15,10575.34,10493.15,2
2022-12-22,3.75,10620.0,10800.0,10720.0,2
2022-12-23,2.9,11348.28,11517.24,11448.28,2
2022-12-24,3.75,10540.0,10720.0,10640.0,2
2022-12-26,2.75,11027.27,11200.0,11127.27,2
2022-12-27,2.6,11053.85,11230.77,11153.85,2
2022-12-28,2.6,11361.54,11538.46,11461.54,2
2022-12-29,3.75,10860.0,11040.0,10960.0,2
2022-12-30,3.75,11020.0,11200.0,11120.0,2
2022-12-31,5.0,9600.0,9800.0,9700.0,1
2023-01-02,5.8,10296.55,10482.76,10396.55,2
2023-01-03,3.8,10847.37,11026.32,10947.37,2
2023-01-04,2.8,11385.71,11485.71,11450.0,2
2023-01-05,1.0,9600.0,9800.0,9700.0,1
2023-01-06,2.0,9200.0,9400.0,9300.0,1
2023-01-07,5.75,9986.96,10173.91,10086.96,2
2023-01-08,0.7,15700.0,15800.0,15800.0,1
2023-01-09,0.85,15900.0,16000.0,16000.0,1
2023-01-10,3.75,10540.0,10720.0,10640.0,2
2023-01-11,3.9,10823.08,11000.0,10923.08,2
2023-01-12,14.3,9417.48,9685.31,9517.48,3
2023-01-13,11.8,9374.58,9661.02,9474.58,2
2023-01-14,1.8,12288.89,12444.44,12388.89,2
2023-01-16,16.1,9609.32,9802.48,9709.32,3
2023-01-17,14.2,9895.77,10016.9,9995.77,3
2023-01-18,14.3,9951.05,10072.03,10051.05,3
2023-01-19,9.4,10344.68,10476.6,10444.68,3
2023-01-20,14.1,10125.53,10268.09,10225.53,3
2023-01-21,4.75,11968.42,12131.58,12068.42,2
2023-01-22,1.9,16200.0,16300.0,16300.0,1
2023-01-23,5.9,11555.93,11689.83,11655.93,3
2023-01-24,13.5,10348.15,10492.59,10427.78,3
2023-01-25,11.0,10590.91,10745.45,10690.91,3
2023-01-26,1.9,16200.0,16300.0,16300.0,1
2023-01-27,1.9,16200.0,16300.0,16300.0,1
2023-01-28,11.1,10759.46,10913.51,10859.46,3
2023-01-29,2.1,16300.0,16400.0,16400.0,1
2023-01-30,8.25,11681.82,11854.55,11781.82,2
2023-01-31,5.4,12755.56,12855.56,12855.56,2
2023-02-01,11.5,11152.17,11330.43,11252.17,3
2023-02-02,7.6,12200.0,12365.79,12300.0,2
2023-02-03,5.5,13236.36,13390.91,13336.36,2
2023-02-04,8.5,11811.76,11982.35,11911.76,2
2023-02-06,7.5,12273.33,12413.33,12373.33,3
2023-02-07,5.75,13630.43,13782.61,13730.43,2
2023-02-08,5.6,13628.57,13782.14,13728.57,2
2023-02-09,8.6,12397.67,12567.44,12497.67,2
2023-02-10,8.3,12206.02,12378.31,12306.02,2
2023-02-11,2.5,17900.0,18000.0,18000.0,1
2023-02-13,2.6,17800.0,17900.0,17900.0,1
2023-02-14,7.75,13132.26,13296.77,13232.26,2
2023-02-15,3.5,18200.0,18300.0,18300.0,1
2023-02-16,8.75,13671.43,13828.57,13771.43,2
2023-02-17,12.0,12745.83,12895.83,12845.83,3
2023-02-19,6.0,10800.0,11000.0,10900.0,1
2023-02-20,8.5,13976.47,14111.76,14076.47,3
2023-02-21,6.25,15004.0,15152.0,15104.0,2
2023-02-22,17.75,12625.35,12804.23,12725.35,3
2023-02-23,5.0,16810.0,16940.0,16910.0,2
2023-02-24,9.6,14075.0,14300.0,14237.5,2
2023-02-25,9.75,14730.77,16000.0,15384.62,2
2023-02-27,3.75,19900.0,20000.0,20000.0,1
2023-02-28,8.75,11728.57,11885.71,11828.57,2
2023-03-01,10.8,14488.89,14644.44,14588.89,3
2023-03-02,6.4,12037.5,12278.12,12184.38,3
2023-03-03,8.5,16076.47,16211.76,16176.47,3
2023-03-04,12.45,14950.2,15098.39,15050.2,3
2023-03-06,4.5,20200.0,20300.0,20300.0,1
2023-03-07,11.0,15509.09,15663.64,15609.09,2
2023-03-08,11.75,15161.7,15312.77,15261.7,3
2023-03-09,8.0,16912.5,17050.0,17012.5,2
2023-03-10,11.25,15566.67,15720.0,15666.67,2
2023-03-11,6.0,11500.0,11700.0,11600.0,1
2023-03-13,11.4,15478.95,15631.58,15578.95,2
2023-03-14,6.5,11730.77,18615.38,18600.0,2
2023-03-15,9.0,16133.33,16266.67,16233.33,3
2023-03-16,6.75,17688.89,17811.11,17788.89,2
2023-03-17,12.25,14918.37,15059.18,15018.37,3
2023-03-18,10.5,14542.86,14700.0,14642.86,2
2023-03-20,7.25,15834.48,15975.86,15934.48,2
2023-03-21,10.5,14371.43,14528.57,14471.43,2
2023-03-22,12.0,13900.0,14050.0,14000.0,3
2023-03-23,9.0,15477.78,15622.22,15577.78,3
2023-03-24,11.75,14172.34,14331.91,14272.34,3
2023-03-25,11.0,14572.73,14727.27,14672.73,2
2023-03-27,10.75,14958.14,15113.95,15058.14,2
2023-03-28,12.5,14508.0,14656.0,14608.0,3
2023-03-29,6.0,11400.0,11600.0,11500.0,1
2023-03-30,7.75,16009.68,16148.39,16109.68,2
2023-03-31,12.75,14468.63,14631.37,14568.63,2
2023-04-01,7.5,16120.0,16260.0,16220.0,2
2023-04-02,6.0,11500.0,11700.0,11600.0,1
2023-04-03,4.5,19400.0,19500.0,19500.0,1
2023-04-04,11.25,15320.0,15473.33,15420.0,2
2023-04-05,11.5,15360.87,15513.04,15460.87,2
2023-04-06,5.5,19900.0,20000.0,20000.0,1
2023-04-08,11.0,15545.45,15700.0,15645.45,2
2023-04-10,6.05,11276.03,14053.72,11376.03,2
2023-04-11,11.0,15545.45,15700.0,15645.45,2
2023-04-12,9.25,16897.3,17440.54,17191.89,3
2023-04-13,7.5,16440.0,16580.0,16540.0,2
2023-04-14,4.5,20400.0,20500.0,20500.0,1
2023-04-15,4.5,20400.0,20500.0,20500.0,1
2023-04-17,10.5,15314.29,15471.43,15414.29,2
2023-04-18,10.25,14978.05,15136.59,15078.05,2
2023-04-19,12.5,15288.0,15436.0,15388.0,3
2023-04-20,4.5,21800.0,22800.0,22800.0,1
2023-04-21,9.5,16905.26,17057.89,17005.26,2
2023-04-22,7.5,18040.0,18180.0,18140.0,2
2023-04-23,4.75,21900.0,22000.0,22000.0,1
2023-04-24,8.75,17602.86,17748.57,17702.86,2
2023-04-25,8.0,18287.5,18425.0,18387.5,2
2023-04-26,5.0,12000.0,12200.0,12100.0,1
2023-04-27,11.0,16518.18,16672.73,16618.18,2
2023-04-28,11.25,16686.67,16840.0,16786.67,2
2023-04-29,8.0,18562.5,18700.0,18662.5,2
2023-05-01,2.0,11400.0,11600.0,11500.0,1
2023-05-02,8.0,18375.0,18512.5,18475.0,2
2023-05-03,11.0,16463.64,16618.18,16563.64,2
2023-05-04,7.75,18203.23,18341.94,18303.23,2
2023-05-05,10.0,16950.0,17100.0,17050.0,2
2023-05-06,5.25,22500.0,22600.0,22600.0,1
2023-05-08,11.25,16633.33,16786.67,16733.33,2
2023-05-09,7.0,19257.14,19385.71,19357.14,2
2023-05-10,11.0,16509.09,16663.64,16609.09,2
2023-05-11,11.4,16610.53,16763.16,16710.53,2
2023-05-12,6.0,11500.0,11700.0,11600.0,1
2023-05-14,4.8,22400.0,22500.0,22500.0,1
2023-05-15,10.8,16344.44,16500.0,16444.44,2
2023-05-16,7.5,18100.0,18240.0,18200.0,2
2023-05-17,7.0,17671.43,17814.29,17771.43,2
2023-05-18,9.75,15669.23,15830.77,15769.23,2
2023-05-19,6.5,17830.77,17976.92,17930.77,2
2023-05-20,6.75,18055.56,18200.0,18155.56,2
2023-05-22,12.0,17840.0,18221.67,18180.0,3
2023-05-23,9.5,16184.21,16347.37,16284.21,2
2023-05-24,13.7,17886.86,18124.09,18080.29,3
2023-05-25,10.25,17021.95,17139.02,17080.49,2
2023-05-26,13.1,13061.07,13419.85,13255.73,3
2023-05-27,9.25,17278.38,17432.43,17378.38,2
2023-05-29,11.0,18309.09,18472.73,18409.09,3
2023-05-30,10.25,16987.8,17146.34,17087.8,2
2023-05-31,13.0,18392.31,18538.46,18469.23,3
2023-06-01,12.0,18837.5,19000.0,18937.5,3
2023-06-02,11.25,18644.44,19146.67,19084.44,3
2023-06-03,8.0,19275.0,19425.0,19375.0,3
2023-06-05,8.5,19447.06,19582.35,19547.06,3
2023-06-06,9.0,18488.89,18633.33,18588.89,3
2023-06-07,12.75,18400.0,18547.06,18500.0,3
2023-06-08,8.0,19418.75,19556.25,19518.75,3
2023-06-09,13.05,19718.39,19831.42,19789.27,4
2023-06-10,5.9,22152.54,22833.9,22169.49,2
2023-06-12,12.15,20985.6,21517.7,21246.91,4
2023-06-13,15.2,19556.58,20018.42,19814.47,4
2023-06-14,10.25,18409.76,18578.05,18509.76,3
2023-06-15,10.0,17210.0,17380.0,17310.0,3
2023-06-16,8.25,17269.7,17418.18,17369.7,3
2023-06-17,10.85,18658.99,19076.04,18933.18,3
2023-06-19,5.75,20460.87,20578.26,20560.87,3
2023-06-20,11.1,18801.8,19202.7,19072.07,4
2023-06-21,9.75,17600.0,17751.28,17700.0,3
2023-06-22,12.2,19357.38,19741.8,19646.72,4
2023-06-23,7.0,19457.14,19600.0,19557.14,2
2023-06-24,10.3,16999.03,17165.05,17099.03,3
2023-06-26,11.0,17609.09,17772.73,17709.09,3
2023-06-27,10.5,18228.57,18385.71,18328.57,2
2023-06-28,9.5,18768.42,18921.05,18868.42,2
2023-06-29,3.0,13800.0,14000.0,13900.0,1
2023-06-30,10.0,18000.0,18160.0,18100.0,2
2023-07-01,10.6,19514.15,19874.53,19693.4,4
2023-07-03,12.45,19387.55,19707.63,19461.85,3
2023-07-04,13.4,20029.85,20513.43,20294.03,4
2023-07-05,15.8,20408.86,20953.16,20801.27,4
2023-07-06,8.75,20314.29,20614.29,20482.86,4
2023-07-07,4.5,13700.0,13888.89,13800.0,2
2023-07-08,4.5,23000.0,23100.0,23100.0,1
2023-07-09,4.5,23000.0,23100.0,23100.0,1
2023-07-10,9.0,17677.78,17833.33,17777.78,2
2023-07-11,11.25,17122.22,17293.33,17231.11,3
2023-07-12,9.5,18063.16,18205.26,18163.16,3
2023-07-13,9.0,17733.33,17833.33,17833.33,2
2023-07-14,6.0,19800.0,19933.33,19900.0,2
2023-07-15,8.5,17429.41,17588.24,17529.41,2
2023-07-17,10.55,19080.57,19343.6,19305.69,3
2023-07-18,10.65,19572.77,19678.4,19640.85,3
2023-07-19,8.65,21716.76,21777.46,21765.9,3
2023-07-20,9.2,16445.65,16565.22,16510.87,3
2023-07-21,9.75,16620.51,16782.05,16720.51,3
2023-07-22,5.75,19591.3,19726.09,19691.3,2
2023-07-24,8.5,17617.65,17776.47,17717.65,2
2023-07-25,9.6,17187.5,17350.0,17287.5,2
2023-07-26,8.25,17578.79,17739.39,17678.79,2
2023-07-27,5.0,19560.0,19700.0,19660.0,2
2023-07-29,5.75,18782.61,18934.78,18882.61,2
2023-07-31,8.0,17787.5,17950.0,17887.5,2
2023-08-01,9.25,22302.7,23386.49,23035.14,2
2023-08-02,3.0,24200.0,24300.0,24300.0,1
2023-08-03,10.45,19377.99,20098.09,19906.7,3
2023-08-04,3.0,24200.0,24300.0,24300.0,1
2023-08-05,5.0,14000.0,14200.0,14100.0,1
2023-08-08,5.25,20176.19,20314.29,20276.19,2
2023-08-09,3.5,23900.0,24000.0,24000.0,1
2023-08-10,3.75,24100.0,24200.0,24200.0,1
2023-08-11,6.5,19338.46,19484.62,19438.46,2
2023-08-12,3.75,24000.0,24100.0,24100.0,1
2023-08-13,3.0,13700.0,13900.0,13800.0,1
2023-08-14,10.75,17395.35,17560.47,17495.35,3
2023-08-15,7.05,20680.85,21048.94,20946.81,3
2023-08-16,7.0,18928.57,19121.43,19071.43,3
2023-08-17,13.75,16785.45,16958.18,16885.45,3
2023-08-18,14.0,18775.0,19403.57,19200.0,4
2023-08-19,5.25,19590.48,19766.67,19728.57,2
2023-08-20,5.0,13100.0,13300.0,13200.0,1
2023-08-21,8.5,17400.0,17582.35,17500.0,3
2023-08-22,4.35,21896.55,22120.69,22051.72,2
2023-08-23,5.5,19836.36,19972.73,19936.36,2
2023-08-24,10.0,16520.0,16690.0,16620.0,3
2023-08-25,17.95,18615.6,19256.55,19061.56,4
2023-08-26,8.6,17697.67,17860.47,17797.67,3
2023-08-27,4.0,22087.5,22200.0,22187.5,2
2023-08-28,3.9,22323.08,22433.33,22423.08,2
2023-08-30,3.5,23400.0,23500.0,23500.0,1
2023-08-31,4.4,21252.27,21372.73,21352.27,2
2023-09-01,10.2,16294.12,16676.47,16500.0,3
2023-09-02,9.4,16808.51,17143.62,16994.68,3
2023-09-04,9.75,16969.23,17151.28,17079.49,3
2023-09-05,10.7,16710.28,16957.94,16869.16,3
2023-09-06,4.0,23400.0,23500.0,23500.0,1
2023-09-07,8.8,16667.05,16827.27,16767.05,3
2023-09-08,5.6,18139.29,18328.57,18250.0,3
2023-09-11,5.8,17191.38,17348.28,17291.38,3
2023-09-12,9.3,15525.81,15700.0,15625.81,3
2023-09-13,7.9,15784.81,16016.46,15915.19,3
2023-09-14,8.25,16190.91,16363.64,16290.91,2
2023-09-15,12.7,14716.54,14911.81,14822.05,3
2023-09-16,2.55,19825.49,19925.49,19925.49,2
2023-09-17,0.65,13000.0,13300.0,13200.0,1
2023-09-18,2.25,19833.33,19966.67,19966.67,2
2023-09-19,16.25,14284.62,14470.77,14384.62,3
2023-09-20,7.4,15470.27,15648.65,15570.27,3
2023-09-21,4.25,16894.12,17041.18,16994.12,3
2023-09-22,6.7,13173.13,13362.69,13273.13,2
2023-09-23,1.6,23600.0,23700.0,23700.0,1
2023-09-24,1.6,23600.0,23700.0,23700.0,1
2023-09-25,3.75,18053.33,18206.67,18153.33,2
2023-09-26,8.4,15364.29,15542.86,15471.43,3
2023-09-27,5.45,15987.16,16142.2,16087.16,3
2023-09-28,8.18,15132.03,15322.0,15248.66,3
2023-09-29,8.45,14949.11,15060.36,15060.36,3
2023-09-30,2.45,20130.61,20300.0,20265.31,2
2023-10-02,1.5,23500.0,23600.0,23600.0,1
2023-10-03,8.37,15087.46,15269.53,15197.85,3
2023-10-04,7.3,15131.51,15386.3,15317.81,3
2023-10-05,7.65,15343.14,15521.57,15443.14,2
2023-10-06,2.62,20179.39,20312.6,20312.6,2
2023-10-07,32.45,13610.17,13720.65,13720.65,3
2023-10-08,0.75,13200.0,13200.0,13200.0,1
2023-10-09,5.95,12847.9,13031.93,12947.9,2
2023-10-10,8.6,15075.58,15235.47,15165.7,3
2023-10-11,2.65,19869.81,20037.74,20037.74,2
2023-10-12,2.37,19582.28,19755.7,19718.99,2
2023-10-13,4.25,16583.53,16730.59,16683.53,3
2023-10-14,2.25,19160.0,19335.56,19335.56,2
2023-10-15,0.85,13000.0,13300.0,13300.0,1
2023-10-16,6.9,12852.17,13039.13,12952.17,2
2023-10-17,8.15,14921.47,15113.5,15039.88,3
2023-10-18,8.35,14994.01,15186.23,15114.37,3
2023-10-19,8.25,15012.12,15200.61,15127.88,3
2023-10-20,8.6,15264.53,15454.07,15384.3,3
2023-10-21,8.4,15247.02,15433.93,15362.5,3
2023-10-24,1.59,22433.96,22545.28,22545.28,2
2023-10-25,4.9,16183.67,16361.22,16300.0,3
2023-10-26,5.05,15887.13,16072.28,16012.87,3
2023-10-27,2.3,19717.39,19921.74,19921.74,2
2023-10-28,2.32,20943.1,21067.67,21043.1,2
2023-10-29,2.42,20603.72,20703.72,20703.72,2
2023-10-30,8.4,15021.43,15214.29,15142.86,3
2023-10-31,5.45,16391.74,16591.74,16505.5,3
2023-11-01,5.25,16057.14,16257.14,16200.0,3
2023-11-02,5.05,16650.5,16801.98,16762.38,4
2023-11-03,12.1,17269.42,17807.44,17621.49,4
2023-11-04,12.4,18457.66,18745.97,18705.65,4
2023-11-06,22.98,14287.9,14474.93,14387.9,3
2023-11-07,9.1,15868.13,16047.25,15981.32,3
2023-11-08,7.1,16760.56,16933.8,16877.46,3
2023-11-09,9.55,16120.42,16300.0,16237.17,3
2023-11-10,8.34,16267.63,16427.58,16367.63,3
2023-11-11,2.5,23400.0,23500.0,23500.0,1
2023-11-13,9.5,16155.26,16326.32,16263.16,3
2023-11-14,9.8,16306.12,16536.73,16475.51,3
2023-11-15,10.11,16428.09,16595.94,16528.09,3
2023-11-16,9.95,16801.51,16970.85,16910.55,3
2023-11-17,6.61,19008.47,19138.73,19108.47,3
2023-11-18,10.35,16607.73,16765.7,16707.73,3
2023-11-20,14.4,15760.76,15934.72,15865.28,3
2023-11-21,10.1,16704.95,16858.42,16799.01,3
2023-11-22,10.4,16909.13,17066.83,17009.13,3
2023-11-23,10.86,16933.33,17096.5,17041.25,3
2023-11-24,10.9,17145.87,17306.88,17245.87,3
2023-11-25,10.0,17280.0,17440.0,17380.0,2
2023-11-27,7.1,19325.35,19465.49,19437.32,3
2023-11-28,8.0,18300.0,18450.0,18400.0,2
2023-11-29,7.03,19310.81,19461.45,19433.0,3
2023-11-30,10.24,17711.33,17867.38,17818.55,3
2023-12-01,9.84,17329.67,17489.02,17438.21,3
2023-12-02,7.99,18625.03,18771.84,18725.03,3
2023-12-04,10.35,17715.94,17872.46,17824.15,3
2023-12-05,7.1,19522.54,19662.68,19634.51,3
2023-12-06,9.95,17539.7,17699.5,17649.25,3
2023-12-07,11.15,17351.57,17505.38,17451.57,3
2023-12-08,9.34,18321.63,18473.45,18430.62,3
2023-12-09,5.4,21800.0,21883.33,21883.33,2
2023-12-11,8.35,18845.51,18991.62,18955.69,3
2023-12-12,6.85,13600.0,13975.18,13887.59,2
2023-12-13,9.85,17579.7,17739.09,17679.7,3
2023-12-14,10.01,17776.02,17948.75,17883.62,3
2023-12-15,17.4,16272.41,16446.55,16377.59,3
2023-12-16,11.11,17380.11,17541.85,17487.85,3
2023-12-18,10.95,17197.26,17360.73,17305.94,3
2023-12-19,7.25,19403.45,19544.83,19503.45,2
2023-12-20,34.9,14923.21,15106.59,15020.63,3
2023-12-21,8.15,18940.49,19088.34,19040.49,3
2023-12-22,7.5,19760.0,19900.0,19860.0,2
2023-12-23,3.0,13600.0,13800.0,13700.0,1
2023-12-24,3.0,13300.0,13500.0,13400.0,1
2023-12-26,8.26,19229.78,19366.1,19329.78,3
2023-12-27,5.36,22279.48,22379.48,22379.48,2
2023-12-28,8.29,19154.89,19300.6,19264.41,3
2023-12-29,6.86,19664.14,19805.83,19776.68,3
2023-12-30,8.25,18918.18,19103.03,19066.67,3
2023-12-31,3.0,14500.0,14700.0,14600.0,1
2024-01-01,10.25,18221.95,18380.49,18321.95,2
2024-01-02,0.98,14000.0,14200.0,14200.0,1
2024-01-03,11.65,17933.48,18092.7,18041.2,3
2024-01-04,8.4,19546.43,19682.14,19646.43,3
2024-01-05,13.55,17833.95,17998.89,17939.85,3
2024-01-06,9.5,19173.68,19326.32,19273.68,2
2024-01-08,11.1,18243.24,18404.95,18350.9,3
2024-01-09,7.1,20545.07,20685.21,20657.04,3
2024-01-10,11.25,18133.33,18295.56,18242.22,3
2024-01-11,11.45,18349.34,18534.93,18482.53,3
2024-01-12,10.26,18371.35,18507.99,18478.75,4
2024-01-13,0.98,14000.0,14200.0,14200.0,1
2024-01-15,11.46,18440.84,18601.57,18549.21,3
2024-01-16,11.36,18598.94,18751.76,18698.94,3
2024-01-17,11.73,18792.58,18952.09,18900.94,3
2024-01-18,13.86,18167.39,18331.31,18273.59,3
2024-01-19,6.86,13837.9,14037.9,13950.44,2
2024-01-20,12.9,19555.81,19702.33,19655.81,3
