Date,Weighted_Avg_Modal_Price,Total_Arrivals,Markets
28-11-2022,1965.89,1304.0,16
29-11-2022,1993.77,4451.0,26
30-11-2022,1962.1,5999.0,42
01-12-2022,1995.54,7174.0,39
02-12-2022,2005.08,8024.0,50
03-12-2022,2000.39,2811.0,33
04-12-2022,2035.85,60.0,4
05-12-2022,1999.73,5938.0,31
06-12-2022,2064.46,2591.0,27
07-12-2022,1998.02,3701.0,34
08-12-2022,2036.81,8728.0,52
09-12-2022,2011.78,6582.0,53
10-12-2022,2005.33,4150.0,41
11-12-2022,2094.84,677.0,9
12-12-2022,2026.04,7387.0,54
13-12-2022,2001.09,4507.0,52
14-12-2022,1994.92,3730.0,52
15-12-2022,2020.68,3755.0,53
16-12-2022,2045.44,2582.0,44
17-12-2022,2059.84,2040.0,36
18-12-2022,1869.4,48.0,4
19-12-2022,2064.16,4982.0,50
20-12-2022,2100.44,3696.0,47
21-12-2022,2085.85,3690.0,32
22-12-2022,2097.19,5286.0,23
23-12-2022,2115.86,5854.0,44
24-12-2022,2077.01,2605.0,30
25-12-2022,2083.96,106.0,4
26-12-2022,2121.83,2042.0,19
27-12-2022,2056.68,2837.0,20
28-12-2022,2087.69,6322.0,47
29-12-2022,2093.57,5969.0,54
30-12-2022,2095.92,4972.0,45
31-12-2022,2077.22,1870.0,25
01-01-2023,2029.12,301.0,5
02-01-2023,2125.24,3217.0,22
03-01-2023,2111.79,3248.0,21
04-01-2023,2130.45,3101.0,31
05-01-2023,2109.09,1655.0,15
06-01-2023,2130.51,1401.0,14
07-01-2023,1474.9,1800.0,24
08-01-2023,1825.0,1.0,1
09-01-2023,2140.88,195.0,6
10-01-2023,2071.08,2318.0,19
11-01-2023,2174.05,4319.0,40
12-01-2023,2111.53,1688.0,30
13-01-2023,2109.37,849.0,13
14-01-2023,2081.37,1222.0,24
15-01-2023,2104.78,32.0,2
16-01-2023,2132.02,141.0,10
17-01-2023,2103.5,1850.0,30
18-01-2023,2117.34,631.0,12
19-01-2023,2183.9,894.0,16
20-01-2023,2253.04,1762.0,24
21-01-2023,2153.13,1232.0,25
22-01-2023,2067.31,29.0,3
23-01-2023,2107.57,4087.0,48
24-01-2023,2100.83,2316.0,42
25-01-2023,2079.58,3346.0,44
26-01-2023,2050.0,15.0,2
27-01-2023,2109.41,1866.0,48
28-01-2023,2140.1,1209.0,28
29-01-2023,1987.5,36.0,4
30-01-2023,2089.21,2519.0,53
31-01-2023,2081.68,2284.0,45
01-02-2023,2038.37,407.0,32
02-02-2023,2101.49,2708.0,47
03-02-2023,2070.7,1542.0,41
04-02-2023,2086.23,1132.0,34
05-02-2023,2007.29,96.0,5
06-02-2023,2109.1,2009.0,46
07-02-2023,2098.26,1516.0,43
08-02-2023,2097.78,1665.0,43
09-02-2023,2089.01,2015.0,46
10-02-2023,2114.65,1542.0,43
11-02-2023,2111.98,518.0,25
12-02-2023,1980.32,112.0,7
13-02-2023,2131.43,1526.0,48
14-02-2023,2078.66,1246.0,45
15-02-2023,2051.84,1262.0,41
16-02-2023,2079.37,1041.0,42
17-02-2023,2102.51,1138.0,46
18-02-2023,2398.27,82.0,12
19-02-2023,2086.23,53.0,5
20-02-2023,2089.05,952.0,42
21-02-2023,1694.52,1362.0,42
22-02-2023,2083.85,734.0,39
23-02-2023,2091.41,982.0,44
24-02-2023,2061.33,652.0,37
25-02-2023,2070.39,606.0,30
26-02-2023,2005.6,150.0,5
27-02-2023,2057.77,1219.0,42
28-02-2023,2027.37,960.0,35
01-03-2023,2055.97,1224.0,44
02-03-2023,2052.75,1230.0,46
03-03-2023,2010.22,1012.0,42
04-03-2023,2042.52,540.0,30
05-03-2023,2053.79,95.0,6
06-03-2023,2134.21,432.0,29
07-03-2023,1816.1,51.0,6
08-03-2023,2147.65,445.0,30
09-03-2023,2036.27,594.0,35
10-03-2023,2049.66,769.0,32
11-03-2023,2069.15,709.0,27
12-03-2023,2173.54,70.0,5
13-03-2023,2087.83,1025.0,34
14-03-2023,2049.5,951.0,37
15-03-2023,1996.84,809.0,37
16-03-2023,2005.29,438.0,34
17-03-2023,2049.07,375.0,38
18-03-2023,2044.01,244.0,28
19-03-2023,1940.41,82.0,6
20-03-2023,2200.86,721.0,37
21-03-2023,2002.66,731.0,35
22-03-2023,2021.78,266.0,15
23-03-2023,2021.33,847.0,36
24-03-2023,1994.0,1032.0,29
25-03-2023,2084.51,806.0,32
26-03-2023,2044.42,149.0,6
27-03-2023,2065.98,1580.0,35
28-03-2023,2043.32,1591.0,39
29-03-2023,2054.74,1593.0,35
30-03-2023,1974.27,215.0,9
31-03-2023,2046.14,729.0,23
01-04-2023,2055.54,541.63,21
02-04-2023,1993.73,282.96,6
03-04-2023,2010.49,1824.89,33
04-04-2023,2154.64,220.79,8
05-04-2023,1989.19,3218.99,40
06-04-2023,1892.06,2426.4,32
07-04-2023,2144.81,927.06,15
08-04-2023,2063.45,1804.44,36
09-04-2023,1972.07,519.45,8
10-04-2023,2187.82,2489.31,45
11-04-2023,1992.55,2992.63,41
12-04-2023,1949.7,3830.73,47
13-04-2023,2017.33,3950.67,46
14-04-2023,2193.43,426.4,11
15-04-2023,1982.19,1964.76,31
16-04-2023,2027.06,748.04,10
17-04-2023,1864.48,3655.41,47
18-04-2023,1894.77,4521.54,48
19-04-2023,1893.91,4084.81,48
20-04-2023,1926.58,3568.49,43
21-04-2023,1944.99,3100.16,43
22-04-2023,2006.57,100.0,12
23-04-2023,1925.61,313.92,8
24-04-2023,1848.34,3546.37,52
25-04-2023,1807.65,3888.97,45
26-04-2023,1744.58,4993.32,45
27-04-2023,1743.63,2147.07,37
28-04-2023,1886.74,669.81,21
29-04-2023,1813.8,721.0,21
30-04-2023,1769.4,57.0,4
01-05-2023,1807.53,73.0,4
02-05-2023,1726.54,2236.0,41
03-05-2023,1947.48,2416.89,45
04-05-2023,1800.0,2475.0,45
05-05-2023,1808.87,948.11,15
06-05-2023,1743.9,2908.84,38
07-05-2023,1702.32,620.73,7
08-05-2023,1706.57,5127.06,55
09-05-2023,1712.87,3709.27,43
10-05-2023,1677.6,3836.14,43
11-05-2023,1737.25,3645.39,46
12-05-2023,1652.8,3713.71,40
13-05-2023,1669.87,2300.17,35
14-05-2023,1756.22,439.0,8
15-05-2023,1696.13,4865.65,44
16-05-2023,1702.59,3764.08,45
17-05-2023,1725.13,3693.59,48
18-05-2023,1775.81,4537.49,54
19-05-2023,1661.95,3407.58,44
20-05-2023,1686.34,2258.89,31
21-05-2023,1721.83,325.08,3
22-05-2023,1717.3,4228.9,48
23-05-2023,1715.31,3858.0,45
24-05-2023,1772.93,3926.18,45
25-05-2023,1709.34,3671.67,51
26-05-2023,1693.31,4231.17,49
27-05-2023,1698.57,2095.38,36
28-05-2023,1838.79,197.0,7
29-05-2023,1734.0,3487.24,50
30-05-2023,1696.93,3952.0,47
31-05-2023,1728.98,3556.16,50
01-06-2023,1717.05,3205.68,50
02-06-2023,1698.78,1865.0,45
03-06-2023,1807.85,1708.21,38
04-06-2023,1646.78,504.0,8
05-06-2023,1820.08,2447.91,52
06-06-2023,1808.52,1902.5,49
07-06-2023,1765.51,1658.54,50
08-06-2023,1805.91,1441.08,58
09-06-2023,1796.62,928.73,49
10-06-2023,1795.27,778.0,33
11-06-2023,1826.96,56.0,5
12-06-2023,1927.8,1598.09,56
13-06-2023,1870.98,848.7,44
14-06-2023,1990.17,667.0,40
15-06-2023,1823.08,1233.32,45
16-06-2023,1882.17,745.49,40
17-06-2023,1878.48,519.56,28
18-06-2023,1869.88,52.0,6
19-06-2023,1960.41,853.14,40
20-06-2023,1982.06,627.06,39
21-06-2023,2045.23,536.52,40
22-06-2023,2014.81,417.0,41
23-06-2023,1885.39,1119.64,38
24-06-2023,2013.36,192.0,26
25-06-2023,1891.62,45.0,6
26-06-2023,2212.09,453.76,41
27-06-2023,2159.85,674.14,39
28-06-2023,2288.86,230.92,32
29-06-2023,2014.59,27.0,7
30-06-2023,2283.97,256.16,24
01-07-2023,2083.11,248.21,22
02-07-2023,2046.67,30.0,4
03-07-2023,2336.22,376.46,33
04-07-2023,2203.73,252.05,32
05-07-2023,2247.68,246.21,32
06-07-2023,2067.39,450.29,34
07-07-2023,2171.85,260.92,34
08-07-2023,2371.13,170.05,24
09-07-2023,1854.69,127.84,7
10-07-2023,2105.31,314.63,35
11-07-2023,2342.03,201.22,29
12-07-2023,2046.72,207.98,33
13-07-2023,2467.3,227.0,31
14-07-2023,1968.51,273.26,27
15-07-2023,2176.21,160.38,28
16-07-2023,1830.05,298.81,8
17-07-2023,2011.82,278.93,29
18-07-2023,2322.06,268.24,30
19-07-2023,1965.77,509.88,22
20-07-2023,2034.78,537.95,25
21-07-2023,2178.37,199.25,25
22-07-2023,2522.94,127.05,20
23-07-2023,1778.28,267.91,6
24-07-2023,2063.67,441.37,31
25-07-2023,2677.37,293.17,26
26-07-2023,2406.96,156.0,21
27-07-2023,2375.14,254.04,23
28-07-2023,2645.15,157.0,19
29-07-2023,2765.02,119.08,9
30-07-2023,2137.3,13.11,4
31-07-2023,2333.59,274.0,28
01-08-2023,2390.82,362.0,23
02-08-2023,2124.54,144.05,26
03-08-2023,2675.65,229.0,26
04-08-2023,2141.28,127.0,22
05-08-2023,2807.66,115.13,17
06-08-2023,2123.44,16.0,3
07-08-2023,2598.2,296.51,25
08-08-2023,2230.08,134.0,19
09-08-2023,2499.24,180.11,25
10-08-2023,2162.21,251.0,33
11-08-2023,2227.51,133.8,26
12-08-2023,2520.86,99.0,19
13-08-2023,2233.1,17.16,5
14-08-2023,2199.1,191.05,21
15-08-2023,2170.0,1.0,1
16-08-2023,3574.71,104.0,5
17-08-2023,2742.37,358.0,25
18-08-2023,2197.98,159.54,25
19-08-2023,2107.64,64.0,12
20-08-2023,1882.86,49.0,4
21-08-2023,2210.57,152.0,21
22-08-2023,2569.13,125.9,22
23-08-2023,2739.67,160.0,16
24-08-2023,2293.28,143.0,18
25-08-2023,2343.29,128.0,23
26-08-2023,2307.34,59.0,18
27-08-2023,2051.92,26.0,3
28-08-2023,2379.23,255.0,22
29-08-2023,2638.56,94.0,10
30-08-2023,3630.0,10.0,2
31-08-2023,2123.49,117.0,21
01-09-2023,2503.02,85.0,18
02-09-2023,2197.71,56.0,11
03-09-2023,2131.25,8.0,2
04-09-2023,2721.18,100.0,18
05-09-2023,2774.64,148.0,25
06-09-2023,2986.11,117.0,15
07-09-2023,2070.8,51.0,8
08-09-2023,3190.39,94.0,12
09-09-2023,2876.35,40.0,12
10-09-2023,2147.06,17.0,2
11-09-2023,2847.22,219.04,26
12-09-2023,2436.93,98.0,16
13-09-2023,2595.26,132.0,13
14-09-2023,2249.18,115.0,5
15-09-2023,2557.0,105.94,18
16-09-2023,2435.99,46.12,14
17-09-2023,2155.85,28.31,2
18-09-2023,2159.58,98.0,14
19-09-2023,1964.28,29.0,6
20-09-2023,3265.07,136.0,11
21-09-2023,2352.92,91.0,15
22-09-2023,3035.14,58.79,12
23-09-2023,2933.38,140.0,12
24-09-2023,2186.17,6.0,3
25-09-2023,2069.99,184.0,19
26-09-2023,2934.04,119.0,13
27-09-2023,2880.43,71.04,11
29-09-2023,2070.72,23.91,5
30-09-2023,2064.04,57.0,8
01-10-2023,2045.0,20.0,2
02-10-2023,1994.32,44.0,3
03-10-2023,2249.26,294.0,24
04-10-2023,2352.07,440.17,25
05-10-2023,2084.5,284.0,24
06-10-2023,1916.5,297.0,24
07-10-2023,2209.25,297.74,22
08-10-2023,1936.17,28.06,3
09-10-2023,1965.67,753.87,33
10-10-2023,2104.27,610.0,26
11-10-2023,1915.27,843.0,29
12-10-2023,1977.27,800.0,30
13-10-2023,1817.85,1058.0,29
14-10-2023,2882.85,109.0,7
15-10-2023,1806.64,95.0,4
16-10-2023,1847.63,1909.57,33
17-10-2023,1779.57,1737.11,32
18-10-2023,1725.09,1982.7,35
19-10-2023,1806.07,1653.0,34
20-10-2023,1792.93,1966.86,35
21-10-2023,1931.59,1078.45,26
22-10-2023,2036.31,45.53,3
23-10-2023,1972.27,1795.0,26
24-10-2023,2210.65,643.35,10
25-10-2023,1966.35,2159.0,41
26-10-2023,1977.36,2618.0,37
27-10-2023,1982.81,2956.39,40
28-10-2023,2191.88,1719.68,32
29-10-2023,2062.88,173.07,8
30-10-2023,2019.73,4931.1,46
31-10-2023,1959.26,3461.8,35
01-11-2023,2064.8,4932.3,42
02-11-2023,2033.1,5027.0,41
03-11-2023,1996.49,3087.0,36
04-11-2023,2073.94,1685.0,20
06-11-2023,2104.28,7837.22,54
07-11-2023,2054.89,7730.0,50
08-11-2023,2098.37,6017.91,45
09-11-2023,2074.19,4835.0,36
10-11-2023,2222.97,1500.41,21
11-11-2023,2060.25,138.98,11
12-11-2023,2000.0,15.0,1
13-11-2023,2118.98,46.9,3
14-11-2023,2147.52,241.67,10
15-11-2023,2120.48,137.38,7
16-11-2023,2085.39,3915.0,38
17-11-2023,2161.83,2954.94,51
18-11-2023,2170.06,2047.99,37
19-11-2023,2095.16,189.81,5
20-11-2023,2131.41,7169.88,49
21-11-2023,2153.04,7353.71,49
22-11-2023,2115.96,6917.59,48
23-11-2023,2098.68,9971.0,56
24-11-2023,2120.65,8759.44,50
25-11-2023,2120.44,4539.27,33
26-11-2023,2118.11,212.67,5
27-11-2023,2186.47,815.45,15
28-11-2023,2193.2,2231.78,39
29-11-2023,2123.78,1770.87,41
30-11-2023,2112.9,2024.0,24
01-12-2023,2106.44,381.0,7
02-12-2023,2224.34,657.0,14
03-12-2023,2192.93,156.0,5
04-12-2023,2139.65,5731.0,50
05-12-2023,2142.91,5331.0,43
06-12-2023,2161.07,6153.0,50
07-12-2023,2115.39,5829.0,48
08-12-2023,2184.65,3618.0,47
09-12-2023,2106.34,3434.0,33
10-12-2023,2054.55,406.0,6
11-12-2023,2157.51,7017.0,50
12-12-2023,2138.11,4177.0,41
13-12-2023,2108.11,6900.0,47
14-12-2023,2110.3,6614.0,43
15-12-2023,2147.29,5813.0,48
16-12-2023,2113.6,2682.0,36
17-12-2023,2067.37,358.0,8
18-12-2023,2078.34,7483.0,49
19-12-2023,2107.15,4099.0,38
20-12-2023,2082.21,5153.0,38
21-12-2023,2082.36,5335.0,42
22-12-2023,2149.55,3527.0,40
23-12-2023,2048.38,2847.0,25
24-12-2023,2029.63,54.0,4
25-12-2023,2051.08,1022.0,14
26-12-2023,2079.72,2784.0,35
27-12-2023,2069.83,3897.0,40
28-12-2023,2116.69,5023.0,43
29-12-2023,2109.27,4050.0,41
30-12-2023,2089.48,3042.0,30
31-12-2023,2079.22,83.0,5
01-01-2024,2107.03,5358.0,41
02-01-2024,2092.6,4564.0,42
03-01-2024,2115.7,3845.0,39
04-01-2024,2098.15,3953.0,38
05-01-2024,2136.15,3100.0,37
06-01-2024,2106.42,1902.0,29
07-01-2024,2057.43,37.0,5
08-01-2024,2141.93,4003.0,42
09-01-2024,2117.86,2813.0,43
10-01-2024,2130.23,3169.0,37
11-01-2024,2159.46,2442.0,33
12-01-2024,2163.99,3434.0,38
13-01-2024,2168.35,1458.0,27
14-01-2024,2142.9,155.0,3
15-01-2024,2245.58,631.0,18
16-01-2024,2342.02,769.0,27
17-01-2024,2240.26,2943.0,36
18-01-2024,2263.74,4628.0,43
19-01-2024,2258.2,2697.0,36
20-01-2024,2227.33,2096.0,20
21-01-2024,2100.0,11.0,1
22-01-2024,2175.52,94.0,4
23-01-2024,2235.49,2846.0,37
24-01-2024,2256.78,3906.0,33
25-01-2024,2138.46,2191.0,26
26-01-2024,2141.76,37.0,4
27-01-2024,2177.07,1851.0,26
28-01-2024,2044.0,10.0,2
29-01-2024,2172.99,2331.0,40
30-01-2024,2146.29,3464.0,39
31-01-2024,2158.89,2800.0,36
01-02-2024,2171.95,2891.0,42
02-02-2024,2164.26,2039.0,39
03-02-2024,2198.8,1188.0,32
04-02-2024,2170.0,70.0,3
05-02-2024,2206.04,2341.0,36
06-02-2024,2180.31,1961.0,35
07-02-2024,2202.33,2029.0,40
08-02-2024,2179.94,1724.0,38
09-02-2024,2165.75,1256.0,35
10-02-2024,2227.79,485.0,28
11-02-2024,2135.29,17.0,2
12-02-2024,2211.89,1913.0,38
13-02-2024,2177.77,1725.0,35
14-02-2024,2170.67,1673.0,29
15-02-2024,2183.51,1138.0,38
16-02-2024,2175.0,843.0,34
17-02-2024,2145.19,413.0,18
18-02-2024,2100.0,8.0,1
19-02-2024,2179.2,148.0,7
20-02-2024,2128.31,1539.0,33
21-02-2024,2181.8,1483.0,45
22-02-2024,2139.71,1607.0,42
23-02-2024,2133.96,719.0,34
24-02-2024,2120.59,482.0,20
25-02-2024,1981.03,29.0,2
26-02-2024,2355.0,45.0,8
27-02-2024,2218.5,1210.0,27
28-02-2024,2216.6,737.5,36
29-02-2024,2145.96,1305.5,46
01-03-2024,2135.3,984.7,44
02-03-2024,2128.97,406.7,28
03-03-2024,2029.62,19.6,3
04-03-2024,2194.66,1239.1,41
05-03-2024,2137.92,840.6,38
06-03-2024,2147.9,1161.2,41
07-03-2024,2212.81,849.8,27
08-03-2024,2095.38,125.56,10
09-03-2024,2090.32,526.6,28
10-03-2024,2038.67,22.5,4
11-03-2024,2184.0,1552.8,44
12-03-2024,2255.0,1546.1,40
13-03-2024,2164.89,1886.3,46
14-03-2024,2267.94,1404.4,40
15-03-2024,2205.85,1725.4,43
16-03-2024,2193.97,1049.7,32
17-03-2024,2077.57,65.3,6
18-03-2024,2125.98,2090.4,51
19-03-2024,2140.6,2138.6,43
20-03-2024,2224.38,1377.2,35
21-03-2024,2132.75,2188.3,44
22-03-2024,2112.64,1386.6,38
23-03-2024,2084.46,628.9,23
24-03-2024,2136.17,18.8,2
25-03-2024,2083.44,324.8,6
26-03-2024,2140.67,3869.7,41
27-03-2024,2136.61,1720.4,38
28-03-2024,2100.97,1957.8,25
29-03-2024,2079.65,253.6,11
30-03-2024,2208.7,176.1,15
31-03-2024,2112.09,33.5,4
01-04-2024,2061.6,537.51,15
02-04-2024,2186.32,1964.38,38
03-04-2024,2091.67,2348.88,32
04-04-2024,2068.31,2267.7,32
05-04-2024,2005.73,2681.43,39
06-04-2024,2141.14,1579.66,30
07-04-2024,2010.73,307.6,8
08-04-2024,2064.1,2629.87,27
09-04-2024,2116.58,211.1,5
12-04-2024,1972.97,8.51,2
13-04-2024,2046.53,1165.7,24
14-04-2024,1941.84,29.4,3
15-04-2024,2177.57,1921.9,28
16-04-2024,1952.5,4.0,2
19-04-2024,2058.71,1885.59,29
20-04-2024,2167.95,3.12,2
21-04-2024,2108.65,10.29,3
22-04-2024,2133.43,1201.33,27
23-04-2024,2087.26,304.5,8
24-04-2024,2128.73,1631.76,23
25-04-2024,1979.72,2406.0,34
26-04-2024,2085.71,1697.87,30
27-04-2024,2158.18,1631.33,32
28-04-2024,1968.71,315.39,6
29-04-2024,2142.46,1945.22,40
30-04-2024,2084.38,1727.73,32
01-05-2024,1970.77,120.6,3
02-05-2024,2094.63,1816.6,32
03-05-2024,2085.7,1971.79,41
04-05-2024,2160.62,1765.68,35
05-05-2024,2043.34,80.11,4
06-05-2024,2118.59,2208.2,49
07-05-2024,2127.77,2765.08,38
08-05-2024,2088.33,2288.74,38
09-05-2024,2169.63,1890.0,25
10-05-2024,2296.12,259.19,20
11-05-2024,2169.72,612.59,22
12-05-2024,2000.0,24.4,1
13-05-2024,2252.41,1069.1,25
14-05-2024,2107.54,2005.13,42
15-05-2024,2133.6,1945.9,40
16-05-2024,2127.16,2208.3,44
17-05-2024,2150.07,1900.24,49
18-05-2024,2163.02,1172.12,34
19-05-2024,1965.0,183.74,8
20-05-2024,2119.65,1926.24,36
21-05-2024,2212.5,1647.04,44
22-05-2024,2240.42,1286.14,31
23-05-2024,2300.25,369.3,13
24-05-2024,2182.87,1280.63,44
25-05-2024,2195.46,1131.25,30
26-05-2024,2108.66,28.3,5
27-05-2024,2228.92,1679.55,45
28-05-2024,2350.72,1140.51,35
29-05-2024,2338.91,610.41,37
30-05-2024,2236.87,745.8,43
31-05-2024,2250.13,803.45,41
01-06-2024,2290.2,703.27,30
02-06-2024,2084.59,42.5,5
03-06-2024,2298.63,724.1,38
04-06-2024,2313.84,591.26,33
05-06-2024,2432.63,501.52,39
06-06-2024,2304.03,340.4,33
07-06-2024,2369.17,455.44,43
08-06-2024,2193.96,788.2,26
09-06-2024,2155.34,43.1,6
10-06-2024,2275.19,282.9,32
11-06-2024,2307.4,283.4,26
12-06-2024,2261.22,120.6,17
13-06-2024,2301.42,99.7,21
14-06-2024,2302.07,117.4,22
15-06-2024,2331.64,67.0,15
16-06-2024,2138.47,11.0,3
17-06-2024,2418.55,18.5,3
18-06-2024,2305.33,105.6,23
19-06-2024,1997.04,191.9,21
20-06-2024,2279.84,41.5,18
21-06-2024,2305.47,66.4,20
22-06-2024,2425.85,24.7,14
23-06-2024,2210.53,9.5,2
24-06-2024,2970.68,120.0,17
25-06-2024,2950.7,97.89,20
26-06-2024,2754.52,68.1,19
27-06-2024,2262.19,139.3,21
28-06-2024,2634.65,205.42,28
29-06-2024,2721.19,224.4,20
30-06-2024,2247.43,17.5,3
01-07-2024,2617.89,119.8,31
02-07-2024,2388.89,84.2,24
03-07-2024,2366.11,67.5,26
04-07-2024,2278.02,230.5,26
05-07-2024,2345.3,88.26,25
06-07-2024,2849.19,68.3,19
07-07-2024,1943.4,21.2,3
08-07-2024,2451.6,61.6,25
09-07-2024,2749.25,77.6,22
10-07-2024,2946.37,116.7,19
11-07-2024,2347.67,103.4,25
12-07-2024,2902.86,65.74,14
13-07-2024,2531.43,45.0,12
14-07-2024,2450.0,6.6,1
15-07-2024,2791.14,117.2,16
16-07-2024,2814.92,73.1,17
17-07-2024,2610.6,1.0,2
18-07-2024,2889.02,32.99,15
19-07-2024,2322.09,239.16,16
20-07-2024,2365.18,10.18,14
21-07-2024,2500.0,16.91,2
22-07-2024,2845.12,41.8,16
23-07-2024,2677.21,91.6,15
24-07-2024,2518.64,76.47,19
25-07-2024,2524.21,37.8,19
26-07-2024,3009.5,62.0,14
27-07-2024,2390.96,30.57,13
28-07-2024,2550.0,2.6,1
29-07-2024,2732.35,13.0,9
30-07-2024,2800.79,66.0,24
31-07-2024,2683.61,63.3,27
01-08-2024,2423.46,129.1,28
02-08-2024,2828.72,162.81,25
03-08-2024,2332.69,46.8,15
04-08-2024,2500.0,5.74,3
05-08-2024,2974.8,114.64,24
06-08-2024,2443.04,39.6,26
07-08-2024,2987.99,59.26,27
08-08-2024,2752.77,88.3,30
09-08-2024,2508.78,65.25,18
10-08-2024,2560.92,15.9,14
11-08-2024,2590.49,23.76,5
12-08-2024,3186.43,79.1,17
13-08-2024,2298.15,42.2,12
14-08-2024,2497.03,18.7,13
16-08-2024,2528.19,25.7,12
17-08-2024,2517.57,8.7,11
18-08-2024,2505.52,3.77,4
19-08-2024,2708.67,1.2,4
20-08-2024,2477.7,15.1,15
21-08-2024,2477.77,31.57,17
22-08-2024,2631.56,40.4,25
23-08-2024,2548.97,45.7,28
24-08-2024,2276.11,21.8,12
25-08-2024,2590.05,5.63,3
26-08-2024,2623.73,27.0,18
27-08-2024,2540.71,20.9,17
28-08-2024,2458.12,26.5,22
29-08-2024,2663.4,47.1,24
30-08-2024,2469.53,45.08,23
31-08-2024,2566.07,13.38,11
01-09-2024,2593.44,6.1,2
02-09-2024,2644.51,12.94,6
03-09-2024,2512.8,18.55,16
04-09-2024,2334.28,44.09,24
05-09-2024,2679.61,34.3,20
06-09-2024,2626.35,53.54,29
07-09-2024,2527.49,3.82,4
08-09-2024,2548.53,3.4,2
09-09-2024,2364.94,95.47,26
10-09-2024,2441.73,69.4,22
11-09-2024,2401.82,73.74,20
12-09-2024,2551.78,127.7,20
13-09-2024,2352.56,71.92,18
14-09-2024,2250.31,60.9,18
15-09-2024,2556.52,4.6,2
16-09-2024,2131.13,51.7,7
17-09-2024,1951.56,44.34,10
18-09-2024,2154.58,539.6,29
19-09-2024,1918.81,956.3,30
20-09-2024,1720.54,1753.84,32
21-09-2024,1928.32,1349.63,24
22-09-2024,2523.24,11.67,4
23-09-2024,1695.01,1897.26,28
24-09-2024,1533.39,1154.7,36
25-09-2024,1469.28,425.11,25
26-09-2024,2236.44,633.4,33
27-09-2024,1856.89,321.23,29
28-09-2024,1852.95,272.92,21
29-09-2024,2205.78,43.06,6
30-09-2024,1894.51,2155.51,37
01-10-2024,1820.24,1708.61,35
02-10-2024,1983.64,110.32,9
03-10-2024,2210.31,2801.4,35
04-10-2024,2140.69,2996.31,46
05-10-2024,2168.67,4041.52,35
06-10-2024,2092.96,127.9,5
07-10-2024,1685.17,1309.9,14
09-10-2024,2034.55,4745.56,49
10-10-2024,2066.36,4475.6,42
11-10-2024,2086.91,2718.18,42
12-10-2024,2283.56,1866.78,15
13-10-2024,2168.98,175.8,6
14-10-2024,2204.33,4600.16,45
15-10-2024,2092.25,3101.94,48
16-10-2024,2019.23,6069.04,53
17-10-2024,2070.54,4123.0,42
18-10-2024,1906.78,5685.16,54
19-10-2024,1942.89,2413.67,41
20-10-2024,2188.97,259.3,6
21-10-2024,2018.88,4998.3,49
22-10-2024,2024.83,4739.9,55
23-10-2024,2102.48,8127.1,53
24-10-2024,1984.9,8717.85,53
25-10-2024,2071.25,8918.33,51
26-10-2024,1965.48,5383.29,45
27-10-2024,2107.41,322.21,8
28-10-2024,1998.65,11811.4,42
29-10-2024,2076.35,3824.82,32
30-10-2024,1926.02,2077.68,20
31-10-2024,2221.05,1.9,2
01-11-2024,1967.26,195.8,4
02-11-2024,2154.52,821.63,20
03-11-2024,1822.02,130.42,4
04-11-2024,2018.82,6083.78,38
05-11-2024,1958.14,9254.79,50
06-11-2024,1931.68,11073.66,57
07-11-2024,1982.35,14066.3,60
08-11-2024,1946.74,13410.25,61
09-11-2024,2015.87,5078.05,46
10-11-2024,2087.48,812.39,5
11-11-2024,1997.71,15039.64,58
12-11-2024,1987.85,11978.2,57
13-11-2024,2012.51,18846.9,57
14-11-2024,1988.75,10280.1,51
15-11-2024,2096.92,2095.53,24
16-11-2024,2077.01,13865.99,45
17-11-2024,2044.08,719.65,10
18-11-2024,2056.23,10711.91,50
19-11-2024,2030.94,4429.22,27
20-11-2024,1900.0,58.8,2
21-11-2024,2123.62,11226.1,52
22-11-2024,2112.31,12006.02,54
23-11-2024,2046.29,5506.43,26
24-11-2024,2090.57,764.86,9
25-11-2024,2108.23,17022.5,62
26-11-2024,2098.73,12668.32,48
27-11-2024,2143.7,14611.19,59
28-11-2024,2113.23,6492.63,39
29-11-2024,2246.69,1388.3,7
30-11-2024,2157.07,1791.8,9
01-12-2024,2155.23,453.1,5
02-12-2024,2117.23,16027.79,57
03-12-2024,2119.15,12756.18,53
04-12-2024,2085.08,12193.26,58
05-12-2024,2131.13,7176.5,52
06-12-2024,2085.51,4810.26,52
07-12-2024,2124.41,2294.07,40
08-12-2024,2105.22,182.01,7
09-12-2024,2126.07,11339.23,52
10-12-2024,2147.58,7719.54,44
11-12-2024,2140.06,4112.3,26
12-12-2024,2130.41,8984.3,48
13-12-2024,2145.05,7653.99,52
14-12-2024,2112.88,2796.85,34
15-12-2024,2147.82,219.65,5
16-12-2024,2148.39,9181.8,50
17-12-2024,2156.94,8076.63,52
18-12-2024,2166.63,8491.02,48
19-12-2024,2149.91,9825.38,54
20-12-2024,2180.92,6681.76,48
21-12-2024,2208.19,2965.56,38
22-12-2024,2152.87,169.0,6
23-12-2024,2182.28,7382.16,45
24-12-2024,2196.92,4128.09,34
25-12-2024,2210.75,221.4,6
26-12-2024,2195.75,5444.65,45
27-12-2024,2203.66,2703.86,53
28-12-2024,2192.61,1406.94,34
29-12-2024,2054.68,98.31,5
30-12-2024,2228.27,2676.89,42
