Arrival Date,Year,Month,Commodity,Weighted_Min_Price,Weighted_Max_Price,Weighted_Modal_Price,Total_Arrivals_MT,Markets_Reported
2022-05-14,2022,May,Sugar,3412.0,3702.0,3556.0,271.0,1
2022-05-16,2022,May,Sugar,3400.0,3702.0,3557.0,22.0,1
2022-05-17,2022,May,Sugar,3400.0,3702.0,3557.0,138.0,1
2022-05-18,2022,May,Sugar,3400.0,3702.0,3557.0,119.0,1
2022-05-19,2022,May,Sugar,3400.0,3702.0,3557.0,237.0,1
2022-05-20,2022,May,Sugar,3400.0,3702.0,3557.0,225.0,1
2022-05-21,2022,May,Sugar,3400.0,3702.0,3557.0,137.0,1
2022-05-24,2022,May,Sugar,3400.0,3702.0,3557.0,222.0,1
2022-05-25,2022,May,Sugar,3400.0,3702.0,3557.0,226.0,1
2022-05-26,2022,May,Sugar,3400.0,3702.0,3557.0,258.0,1
2022-05-27,2022,May,Sugar,3400.0,3702.0,3557.0,280.0,1
2022-05-31,2022,May,Sugar,3392.0,3682.0,3537.0,90.0,1
2022-06-01,2022,June,Sugar,3392.0,3682.0,3537.0,241.0,1
2022-06-02,2022,June,Sugar,3392.0,3682.0,3537.0,368.0,1
2022-06-07,2022,June,Sugar,3402.0,3670.0,3536.0,237.0,1
2022-06-08,2022,June,Sugar,3402.0,3670.0,3536.0,182.0,1
2022-06-09,2022,June,Sugar,3402.0,3670.0,3536.0,257.0,1
2022-06-10,2022,June,Sugar,3402.0,3670.0,3536.0,140.0,1
2022-06-11,2022,June,Sugar,3402.0,3670.0,3536.0,174.0,1
2022-06-13,2022,June,Sugar,3402.0,3670.0,3536.0,105.0,1
2022-06-14,2022,June,Sugar,3390.0,3562.0,3476.0,267.0,1
2022-06-15,2022,June,Sugar,3390.0,3562.0,3476.0,159.0,1
2022-06-17,2022,June,Sugar,3390.0,3562.0,3476.0,116.0,1
2022-06-18,2022,June,Sugar,3390.0,3562.0,3476.0,270.0,1
2022-06-20,2022,June,Sugar,3390.0,3562.0,3476.0,100.0,1
2022-06-21,2022,June,Sugar,3382.0,3562.0,3472.0,177.0,1
2022-06-22,2022,June,Sugar,3382.0,3562.0,3472.0,142.0,1
2022-06-23,2022,June,Sugar,3382.0,3562.0,3472.0,144.0,1
2022-06-24,2022,June,Sugar,3382.0,3562.0,3472.0,47.0,1
2022-06-25,2022,June,Sugar,3382.0,3562.0,3472.0,178.0,1
2022-06-27,2022,June,Sugar,3372.0,3552.0,3462.0,12.0,1
2022-06-28,2022,June,Sugar,3372.0,3552.0,3462.0,270.0,1
2022-06-29,2022,June,Sugar,3372.0,3552.0,3462.0,220.0,1
2022-06-30,2022,June,Sugar,3372.0,3552.0,3462.0,238.0,1
2022-07-01,2022,July,Sugar,3372.0,3552.0,3462.0,166.0,1
2022-07-02,2022,July,Sugar,3372.0,3552.0,3462.0,201.0,1
2022-07-04,2022,July,Sugar,3350.0,3366.0,3358.0,21.0,1
2022-07-05,2022,July,Sugar,3350.0,3366.0,3358.0,219.0,1
2022-07-06,2022,July,Sugar,3350.0,3366.0,3358.0,108.0,1
2022-07-07,2022,July,Sugar,3350.0,3366.0,3358.0,95.0,1
2022-07-08,2022,July,Sugar,3350.0,3366.0,3358.0,277.0,1
2022-07-09,2022,July,Sugar,3350.0,3366.0,3358.0,95.0,1
2022-07-11,2022,July,Sugar,3366.0,3572.0,3469.0,86.0,1
2022-07-12,2022,July,Sugar,3366.0,3572.0,3469.0,106.0,1
2022-07-13,2022,July,Sugar,3366.0,3572.0,3469.0,239.0,1
2022-07-14,2022,July,Sugar,3366.0,3572.0,3469.0,148.0,1
2022-07-15,2022,July,Sugar,3366.0,3572.0,3469.0,272.0,1
2022-07-16,2022,July,Sugar,3366.0,3572.0,3469.0,224.0,1
2022-07-18,2022,July,Sugar,3366.0,3572.0,3469.0,96.0,1
2022-07-19,2022,July,Sugar,3362.0,3572.0,3467.0,323.0,1
2022-07-20,2022,July,Sugar,3362.0,3572.0,3467.0,237.0,1
2022-07-21,2022,July,Sugar,3362.0,3572.0,3467.0,130.0,1
2022-07-22,2022,July,Sugar,3362.0,3572.0,3467.0,165.0,1
2022-07-23,2022,July,Sugar,3362.0,3572.0,3467.0,166.0,1
2022-07-25,2022,July,Sugar,3362.0,3572.0,3467.0,85.0,1
2022-07-26,2022,July,Sugar,3372.0,3592.0,3482.0,170.0,1
2022-07-27,2022,July,Sugar,3372.0,3592.0,3482.0,256.0,1
2022-07-28,2022,July,Sugar,3362.0,3572.0,3467.0,251.0,1
2022-07-29,2022,July,Sugar,3362.0,3572.0,3467.0,186.0,1
2022-08-01,2022,August,Sugar,3362.0,3572.0,3467.0,205.0,1
2022-08-02,2022,August,Sugar,3452.0,3672.0,3562.0,423.0,1
2022-08-03,2022,August,Sugar,3452.0,3672.0,3562.0,99.0,1
2022-08-04,2022,August,Sugar,3452.0,3672.0,3562.0,105.0,1
2022-08-05,2022,August,Sugar,3452.0,3672.0,3562.0,53.0,1
2022-08-06,2022,August,Sugar,3452.0,3672.0,3562.0,237.0,1
2022-08-08,2022,August,Sugar,3452.0,3672.0,3562.0,55.0,1
2022-08-09,2022,August,Sugar,3452.0,3672.0,3562.0,383.0,1
2022-08-10,2022,August,Sugar,3480.0,3642.0,3561.0,338.0,1
2022-08-11,2022,August,Sugar,3480.0,3642.0,3561.0,173.0,1
2022-08-12,2022,August,Sugar,3480.0,3642.0,3561.0,273.0,1
2022-08-13,2022,August,Sugar,3480.0,3642.0,3561.0,213.0,1
2022-08-16,2022,August,Sugar,3480.0,3642.0,3561.0,46.0,1
2022-08-17,2022,August,Sugar,3480.0,3642.0,3561.0,95.0,1
2022-08-18,2022,August,Sugar,3480.0,3642.0,3561.0,152.0,1
2022-08-20,2022,August,Sugar,3480.0,3642.0,3561.0,134.0,1
2022-08-22,2022,August,Sugar,3480.0,3642.0,3561.0,31.0,1
2022-08-23,2022,August,Sugar,3482.0,3662.0,3572.0,246.0,1
2022-08-24,2022,August,Sugar,3482.0,3662.0,3572.0,255.0,1
2022-08-25,2022,August,Sugar,3482.0,3662.0,3572.0,180.0,1
2022-08-26,2022,August,Sugar,3482.0,3662.0,3572.0,383.0,1
2022-08-30,2022,August,Sugar,3482.0,3662.0,3572.0,294.0,1
2022-09-07,2022,September,Sugar,3522.0,3662.0,3592.0,219.0,1
2022-09-08,2022,September,Sugar,3522.0,3662.0,3592.0,151.0,1
2022-09-10,2022,September,Sugar,3522.0,3662.0,3592.0,36.0,1
2022-09-13,2022,September,Sugar,3522.0,3662.0,3592.0,156.0,1
2022-09-15,2022,September,Sugar,3520.0,3650.0,3585.0,347.0,1
2022-09-20,2022,September,Sugar,3520.0,3650.0,3585.0,230.0,1
2022-09-22,2022,September,Sugar,3496.0,3646.0,3571.0,166.0,1
2022-09-23,2022,September,Sugar,3496.0,3646.0,3571.0,311.0,1
2022-09-28,2022,September,Sugar,3496.0,3646.0,3571.0,319.0,1
2022-09-29,2022,September,Sugar,3462.0,3662.0,3562.0,357.0,1
2022-09-30,2022,September,Sugar,3462.0,3662.0,3562.0,298.0,1
2022-10-01,2022,October,Sugar,3462.0,3662.0,3562.0,412.0,1
2022-10-03,2022,October,Sugar,3462.0,3662.0,3562.0,136.0,1
2022-10-04,2022,October,Sugar,3462.0,3662.0,3562.0,278.0,1
2022-10-06,2022,October,Sugar,6200.0,7000.0,6500.0,46.0,1
2022-10-07,2022,October,Sugar,3455.0,3660.0,3557.0,219.0,1
2022-10-08,2022,October,Sugar,3455.0,3660.0,3557.0,193.0,1
2022-10-10,2022,October,Sugar,3455.0,3660.0,3557.0,79.0,1
2022-10-12,2022,October,Sugar,3455.0,3660.0,3557.0,332.0,1
2022-10-13,2022,October,Sugar,3452.0,3640.0,3546.0,387.0,1
2022-10-14,2022,October,Sugar,3452.0,3640.0,3546.0,356.0,1
2022-10-15,2022,October,Sugar,3452.0,3640.0,3546.0,313.0,1
2022-10-17,2022,October,Sugar,3452.0,3640.0,3546.0,160.0,1
2022-10-18,2022,October,Sugar,3452.0,3640.0,3546.0,288.0,1
2022-10-19,2022,October,Sugar,3452.0,3640.0,3546.0,362.0,1
2022-10-20,2022,October,Sugar,3440.0,3670.0,3555.0,584.0,1
2022-10-21,2022,October,Sugar,3440.0,3670.0,3555.0,400.0,1
2022-10-22,2022,October,Sugar,3440.0,3670.0,3555.0,229.0,1
2022-10-24,2022,October,Sugar,3440.0,3670.0,3555.0,71.0,1
2022-10-25,2022,October,Sugar,3440.0,3670.0,3555.0,236.0,1
2022-10-26,2022,October,Sugar,3440.0,3670.0,3555.0,95.0,1
2022-10-27,2022,October,Sugar,3440.0,3670.0,3555.0,90.0,1
2022-10-28,2022,October,Sugar,3440.0,3670.0,3555.0,92.0,1
2022-10-29,2022,October,Sugar,3440.0,3670.0,3555.0,56.0,1
2022-10-31,2022,October,Sugar,3440.0,3670.0,3555.0,56.0,1
2022-11-01,2022,November,Sugar,3440.0,3670.0,3555.0,227.0,1
2022-11-02,2022,November,Sugar,3430.0,3662.0,3546.0,136.0,1
2022-11-03,2022,November,Sugar,3430.0,3662.0,3546.0,138.0,1
2022-11-04,2022,November,Sugar,3430.0,3662.0,3546.0,141.0,1
2022-11-08,2022,November,Sugar,3430.0,3662.0,3546.0,134.0,1
2022-11-09,2022,November,Sugar,343.0,3662.0,3546.0,193.0,1
2022-11-10,2022,November,Sugar,3430.0,3662.0,3546.0,121.0,1
2022-11-11,2022,November,Sugar,3462.0,3666.0,3564.0,160.0,1
2022-11-15,2022,November,Sugar,3462.0,3666.0,3564.0,108.0,1
2022-11-16,2022,November,Sugar,3462.0,3666.0,3564.0,177.0,1
2022-11-17,2022,November,Sugar,3462.0,3666.0,3564.0,310.0,1
2022-11-18,2022,November,Sugar,3462.0,3666.0,3564.0,221.0,1
2022-11-22,2022,November,Sugar,3472.0,3682.0,3577.0,217.0,1
2022-11-23,2022,November,Sugar,3472.0,3682.0,3577.0,219.0,1
2022-11-24,2022,November,Sugar,3472.0,3682.0,3577.0,244.0,1
2022-11-30,2022,November,Sugar,3472.0,3682.0,3577.0,238.0,1
2022-12-02,2022,December,Sugar,3462.0,3662.0,3562.0,252.0,1
2022-12-07,2022,December,Sugar,3462.0,3662.0,3562.0,237.0,1
2022-12-08,2022,December,Sugar,3462.0,3662.0,3562.0,155.0,1
2022-12-09,2022,December,Sugar,3462.0,3662.0,3562.0,426.0,1
2022-12-10,2022,December,Sugar,3462.0,3662.0,3562.0,166.0,1
2022-12-12,2022,December,Sugar,3442.0,3636.0,3539.0,45.0,1
2022-12-13,2022,December,Sugar,3442.0,3636.0,3539.0,149.0,1
2022-12-14,2022,December,Sugar,3442.0,3636.0,3539.0,157.0,1
2022-12-15,2022,December,Sugar,3442.0,3636.0,3539.0,306.0,1
2022-12-16,2022,December,Sugar,3442.0,3636.0,3539.0,366.0,1
2022-12-17,2022,December,Sugar,3442.0,3636.0,3539.0,228.0,1
2022-12-19,2022,December,Sugar,3442.0,3636.0,3539.0,45.0,1
2022-12-20,2022,December,Sugar,3442.0,3622.0,3532.0,146.0,1
2022-12-21,2022,December,Sugar,3442.0,3622.0,3532.0,234.0,1
2022-12-23,2022,December,Sugar,3442.0,3622.0,3532.0,223.0,1
2022-12-26,2022,December,Sugar,3442.0,3622.0,3532.0,52.0,1
2022-12-28,2022,December,Sugar,3442.0,3622.0,3532.0,138.0,1
2022-12-29,2022,December,Sugar,3386.0,3612.0,3499.0,331.0,1
2022-12-31,2022,December,Sugar,3386.0,3612.0,3499.0,261.0,1
2023-01-02,2023,January,Sugar,3386.0,3612.0,3499.0,16.0,1
2023-01-03,2023,January,Sugar,3386.0,3686.0,3499.0,283.0,1
2023-01-04,2023,January,Sugar,3386.0,3612.0,3499.0,149.0,1
2023-01-11,2023,January,Sugar,3320.0,3612.0,3466.0,183.0,1
2023-01-12,2023,January,Sugar,3320.0,3612.0,3466.0,179.0,1
2023-01-17,2023,January,Sugar,3320.0,3612.0,3466.0,223.0,1
2023-01-21,2023,January,Sugar,3320.0,3612.0,3466.0,240.0,1
2023-01-23,2023,January,Sugar,3320.0,3612.0,3466.0,20.0,1
2023-01-24,2023,January,Sugar,3320.0,3612.0,3466.0,374.0,1
2023-01-25,2023,January,Sugar,3320.0,3612.0,3466.0,321.0,1
2023-01-27,2023,January,Sugar,3320.0,3612.0,3466.0,75.0,1
2023-01-28,2023,January,Sugar,3320.0,3612.0,3466.0,168.0,1
2023-01-30,2023,January,Sugar,332.0,3612.0,3466.0,44.0,1
2023-01-31,2023,January,Sugar,3320.0,3612.0,3466.0,235.0,1
2023-02-02,2023,February,Sugar,3336.0,3612.0,3474.0,40.0,1
2023-02-03,2023,February,Sugar,3336.0,3612.0,3474.0,388.0,1
2023-02-04,2023,February,Sugar,3336.0,3612.0,3474.0,379.0,1
2023-02-06,2023,February,Sugar,3336.0,3612.0,3474.0,76.0,1
2023-02-07,2023,February,Sugar,3336.0,3612.0,3474.0,227.0,1
2023-02-08,2023,February,Sugar,3362.0,3620.0,3491.0,254.0,1
2023-02-09,2023,February,Sugar,3362.0,3620.0,3491.0,173.0,1
2023-02-10,2023,February,Sugar,3362.0,3620.0,3491.0,224.0,1
2023-02-11,2023,February,Sugar,3362.0,3620.0,3491.0,219.0,1
2023-02-13,2023,February,Sugar,3362.0,3620.0,3491.0,24.0,1
2023-02-14,2023,February,Sugar,3362.0,3620.0,3491.0,256.0,1
2023-02-15,2023,February,Sugar,3362.0,3620.0,3491.0,104.0,1
2023-02-16,2023,February,Sugar,3362.0,3620.0,3491.0,211.0,1
2023-02-17,2023,February,Sugar,3352.0,3612.0,3482.0,316.0,1
2023-02-20,2023,February,Sugar,3352.0,3612.0,3482.0,124.0,1
2023-02-21,2023,February,Sugar,3352.0,3612.0,3482.0,150.0,1
2023-02-22,2023,February,Sugar,3352.0,3612.0,3482.0,183.0,1
2023-02-23,2023,February,Sugar,3350.0,3612.0,3482.0,226.0,1
2023-02-24,2023,February,Sugar,3352.0,3612.0,3482.0,209.0,1
2023-02-25,2023,February,Sugar,3352.0,3612.0,3482.0,241.0,1
2023-02-28,2023,February,Sugar,3352.0,3612.0,3482.0,235.0,1
2023-03-01,2023,March,Sugar,3352.0,3612.0,3482.0,381.0,1
2023-03-02,2023,March,Sugar,3352.0,3612.0,3482.0,439.0,1
2023-03-03,2023,March,Sugar,3352.0,3612.0,3482.0,221.0,1
2023-03-04,2023,March,Sugar,3352.0,3612.0,3482.0,261.0,1
2023-03-06,2023,March,Sugar,3352.0,3612.0,3482.0,65.0,1
2023-03-08,2023,March,Sugar,3342.0,3612.0,3477.0,45.0,1
2023-03-09,2023,March,Sugar,3342.0,3612.0,3477.0,153.0,1
2023-03-10,2023,March,Sugar,3342.0,3612.0,3477.0,202.0,1
2023-03-11,2023,March,Sugar,3342.0,3612.0,3477.0,180.0,1
2023-03-14,2023,March,Sugar,3350.0,3602.0,3476.0,195.0,1
2023-03-15,2023,March,Sugar,3350.0,3602.0,3476.0,206.0,1
2023-03-16,2023,March,Sugar,3350.0,3602.0,3476.0,287.0,1
2023-03-17,2023,March,Sugar,3350.0,3602.0,3476.0,206.0,1
2023-03-18,2023,March,Sugar,3350.0,3602.0,3476.0,182.0,1
2023-03-20,2023,March,Sugar,3350.0,3602.0,3476.0,107.0,1
2023-03-21,2023,March,Sugar,3342.0,3602.0,3472.0,256.0,1
2023-03-24,2023,March,Sugar,3342.0,3602.0,3472.0,32.0,1
2023-03-25,2023,March,Sugar,3342.0,3602.0,3472.0,205.0,1
2023-03-28,2023,March,Sugar,3342.0,3602.0,3472.0,182.0,1
2023-03-29,2023,March,Sugar,3342.0,3602.0,3472.0,211.0,1
2023-03-30,2023,March,Sugar,3342.0,3602.0,3472.0,408.0,1
2023-03-31,2023,March,Sugar,3342.0,3602.0,3472.0,156.0,1
2023-04-01,2023,April,Sugar,3342.0,3602.0,3472.0,394.0,1
2023-04-03,2023,April,Sugar,3342.0,3602.0,3472.0,90.0,1
2023-04-04,2023,April,Sugar,3342.0,3602.0,3472.0,20.0,1
2023-04-05,2023,April,Sugar,3342.0,3602.0,3472.0,311.0,1
2023-04-06,2023,April,Sugar,3435.0,3712.0,3573.0,126.0,1
2023-04-07,2023,April,Sugar,3435.0,3712.0,3573.0,169.0,1
2023-04-08,2023,April,Sugar,3435.0,3712.0,3573.0,220.0,1
2023-04-10,2023,April,Sugar,3435.0,3712.0,3573.0,110.0,1
2023-04-11,2023,April,Sugar,3435.0,3712.0,3573.0,200.0,1
2023-04-12,2023,April,Sugar,3435.0,3712.0,3573.0,318.0,1
2023-04-13,2023,April,Sugar,3435.0,3712.0,3573.0,458.0,1
2023-04-14,2023,April,Sugar,3435.0,3712.0,3573.0,215.0,1
2023-04-15,2023,April,Sugar,3490.0,3772.0,3631.0,144.0,1
2023-04-17,2023,April,Sugar,3490.0,3772.0,3631.0,26.0,1
2023-04-18,2023,April,Sugar,3490.0,3772.0,3631.0,225.0,1
2023-04-19,2023,April,Sugar,3490.0,3772.0,3631.0,219.0,1
2023-04-20,2023,April,Sugar,3490.0,3772.0,3631.0,358.0,1
2023-04-21,2023,April,Sugar,3490.0,3772.0,3631.0,124.0,1
2023-04-22,2023,April,Sugar,3490.0,3772.0,3631.0,95.0,1
2023-04-24,2023,April,Sugar,3490.0,3772.0,3631.0,30.0,1
2023-04-25,2023,April,Sugar,3490.0,3772.0,3631.0,71.0,1
2023-04-26,2023,April,Sugar,3490.0,3772.0,3631.0,345.0,1
2023-04-27,2023,April,Sugar,3490.0,3772.0,3631.0,169.0,1
2023-04-28,2023,April,Sugar,3490.0,3772.0,3631.0,76.0,1
2023-04-29,2023,April,Sugar,3490.0,3772.0,3631.0,138.0,1
2023-05-02,2023,May,Sugar,3490.0,3772.0,3631.0,37.0,1
2023-05-03,2023,May,Sugar,3490.0,3772.0,3631.0,117.0,1
2023-05-04,2023,May,Sugar,3515.0,3742.0,3628.0,311.0,1
2023-05-05,2023,May,Sugar,3515.0,3742.0,3628.0,148.0,1
2023-05-06,2023,May,Sugar,3515.0,3742.0,3628.0,160.0,1
2023-05-08,2023,May,Sugar,3515.0,3742.0,3628.0,25.0,1
2023-05-09,2023,May,Sugar,3515.0,3742.0,3628.0,223.0,1
2023-05-10,2023,May,Sugar,3515.0,3742.0,3628.0,225.0,1
2023-05-11,2023,May,Sugar,3515.0,3742.0,3628.0,210.0,1
2023-05-12,2023,May,Sugar,3515.0,3742.0,3628.0,175.0,1
2023-05-13,2023,May,Sugar,3515.0,3742.0,3628.0,221.0,1
2023-05-16,2023,May,Sugar,3515.0,3742.0,3628.0,129.0,1
2023-05-17,2023,May,Sugar,3532.0,3752.0,3642.0,341.0,1
2023-05-18,2023,May,Sugar,3552.0,3752.0,3642.0,77.0,1
2023-05-19,2023,May,Sugar,3532.0,3752.0,3642.0,262.0,1
2023-05-20,2023,May,Sugar,3532.0,3752.0,3642.0,171.0,1
2023-05-22,2023,May,Sugar,3532.0,3732.0,3642.0,83.0,1
2023-05-23,2023,May,Sugar,3532.0,3752.0,3642.0,172.0,1
2023-05-24,2023,May,Sugar,3532.0,3752.0,3642.0,196.0,1
2023-05-25,2023,May,Sugar,3532.0,3742.0,3642.0,131.0,1
2023-05-26,2023,May,Sugar,3532.0,3752.0,3642.0,342.0,1
2023-05-27,2023,May,Sugar,3532.0,3752.0,3642.0,133.0,1
2023-05-29,2023,May,Sugar,3532.0,3752.0,3642.0,131.0,1
2023-05-30,2023,May,Sugar,3532.0,3752.0,3642.0,98.0,1
2023-05-31,2023,May,Sugar,3532.0,3752.0,3642.0,212.0,1
2023-06-01,2023,June,Sugar,3532.0,3752.0,3642.0,172.0,1
2023-06-02,2023,June,Sugar,3512.0,3702.0,3607.0,200.0,1
2023-06-03,2023,June,Sugar,3512.0,3702.0,3607.0,209.0,1
2023-06-05,2023,June,Sugar,3512.0,3702.0,3607.0,75.0,1
2023-06-06,2023,June,Sugar,3512.0,3702.0,3607.0,246.0,1
2023-06-07,2023,June,Sugar,3512.0,3702.0,3607.0,314.0,1
2023-06-08,2023,June,Sugar,3512.0,3702.0,3607.0,458.0,1
2023-06-09,2023,June,Sugar,3512.0,3702.0,3607.0,160.0,1
2023-06-10,2023,June,Sugar,3512.0,3702.0,3607.0,254.0,1
2023-06-12,2023,June,Sugar,3512.0,3702.0,3607.0,63.0,1
2023-06-13,2023,June,Sugar,3542.0,3782.0,3662.0,442.0,1
2023-06-14,2023,June,Sugar,3542.0,3702.0,3662.0,120.0,1
2023-06-15,2023,June,Sugar,3542.0,3702.0,3662.0,124.0,1
2023-06-16,2023,June,Sugar,3542.0,3782.0,3662.0,164.0,1
2023-06-17,2023,June,Sugar,3542.0,3782.0,3662.0,227.0,1
2023-06-19,2023,June,Sugar,3542.0,3782.0,3662.0,60.0,1
2023-06-20,2023,June,Sugar,3542.0,3782.0,3662.0,74.0,1
2023-06-21,2023,June,Sugar,3542.0,3782.0,3662.0,317.0,1
2023-06-22,2023,June,Sugar,3542.0,3782.0,3662.0,234.0,1
2023-06-23,2023,June,Sugar,3542.0,3782.0,3662.0,367.0,1
2023-06-24,2023,June,Sugar,3542.0,3782.0,3662.0,201.0,1
2023-06-27,2023,June,Sugar,3542.0,3782.0,3662.0,154.0,1
2023-06-28,2023,June,Sugar,3542.0,3782.0,3662.0,188.0,1
2023-06-30,2023,June,Sugar,3542.0,3782.0,3662.0,262.0,1
2023-07-01,2023,July,Sugar,3542.0,3782.0,3662.0,96.0,1
2023-07-03,2023,July,Sugar,3542.0,3782.0,3662.0,51.0,1
2023-07-04,2023,July,Sugar,3542.0,3782.0,3662.0,126.0,1
2023-07-05,2023,July,Sugar,3542.0,3782.0,3662.0,280.0,1
2023-07-06,2023,July,Sugar,3542.0,3782.0,3662.0,448.0,1
2023-07-07,2023,July,Sugar,3542.0,3782.0,3662.0,274.0,1
2023-07-08,2023,July,Sugar,3542.0,3782.0,3662.0,171.0,1
2023-07-10,2023,July,Sugar,3542.0,3782.0,3662.0,65.0,1
2023-07-11,2023,July,Sugar,3542.0,3782.0,3662.0,70.0,1
2023-07-12,2023,July,Sugar,3542.0,3782.0,3662.0,207.0,1
2023-07-14,2023,July,Sugar,3542.0,3782.0,3662.0,178.0,1
2023-07-15,2023,July,Sugar,3542.0,3782.0,3662.0,216.0,1
2023-07-17,2023,July,Sugar,3542.0,3782.0,3662.0,50.0,1
2023-07-18,2023,July,Sugar,3542.0,3782.0,3662.0,213.0,1
2023-07-19,2023,July,Sugar,3542.0,3782.0,3662.0,234.0,1
2023-07-20,2023,July,Sugar,3542.0,3782.0,3662.0,196.0,1
2023-07-21,2023,July,Sugar,3542.0,3782.0,3662.0,130.0,1
2023-07-22,2023,July,Sugar,3542.0,3782.0,3662.0,175.0,1
2023-07-24,2023,July,Sugar,3542.0,3782.0,3662.0,60.0,1
2023-07-25,2023,July,Sugar,3600.0,3812.0,3706.0,100.0,1
2023-07-26,2023,July,Sugar,3600.0,3812.0,3706.0,150.0,1
2023-07-27,2023,July,Sugar,3600.0,3812.0,3706.0,229.0,1
2023-07-28,2023,July,Sugar,3600.0,3812.0,3706.0,178.0,1
2023-07-29,2023,July,Sugar,3600.0,3812.0,3706.0,268.0,1
2023-07-31,2023,July,Sugar,3600.0,3812.0,3706.0,70.0,1
2023-08-01,2023,August,Sugar,3600.0,3812.0,3706.0,236.0,1
2023-08-02,2023,August,Sugar,3600.0,3812.0,3706.0,225.0,1
2023-08-03,2023,August,Sugar,3600.0,3812.0,3706.0,148.0,1
2023-08-04,2023,August,Sugar,3600.0,3812.0,3706.0,226.0,1
2023-08-05,2023,August,Sugar,3600.0,3812.0,3706.0,234.0,1
2023-08-07,2023,August,Sugar,3600.0,3812.0,3706.0,86.0,1
2023-08-08,2023,August,Sugar,3600.0,3812.0,3706.0,272.0,1
2023-08-09,2023,August,Sugar,3600.0,3812.0,3706.0,187.0,1
2023-08-10,2023,August,Sugar,3600.0,3812.0,3706.0,160.0,1
2023-08-11,2023,August,Sugar,3600.0,3812.0,3706.0,179.0,1
2023-08-12,2023,August,Sugar,3600.0,3812.0,3706.0,175.0,1
2023-08-14,2023,August,Sugar,3600.0,3812.0,3706.0,122.0,1
2023-08-16,2023,August,Sugar,3600.0,3812.0,3706.0,75.0,1
2023-08-17,2023,August,Sugar,3600.0,3812.0,3706.0,185.0,1
2023-08-18,2023,August,Sugar,3600.0,3812.0,3706.0,229.0,1
2023-08-19,2023,August,Sugar,3600.0,3812.0,3706.0,323.0,1
2023-08-21,2023,August,Sugar,3665.0,3730.0,3698.0,89.0,1
2023-08-22,2023,August,Sugar,3665.0,3730.0,3698.0,326.0,1
2023-08-23,2023,August,Sugar,3665.0,3730.0,3698.0,191.0,1
2023-08-24,2023,August,Sugar,3665.0,3730.0,3698.0,251.0,1
2023-08-25,2023,August,Sugar,3665.0,3730.0,3698.0,206.0,1
2023-08-26,2023,August,Sugar,3665.0,3730.0,3698.0,102.0,1
2023-08-28,2023,August,Sugar,3665.0,3782.0,3724.0,55.0,1
2023-08-29,2023,August,Sugar,3665.0,3782.0,3724.0,220.0,1
2023-08-31,2023,August,Sugar,3665.0,3782.0,3724.0,171.0,1
2023-09-01,2023,September,Sugar,3665.0,3782.0,3724.0,391.0,1
2023-09-02,2023,September,Sugar,3665.0,3782.0,3724.0,242.0,1
2023-09-04,2023,September,Sugar,3665.0,3782.0,3724.0,79.0,1
2023-09-05,2023,September,Sugar,3665.0,3782.0,3724.0,335.0,1
2023-09-06,2023,September,Sugar,3665.0,3782.0,3724.0,222.0,1
2023-09-08,2023,September,Sugar,3412.0,3902.0,3812.0,50.0,1
2023-09-09,2023,September,Sugar,3712.0,3902.0,3812.0,214.0,1
2023-09-11,2023,September,Sugar,3712.0,3902.0,3812.0,50.0,1
2023-09-12,2023,September,Sugar,3712.0,3902.0,3812.0,86.0,1
2023-09-13,2023,September,Sugar,3712.0,3902.0,3812.0,125.0,1
2023-09-14,2023,September,Sugar,3712.0,3902.0,3812.0,421.0,1
2023-09-15,2023,September,Sugar,3712.0,3902.0,3812.0,212.0,1
2023-09-16,2023,September,Sugar,3862.0,3942.0,3902.0,484.0,1
2023-09-18,2023,September,Sugar,3862.0,3942.0,3902.0,87.0,1
2023-09-21,2023,September,Sugar,3862.0,3942.0,3902.0,177.0,1
2023-09-22,2023,September,Sugar,3862.0,3942.0,3902.0,328.0,1
2023-09-26,2023,September,Sugar,3862.0,3942.0,3902.0,64.0,1
2023-09-27,2023,September,Sugar,3862.0,3942.0,3902.0,248.0,1
2023-10-02,2023,October,Sugar,3766.0,3960.0,3863.0,35.0,1
2023-10-03,2023,October,Sugar,3766.0,3960.0,3863.0,199.0,1
2023-10-04,2023,October,Sugar,3766.0,3960.0,3863.0,221.0,1
2023-10-05,2023,October,Sugar,3766.0,3960.0,3863.0,205.0,1
2023-10-06,2023,October,Sugar,3766.0,3960.0,3863.0,152.0,1
2023-10-07,2023,October,Sugar,3766.0,3960.0,3863.0,229.0,1
2023-10-09,2023,October,Sugar,3766.0,3960.0,3863.0,116.0,1
2023-10-10,2023,October,Sugar,3766.0,3960.0,3863.0,176.0,1
2023-10-11,2023,October,Sugar,3766.0,3960.0,3863.0,215.0,1
2023-10-12,2023,October,Sugar,3766.0,3960.0,3863.0,298.0,1
2023-10-13,2023,October,Sugar,3766.0,3960.0,3863.0,223.0,1
2023-10-14,2023,October,Sugar,3766.0,3960.0,3863.0,365.0,1
2023-10-16,2023,October,Sugar,3766.0,3960.0,3863.0,45.0,1
2023-10-17,2023,October,Sugar,3766.0,3960.0,3863.0,225.0,1
2023-10-18,2023,October,Sugar,3700.0,4100.0,3900.0,226.0,1
2023-10-19,2023,October,Sugar,3700.0,4100.0,3900.0,196.0,1
