Date,commodity,price
2022-01-26,Coffee,8280.0
2022-01-27,Coffee,8957.93
2022-01-28,Coffee,8043.68
2022-01-29,Coffee,7858.33
2022-01-31,Coffee,8080.3
2022-01-02,Coffee,8343.18
2022-02-02,Coffee,8445.92
2022-03-02,Coffee,8314.73
2022-04-02,Coffee,8295.89
2022-05-02,Coffee,8587.91
2022-07-02,Coffee,9018.75
2022-08-02,Coffee,8724.18
2022-09-02,Coffee,9560.0
2022-10-02,Coffee,8300.0
2022-11-02,Coffee,9143.75
2022-02-14,Coffee,8634.62
2022-02-15,Coffee,9286.41
2022-02-16,Coffee,8873.29
2022-02-17,Coffee,9865.85
2022-02-18,Coffee,9008.62
2022-02-19,Coffee,8987.69
2022-02-21,Coffee,9117.65
2022-02-22,Coffee,9075.86
2022-02-23,Coffee,9866.67
2022-02-24,Coffee,9852.83
2022-02-25,Coffee,10226.13
2022-02-26,Coffee,9592.68
2022-02-27,Coffee,8600.0
2022-02-28,Coffee,9096.43
2022-02-03,Coffee,8847.19
2022-03-03,Coffee,8968.97
2022-04-03,Coffee,8395.27
2022-05-03,Coffee,8400.0
2022-07-03,Coffee,8344.44
2022-08-03,Coffee,8348.15
2022-09-03,Coffee,8343.62
2022-10-03,Coffee,8336.49
2022-11-03,Coffee,8432.35
2022-12-03,Coffee,8689.55
2022-03-14,Coffee,8442.95
2022-03-15,Coffee,8459.32
2022-03-16,Coffee,8457.14
2022-03-17,Coffee,8490.53
2022-03-18,Coffee,8455.77
2022-03-19,Coffee,8594.81
2022-03-21,Coffee,8565.22
2022-03-22,Coffee,8563.21
2022-03-23,Coffee,8535.75
2022-03-24,Coffee,8561.9
2022-03-25,Coffee,8565.53
2022-03-26,Coffee,8583.06
2022-03-27,Coffee,8700.0
2022-03-28,Coffee,8790.91
2022-03-29,Coffee,8800.0
2022-03-30,Coffee,8565.22
2022-03-31,Coffee,8566.67
2022-01-04,Coffee,9551.24
2022-02-04,Coffee,8706.52
2022-03-04,Coffee,15500.0
2022-04-04,Coffee,10758.93
2022-05-04,Coffee,9514.37
2022-06-04,Coffee,10601.85
2022-07-04,Coffee,10745.45
2022-08-04,Coffee,9423.21
2022-09-04,Coffee,10456.58
2022-10-04,Coffee,9000.0
2022-11-04,Coffee,9486.28
2022-12-04,Coffee,10166.36
2022-04-13,Coffee,10633.33
2022-04-14,Coffee,13165.38
2022-04-15,Coffee,8900.0
2022-04-16,Coffee,10226.58
2022-04-17,Coffee,15900.0
2022-04-18,Coffee,10324.29
2022-04-19,Coffee,11155.0
2022-04-20,Coffee,10489.76
2022-04-21,Coffee,10648.48
2022-04-22,Coffee,10593.37
2022-04-23,Coffee,10664.52
2022-04-25,Coffee,9824.43
2022-04-26,Coffee,11159.8
2022-04-27,Coffee,11273.58
2022-04-28,Coffee,12185.71
2022-04-29,Coffee,13360.0
2022-04-30,Coffee,9250.0
2022-02-05,Coffee,12556.9
2022-03-05,Coffee,10787.5
2022-04-05,Coffee,10661.81
2022-05-05,Coffee,10653.45
2022-06-05,Coffee,10481.02
2022-09-05,Coffee,9600.0
2022-10-05,Coffee,10857.86
2022-11-05,Coffee,10815.89
2022-12-05,Coffee,10871.3
2022-05-13,Coffee,10889.33
2022-05-14,Coffee,15259.38
2022-05-15,Coffee,9600.0
2022-05-16,Coffee,14922.41
2022-05-17,Coffee,10053.97
2022-05-18,Coffee,11653.26
2022-05-19,Coffee,10295.95
2022-05-20,Coffee,10014.19
2022-05-21,Coffee,14346.43
2022-05-22,Coffee,9700.0
2022-05-23,Coffee,14516.67
2022-05-24,Coffee,10860.32
2022-05-25,Coffee,14433.33
2022-05-26,Coffee,14881.82
2022-05-27,Coffee,14916.67
2022-05-28,Coffee,13911.11
2022-05-30,Coffee,10305.62
2022-05-31,Coffee,11184.62
2022-01-06,Coffee,11719.47
2022-02-06,Coffee,12591.67
2022-03-06,Coffee,16103.12
2022-04-06,Coffee,15919.7
2022-06-06,Coffee,15560.61
2022-07-06,Coffee,14500.0
2022-08-06,Coffee,14947.3
2022-09-06,Coffee,15284.21
2022-10-06,Coffee,15284.21
2022-11-06,Coffee,10050.0
2022-06-13,Coffee,15022.5
2022-06-14,Coffee,15894.74
2022-06-15,Coffee,15110.53
2022-06-16,Coffee,17500.0
2022-06-17,Coffee,15214.29
2022-06-18,Coffee,14676.47
2022-06-20,Coffee,15177.42
2022-06-21,Coffee,15883.23
2022-06-22,Coffee,15960.61
2022-06-23,Coffee,15722.22
2022-06-24,Coffee,15560.61
2022-06-25,Coffee,15440.0
2022-06-27,Coffee,15440.0
2022-06-28,Coffee,15214.29
2022-06-29,Coffee,15914.29
2022-06-30,Coffee,15792.31
2022-01-07,Coffee,10100.0
2022-04-07,Coffee,16260.56
2022-05-07,Coffee,15820.0
2022-06-07,Coffee,16357.14
2022-07-07,Coffee,16260.56
2022-08-07,Coffee,11672.28
2022-09-07,Coffee,16018.52
2022-11-07,Coffee,15718.18
2022-12-07,Coffee,15597.56
2022-07-13,Coffee,9750.0
2022-07-14,Coffee,15683.63
2022-07-15,Coffee,10902.91
2022-07-16,Coffee,14808.82
2022-07-18,Coffee,15431.58
2022-07-19,Coffee,10656.12
2022-07-20,Coffee,11457.89
2022-07-21,Coffee,10864.1
2022-07-22,Coffee,11275.4
2022-07-23,Coffee,10033.07
2022-07-25,Coffee,11497.06
2022-07-26,Coffee,9819.49
2022-07-27,Coffee,15908.33
2022-07-28,Coffee,9677.27
2022-07-29,Coffee,9690.77
2022-07-30,Coffee,16041.67
2022-01-08,Coffee,11249.21
2022-02-08,Coffee,16001.75
2022-03-08,Coffee,16082.26
2022-04-08,Coffee,15682.14
2022-05-08,Coffee,11717.39
2022-06-08,Coffee,10991.68
2022-08-08,Coffee,11290.24
2022-09-08,Coffee,15550.0
2022-10-08,Coffee,16008.33
2022-11-08,Coffee,15746.43
2022-12-08,Coffee,16224.14
2022-08-13,Coffee,9500.0
2022-08-15,Coffee,15841.18
2022-08-16,Coffee,16237.5
2022-08-17,Coffee,15993.98
2022-08-18,Coffee,11471.05
2022-08-19,Coffee,11557.69
2022-08-20,Coffee,12115.56
2022-08-22,Coffee,15900.0
2022-08-23,Coffee,12332.84
2022-08-24,Coffee,11341.27
2022-08-25,Coffee,11439.06
2022-08-26,Coffee,11533.85
2022-08-27,Coffee,11549.61
2022-08-29,Coffee,12002.22
2022-08-30,Coffee,10142.65
2022-08-31,Coffee,16780.0
2022-01-09,Coffee,12179.07
2022-02-09,Coffee,17900.0
2022-03-09,Coffee,13370.59
2022-04-09,Coffee,16155.56
2022-05-09,Coffee,12483.67
2022-06-09,Coffee,16234.85
2022-07-09,Coffee,15747.22
2022-08-09,Coffee,17900.0
2022-09-09,Coffee,11026.0
2022-10-09,Coffee,11916.67
2022-12-09,Coffee,11107.45
2022-09-13,Coffee,16076.47
2022-09-14,Coffee,16532.35
2022-09-15,Coffee,16268.42
2022-09-16,Coffee,16430.0
2022-09-17,Coffee,16614.71
2022-09-19,Coffee,16565.62
2022-09-20,Coffee,16875.0
2022-09-21,Coffee,10350.0
2022-09-22,Coffee,17024.5
2022-09-23,Coffee,16565.62
2022-09-24,Coffee,12961.76
2022-09-25,Coffee,10200.0
2022-09-26,Coffee,11598.82
2022-09-27,Coffee,12460.0
2022-09-28,Coffee,14418.44
2022-09-29,Coffee,12493.96
2022-09-30,Coffee,12584.44
2022-01-10,Coffee,17323.68
2022-03-10,Coffee,16975.0
2022-04-10,Coffee,12100.9
2022-05-10,Coffee,11221.6
2022-06-10,Coffee,16809.38
2022-07-10,Coffee,12702.17
2022-08-10,Coffee,13368.92
2022-10-10,Coffee,10732.87
2022-11-10,Coffee,12423.33
2022-12-10,Coffee,12325.64
2022-10-13,Coffee,11790.84
2022-10-14,Coffee,18260.74
2022-10-15,Coffee,10157.69
2022-10-16,Coffee,10400.0
2022-10-17,Coffee,11711.72
2022-10-18,Coffee,12743.18
2022-10-19,Coffee,10350.0
2022-10-20,Coffee,10303.27
2022-10-21,Coffee,10213.64
2022-10-22,Coffee,12446.63
2022-10-24,Coffee,11992.06
2022-10-25,Coffee,13348.57
2022-10-26,Coffee,12490.0
2022-10-27,Coffee,13223.97
2022-10-28,Coffee,12365.62
2022-10-29,Coffee,11770.61
2022-10-31,Coffee,12491.33
2022-01-11,Coffee,12231.7
2022-02-11,Coffee,11665.35
2022-03-11,Coffee,12661.79
2022-04-11,Coffee,11380.61
2022-05-11,Coffee,12664.16
2022-07-11,Coffee,6039.3
2022-08-11,Coffee,10910.91
2022-09-11,Coffee,15465.46
2022-10-11,Coffee,11486.3
2022-11-11,Coffee,12159.22
2022-12-11,Coffee,10442.62
2022-11-14,Coffee,11108.99
2022-11-15,Coffee,12350.54
2022-11-16,Coffee,11596.03
2022-11-17,Coffee,11292.06
2022-11-18,Coffee,11609.06
2022-11-19,Coffee,10866.1
2022-11-21,Coffee,11780.24
2022-11-22,Coffee,11658.88
2022-11-23,Coffee,12065.84
2022-11-24,Coffee,12298.44
2022-11-25,Coffee,15669.23
2022-11-26,Coffee,11474.83
2022-11-28,Coffee,10671.86
2022-11-29,Coffee,11968.02
2022-11-30,Coffee,9404.55
2022-01-12,Coffee,12232.42
2022-02-12,Coffee,11516.25
2022-03-12,Coffee,11394.94
2022-05-12,Coffee,11933.33
2022-06-12,Coffee,11030.77
2022-07-12,Coffee,10358.82
2022-08-12,Coffee,10980.0
2022-09-12,Coffee,10277.78
2022-10-12,Coffee,16500.0
2022-12-12,Coffee,11471.7
2022-12-13,Coffee,10729.73
2022-12-14,Coffee,11200.0
2022-12-15,Coffee,10173.91
2022-12-16,Coffee,10648.65
2022-12-17,Coffee,10135.34
2022-12-19,Coffee,10575.34
2022-12-20,Coffee,10567.57
2022-12-21,Coffee,10493.15
2022-12-22,Coffee,10720.0
2022-12-23,Coffee,11448.28
2022-12-24,Coffee,10640.0
2022-12-26,Coffee,11127.27
2022-12-27,Coffee,11153.85
2022-12-28,Coffee,11461.54
2022-12-29,Coffee,10960.0
2022-12-30,Coffee,11120.0
2022-12-31,Coffee,9700.0
2023-02-01,Coffee,10396.55
2023-03-01,Coffee,10947.37
2023-04-01,Coffee,11450.0
2023-05-01,Coffee,9700.0
2023-06-01,Coffee,9300.0
2023-07-01,Coffee,10086.96
2023-08-01,Coffee,15800.0
2023-09-01,Coffee,16000.0
2023-10-01,Coffee,10640.0
2023-11-01,Coffee,10923.08
2023-12-01,Coffee,9517.48
2023-01-13,Coffee,9474.58
2023-01-14,Coffee,12388.89
2023-01-16,Coffee,9709.32
2023-01-17,Coffee,9995.77
2023-01-18,Coffee,10051.05
2023-01-19,Coffee,10444.68
2023-01-20,Coffee,10225.53
2023-01-21,Coffee,12068.42
2023-01-22,Coffee,16300.0
2023-01-23,Coffee,11655.93
2023-01-24,Coffee,10427.78
2023-01-25,Coffee,10690.91
2023-01-26,Coffee,16300.0
2023-01-27,Coffee,16300.0
2023-01-28,Coffee,10859.46
2023-01-29,Coffee,16400.0
2023-01-30,Coffee,11781.82
2023-01-31,Coffee,12855.56
2023-01-02,Coffee,11252.17
2023-02-02,Coffee,12300.0
2023-03-02,Coffee,13336.36
2023-04-02,Coffee,11911.76
2023-06-02,Coffee,12373.33
2023-07-02,Coffee,13730.43
2023-08-02,Coffee,13728.57
2023-09-02,Coffee,12497.67
2023-10-02,Coffee,12306.02
2023-11-02,Coffee,18000.0
2023-02-13,Coffee,17900.0
2023-02-14,Coffee,13232.26
2023-02-15,Coffee,18300.0
2023-02-16,Coffee,13771.43
2023-02-17,Coffee,12845.83
2023-02-19,Coffee,10900.0
2023-02-20,Coffee,14076.47
2023-02-21,Coffee,15104.0
2023-02-22,Coffee,12725.35
2023-02-23,Coffee,16910.0
2023-02-24,Coffee,14237.5
2023-02-25,Coffee,15384.62
2023-02-27,Coffee,20000.0
2023-02-28,Coffee,11828.57
2023-01-03,Coffee,14588.89
2023-02-03,Coffee,12184.38
2023-03-03,Coffee,16176.47
2023-04-03,Coffee,15050.2
2023-06-03,Coffee,20300.0
2023-07-03,Coffee,15609.09
2023-08-03,Coffee,15261.7
2023-09-03,Coffee,17012.5
2023-10-03,Coffee,15666.67
2023-11-03,Coffee,11600.0
2023-03-13,Coffee,15578.95
2023-03-14,Coffee,18600.0
2023-03-15,Coffee,16233.33
2023-03-16,Coffee,17788.89
2023-03-17,Coffee,15018.37
2023-03-18,Coffee,14642.86
2023-03-20,Coffee,15934.48
2023-03-21,Coffee,14471.43
2023-03-22,Coffee,14000.0
2023-03-23,Coffee,15577.78
2023-03-24,Coffee,14272.34
2023-03-25,Coffee,14672.73
2023-03-27,Coffee,15058.14
2023-03-28,Coffee,14608.0
2023-03-29,Coffee,11500.0
2023-03-30,Coffee,16109.68
2023-03-31,Coffee,14568.63
2023-01-04,Coffee,16220.0
2023-02-04,Coffee,11600.0
2023-03-04,Coffee,19500.0
2023-04-04,Coffee,15420.0
2023-05-04,Coffee,15460.87
2023-06-04,Coffee,20000.0
2023-08-04,Coffee,15645.45
2023-10-04,Coffee,11376.03
2023-11-04,Coffee,15645.45
2023-12-04,Coffee,17191.89
2023-04-13,Coffee,16540.0
2023-04-14,Coffee,20500.0
2023-04-15,Coffee,20500.0
2023-04-17,Coffee,15414.29
2023-04-18,Coffee,15078.05
2023-04-19,Coffee,15388.0
2023-04-20,Coffee,22800.0
2023-04-21,Coffee,17005.26
2023-04-22,Coffee,18140.0
2023-04-23,Coffee,22000.0
2023-04-24,Coffee,17702.86
2023-04-25,Coffee,18387.5
2023-04-26,Coffee,12100.0
2023-04-27,Coffee,16618.18
2023-04-28,Coffee,16786.67
2023-04-29,Coffee,18662.5
2023-01-05,Coffee,11500.0
2023-02-05,Coffee,18475.0
2023-03-05,Coffee,16563.64
2023-04-05,Coffee,18303.23
2023-05-05,Coffee,17050.0
2023-06-05,Coffee,22600.0
2023-08-05,Coffee,16733.33
2023-09-05,Coffee,19357.14
2023-10-05,Coffee,16609.09
2023-11-05,Coffee,16710.53
2023-12-05,Coffee,11600.0
2023-05-14,Coffee,22500.0
2023-05-15,Coffee,16444.44
2023-05-16,Coffee,18200.0
2023-05-17,Coffee,17771.43
2023-05-18,Coffee,15769.23
2023-05-19,Coffee,17930.77
2023-05-20,Coffee,18155.56
2023-05-22,Coffee,18180.0
2023-05-23,Coffee,16284.21
2023-05-24,Coffee,18080.29
2023-05-25,Coffee,17080.49
2023-05-26,Coffee,13255.73
2023-05-27,Coffee,17378.38
2023-05-29,Coffee,18409.09
2023-05-30,Coffee,17087.8
2023-05-31,Coffee,18469.23
2023-01-06,Coffee,18937.5
2023-02-06,Coffee,19084.44
2023-03-06,Coffee,19375.0
2023-05-06,Coffee,19547.06
2023-06-06,Coffee,18588.89
2023-07-06,Coffee,18500.0
2023-08-06,Coffee,19518.75
2023-09-06,Coffee,19789.27
2023-10-06,Coffee,22169.49
2023-12-06,Coffee,21246.91
2023-06-13,Coffee,19814.47
2023-06-14,Coffee,18509.76
2023-06-15,Coffee,17310.0
2023-06-16,Coffee,17369.7
2023-06-17,Coffee,18933.18
2023-06-19,Coffee,20560.87
2023-06-20,Coffee,19072.07
2023-06-21,Coffee,17700.0
2023-06-22,Coffee,19646.72
2023-06-23,Coffee,19557.14
2023-06-24,Coffee,17099.03
2023-06-26,Coffee,17709.09
2023-06-27,Coffee,18328.57
2023-06-28,Coffee,18868.42
2023-06-29,Coffee,13900.0
2023-06-30,Coffee,18100.0
2023-01-07,Coffee,19693.4
2023-03-07,Coffee,19461.85
2023-04-07,Coffee,20294.03
2023-05-07,Coffee,20801.27
2023-06-07,Coffee,20482.86
2023-07-07,Coffee,13800.0
2023-08-07,Coffee,23100.0
2023-09-07,Coffee,23100.0
2023-10-07,Coffee,17777.78
2023-11-07,Coffee,17231.11
2023-12-07,Coffee,18163.16
2023-07-13,Coffee,17833.33
2023-07-14,Coffee,19900.0
2023-07-15,Coffee,17529.41
2023-07-17,Coffee,19305.69
2023-07-18,Coffee,19640.85
2023-07-19,Coffee,21765.9
2023-07-20,Coffee,16510.87
2023-07-21,Coffee,16720.51
2023-07-22,Coffee,19691.3
2023-07-24,Coffee,17717.65
2023-07-25,Coffee,17287.5
2023-07-26,Coffee,17678.79
2023-07-27,Coffee,19660.0
2023-07-29,Coffee,18882.61
2023-07-31,Coffee,17887.5
2023-01-08,Coffee,23035.14
2023-02-08,Coffee,24300.0
2023-03-08,Coffee,19906.7
2023-04-08,Coffee,24300.0
2023-05-08,Coffee,14100.0
2023-08-08,Coffee,20276.19
2023-09-08,Coffee,24000.0
2023-10-08,Coffee,24200.0
2023-11-08,Coffee,19438.46
2023-12-08,Coffee,24100.0
2023-08-13,Coffee,13800.0
2023-08-14,Coffee,17495.35
2023-08-15,Coffee,20946.81
2023-08-16,Coffee,19071.43
2023-08-17,Coffee,16885.45
2023-08-18,Coffee,19200.0
2023-08-19,Coffee,19728.57
2023-08-20,Coffee,13200.0
2023-08-21,Coffee,17500.0
2023-08-22,Coffee,22051.72
2023-08-23,Coffee,19936.36
2023-08-24,Coffee,16620.0
2023-08-25,Coffee,19061.56
2023-08-26,Coffee,17797.67
2023-08-27,Coffee,22187.5
2023-08-28,Coffee,22423.08
2023-08-30,Coffee,23500.0
2023-08-31,Coffee,21352.27
2023-01-09,Coffee,16500.0
2023-02-09,Coffee,16994.68
2023-04-09,Coffee,17079.49
2023-05-09,Coffee,16869.16
2023-06-09,Coffee,23500.0
2023-07-09,Coffee,16767.05
2023-08-09,Coffee,18250.0
2023-11-09,Coffee,17291.38
2023-12-09,Coffee,15625.81
2023-09-13,Coffee,15915.19
2023-09-14,Coffee,16290.91
2023-09-15,Coffee,14822.05
2023-09-16,Coffee,19925.49
2023-09-17,Coffee,13200.0
2023-09-18,Coffee,19966.67
2023-09-19,Coffee,14384.62
2023-09-20,Coffee,15570.27
2023-09-21,Coffee,16994.12
2023-09-22,Coffee,13273.13
2023-09-23,Coffee,23700.0
2023-09-24,Coffee,23700.0
2023-09-25,Coffee,18153.33
2023-09-26,Coffee,15471.43
2023-09-27,Coffee,16087.16
2023-09-28,Coffee,15248.66
2023-09-29,Coffee,15060.36
2023-09-30,Coffee,20265.31
2023-02-10,Coffee,23600.0
2023-03-10,Coffee,15197.85
2023-04-10,Coffee,15317.81
2023-05-10,Coffee,15443.14
2023-06-10,Coffee,20312.6
2023-07-10,Coffee,13720.65
2023-08-10,Coffee,13200.0
2023-09-10,Coffee,12947.9
2023-10-10,Coffee,15165.7
2023-11-10,Coffee,20037.74
2023-12-10,Coffee,19718.99
2023-10-13,Coffee,16683.53
2023-10-14,Coffee,19335.56
2023-10-15,Coffee,13300.0
2023-10-16,Coffee,12952.17
2023-10-17,Coffee,15039.88
2023-10-18,Coffee,15114.37
2023-10-19,Coffee,15127.88
2023-10-20,Coffee,15384.3
2023-10-21,Coffee,15362.5
2023-10-24,Coffee,22545.28
2023-10-25,Coffee,16300.0
2023-10-26,Coffee,16012.87
2023-10-27,Coffee,19921.74
2023-10-28,Coffee,21043.1
2023-10-29,Coffee,20703.72
2023-10-30,Coffee,15142.86
2023-10-31,Coffee,16505.5
2023-01-11,Coffee,16200.0
2023-02-11,Coffee,16762.38
2023-03-11,Coffee,17621.49
2023-04-11,Coffee,18705.65
2023-06-11,Coffee,14387.9
2023-07-11,Coffee,15981.32
2023-08-11,Coffee,16877.46
2023-09-11,Coffee,16237.17
2023-10-11,Coffee,16367.63
2023-11-11,Coffee,23500.0
2023-11-13,Coffee,16263.16
2023-11-14,Coffee,16475.51
2023-11-15,Coffee,16528.09
2023-11-16,Coffee,16910.55
2023-11-17,Coffee,19108.47
2023-11-18,Coffee,16707.73
2023-11-20,Coffee,15865.28
2023-11-21,Coffee,16799.01
2023-11-22,Coffee,17009.13
2023-11-23,Coffee,17041.25
2023-11-24,Coffee,17245.87
2023-11-25,Coffee,17380.0
2023-11-27,Coffee,19437.32
2023-11-28,Coffee,18400.0
2023-11-29,Coffee,19433.0
2023-11-30,Coffee,17818.55
2023-01-12,Coffee,17438.21
2023-02-12,Coffee,18725.03
2023-04-12,Coffee,17824.15
2023-05-12,Coffee,19634.51
2023-06-12,Coffee,17649.25
2023-07-12,Coffee,17451.57
2023-08-12,Coffee,18430.62
2023-09-12,Coffee,21883.33
2023-11-12,Coffee,18955.69
2023-12-12,Coffee,13887.59
2023-12-13,Coffee,17679.7
2023-12-14,Coffee,17883.62
2023-12-15,Coffee,16377.59
2023-12-16,Coffee,17487.85
2023-12-18,Coffee,17305.94
2023-12-19,Coffee,19503.45
2023-12-20,Coffee,15020.63
2023-12-21,Coffee,19040.49
2023-12-22,Coffee,19860.0
2023-12-23,Coffee,13700.0
2023-12-24,Coffee,13400.0
2023-12-26,Coffee,19329.78
2023-12-27,Coffee,22379.48
2023-12-28,Coffee,19264.41
2023-12-29,Coffee,19776.68
2023-12-30,Coffee,19066.67
2023-12-31,Coffee,14600.0
2024-01-01,Coffee,18321.95
2024-02-01,Coffee,14200.0
2024-03-01,Coffee,18041.2
2024-04-01,Coffee,19646.43
2024-05-01,Coffee,17939.85
2024-06-01,Coffee,19273.68
2024-08-01,Coffee,18350.9
2024-09-01,Coffee,20657.04
2024-10-01,Coffee,18242.22
2024-11-01,Coffee,18482.53
2024-12-01,Coffee,18478.75
2024-01-13,Coffee,14200.0
2024-01-15,Coffee,18549.21
2024-01-16,Coffee,18698.94
2024-01-17,Coffee,18900.94
2024-01-18,Coffee,18273.59
2024-01-19,Coffee,13950.44
2024-01-20,Coffee,19655.81
2024-01-21,Coffee,25900.0
2024-01-22,Coffee,20698.23
2024-01-23,Coffee,19447.62
2024-01-24,Coffee,19161.11
2024-01-25,Coffee,22771.43
2024-01-26,Coffee,22712.69
2024-01-27,Coffee,19579.59
2024-01-28,Coffee,14900.0
2024-01-29,Coffee,20212.12
2024-01-30,Coffee,17955.04
2024-01-31,Coffee,20357.88
2024-01-02,Coffee,15452.94
2024-02-02,Coffee,15700.0
2024-03-02,Coffee,15506.53
2024-05-02,Coffee,15231.65
2024-06-02,Coffee,15578.57
2024-07-02,Coffee,15455.59
2024-08-02,Coffee,15380.0
2024-09-02,Coffee,15447.33
2024-10-02,Coffee,15632.5
2024-11-02,Coffee,15600.0
2024-12-02,Coffee,15337.84
2024-02-14,Coffee,15300.0
2024-02-15,Coffee,15300.0
2024-02-16,Coffee,15335.62
2024-02-18,Coffee,15373.3
2024-02-19,Coffee,15086.33
2024-02-20,Coffee,15284.38
2024-02-21,Coffee,15436.36
2024-02-22,Coffee,15304.35
2024-02-23,Coffee,15306.85
2024-02-24,Coffee,15317.49
2024-02-25,Coffee,15700.0
2024-02-26,Coffee,15109.91
2024-02-27,Coffee,24576.42
2024-02-28,Coffee,23100.27
2024-02-29,Coffee,15200.0
2024-01-03,Coffee,15232.14
2024-02-03,Coffee,15380.0
2024-04-03,Coffee,15320.48
2024-05-03,Coffee,15430.03
2024-06-03,Coffee,15327.83
2024-07-03,Coffee,15511.63
2024-08-03,Coffee,16000.0
2024-09-03,Coffee,15425.64
2024-11-03,Coffee,15300.0
2024-12-03,Coffee,15616.28
2024-03-13,Coffee,15300.0
2024-03-14,Coffee,15325.0
2024-03-15,Coffee,15200.0
2024-03-16,Coffee,15482.52
2024-03-17,Coffee,17000.0
2024-03-18,Coffee,15333.33
2024-03-19,Coffee,15600.0
2024-03-20,Coffee,15608.71
2024-03-21,Coffee,16057.72
2024-03-22,Coffee,15538.36
2024-03-23,Coffee,15987.88
2024-03-24,Coffee,17600.0
2024-03-25,Coffee,15522.92
2024-03-26,Coffee,15691.78
2024-03-27,Coffee,15300.0
2024-03-29,Coffee,15903.85
2024-03-30,Coffee,15824.32
2024-01-04,Coffee,15200.0
2024-03-04,Coffee,17500.0
2024-04-04,Coffee,15775.0
2024-05-04,Coffee,16318.18
2024-06-04,Coffee,15200.0
2024-07-04,Coffee,15200.0
2024-08-04,Coffee,17000.0
2024-09-04,Coffee,19921.05
2024-10-04,Coffee,19910.34
2024-11-04,Coffee,20289.47
2024-12-04,Coffee,20100.0
2024-04-15,Coffee,20241.27
2024-04-16,Coffee,20177.42
2024-04-17,Coffee,15200.0
2024-04-18,Coffee,15200.0
2024-04-19,Coffee,15200.0
2024-04-20,Coffee,16333.33
2024-04-21,Coffee,16890.24
2024-04-22,Coffee,16280.0
2024-04-23,Coffee,17375.0
2024-04-24,Coffee,16000.0
2024-04-25,Coffee,17258.06
2024-04-26,Coffee,22084.51
2024-04-27,Coffee,22100.0
2024-04-28,Coffee,22200.0
2024-04-29,Coffee,21693.03
2024-04-30,Coffee,22011.21
2024-01-05,Coffee,22069.77
2024-02-05,Coffee,22021.98
2024-03-05,Coffee,21403.04
2024-04-05,Coffee,20762.07
2024-06-05,Coffee,21210.53
2024-07-05,Coffee,18266.97
2024-08-05,Coffee,18130.77
2024-09-05,Coffee,17889.23
2024-10-05,Coffee,18572.58
2024-05-13,Coffee,17268.75
2024-05-14,Coffee,17221.05
2024-05-15,Coffee,17319.05
2024-05-16,Coffee,17354.16
2024-05-17,Coffee,17660.79
2024-05-18,Coffee,18024.48
2024-05-20,Coffee,18260.56
2024-05-21,Coffee,18473.36
2024-05-22,Coffee,18578.4
2024-05-23,Coffee,18801.35
2024-05-24,Coffee,18845.19
2024-05-25,Coffee,19983.87
2024-05-27,Coffee,20228.74
2024-05-28,Coffee,20374.95
2024-05-29,Coffee,20355.6
2024-05-30,Coffee,33765.06
2024-05-31,Coffee,21735.04
2024-01-06,Coffee,21262.28
2024-03-06,Coffee,21403.81
2024-04-06,Coffee,21379.52
2024-05-06,Coffee,21903.67
2024-06-06,Coffee,21810.38
2024-07-06,Coffee,21559.23
2024-08-06,Coffee,17500.0
2024-09-06,Coffee,17600.0
2024-10-06,Coffee,21788.33
2024-11-06,Coffee,21610.45
2024-12-06,Coffee,21252.9
2024-06-13,Coffee,21308.33
2024-06-14,Coffee,20871.51
2024-06-15,Coffee,20657.04
2024-06-18,Coffee,20949.6
2024-06-19,Coffee,20769.41
2024-06-20,Coffee,20412.92
2024-06-21,Coffee,20153.85
2024-06-22,Coffee,20277.78
2024-06-23,Coffee,20500.0
2024-06-24,Coffee,20295.74
2024-06-25,Coffee,20685.36
2024-06-26,Coffee,20783.58
2024-06-27,Coffee,20878.6
2024-06-28,Coffee,20952.72
2024-06-29,Coffee,21160.0
2024-01-07,Coffee,20830.05
2024-02-07,Coffee,20805.41
2024-03-07,Coffee,20907.84
2024-04-07,Coffee,20897.56
2024-05-07,Coffee,20854.27
2024-06-07,Coffee,20912.12
2024-08-07,Coffee,20835.29
2024-09-07,Coffee,20913.57
2024-10-07,Coffee,21766.93
2024-11-07,Coffee,21306.65
2024-12-07,Coffee,21301.51
2024-07-13,Coffee,21500.0
2024-07-15,Coffee,21425.51
2024-07-16,Coffee,21900.0
2024-07-17,Coffee,21310.24
2024-07-18,Coffee,21379.78
2024-07-19,Coffee,21364.33
2024-07-20,Coffee,21221.21
2024-07-22,Coffee,21236.09
2024-07-23,Coffee,21293.25
2024-07-24,Coffee,21260.61
2024-07-25,Coffee,21369.97
2024-07-26,Coffee,21340.99
2024-07-27,Coffee,21189.75
2024-07-29,Coffee,21131.13
2024-07-30,Coffee,20983.13
2024-07-31,Coffee,21015.79
2024-01-08,Coffee,21810.5
2024-02-08,Coffee,20841.18
2024-03-08,Coffee,20925.93
2024-05-08,Coffee,20794.71
2024-06-08,Coffee,20779.41
2024-07-08,Coffee,20800.0
2024-08-08,Coffee,20849.59
2024-09-08,Coffee,20951.06
2024-10-08,Coffee,20961.92
2024-12-08,Coffee,21176.53
2024-08-13,Coffee,21160.0
2024-08-14,Coffee,21119.45
2024-08-15,Coffee,20900.0
2024-08-16,Coffee,21106.01
2024-08-17,Coffee,21318.96
2024-08-19,Coffee,21118.37
