Date,Total_Arrivals_MT,Weighted_Min_Price,Weighted_Max_Price,Weighted_Modal_Price,Markets_Reported
2022-03-28,2818.0,2184.58,2715.98,2465.55,63.0
2022-03-29,2731.0,2127.05,2644.58,2403.25,59.0
2022-03-30,2151.0,2213.12,2784.88,2519.71,52.0
2022-03-31,2099.0,2170.74,2800.05,2501.95,49.0
2022-04-01,2006.0,2121.68,2683.93,2425.52,41.0
2022-04-02,894.0,2282.58,2949.12,2603.78,35.0
2022-04-03,711.0,2020.28,2196.01,2119.04,15.0
2022-04-04,6003.0,1991.76,2463.27,2248.57,94.0
2022-04-05,4521.0,2054.3,2611.5,2346.2,88.0
2022-04-06,5392.0,2090.83,2638.92,2377.59,91.0
2022-04-07,3963.0,2011.06,2498.72,2265.29,91.0
2022-04-08,3801.0,2026.97,2573.63,2317.69,85.0
2022-04-09,2645.0,2095.36,2739.49,2414.28,60.0
2022-04-10,92.0,2000.4,2415.38,2173.95,7.0
2022-04-11,5111.0,2081.09,2595.57,2345.96,83.0
2022-04-12,4568.0,2085.99,2664.29,2377.64,83.0
2022-04-13,3953.0,2027.94,2593.92,2328.59,78.0
2022-04-14,945.0,2326.3,3193.61,2762.43,14.0
2022-04-15,961.0,2284.88,3072.4,2660.26,26.0
2022-04-16,1766.0,2215.59,2936.04,2572.54,41.0
2022-04-17,437.0,1960.46,2167.11,2054.12,14.0
2022-04-18,4304.0,2049.86,2630.54,2364.61,99.0
2022-04-19,3842.0,2131.54,2670.06,2417.33,77.0
2022-04-20,2835.0,2098.55,2735.41,2428.23,79.0
2022-04-21,3197.0,2124.78,2992.68,2427.1,86.0
2022-04-22,2293.0,2088.61,2692.99,2383.15,85.0
2022-04-23,1538.0,2205.22,2874.7,2535.24,61.0
2022-04-24,341.0,2600.36,2735.94,2658.63,16.0
2022-04-25,3088.0,2118.93,2682.86,2403.91,83.0
2022-04-26,2907.0,2179.25,2814.35,2484.39,72.0
2022-04-27,2588.0,2158.73,2703.61,2440.77,75.0
2022-04-28,2567.0,2048.95,2538.36,2295.13,84.0
2022-04-29,2675.0,2238.17,2805.29,2536.61,77.0
2022-04-30,1746.0,2171.84,2757.18,2479.44,44.0
2022-05-01,129.0,2034.88,2206.71,2116.47,9.0
2022-05-02,2887.0,2118.47,2687.08,2395.5,87.0
2022-05-03,755.0,2374.23,3236.0,2811.04,17.0
2022-05-04,2243.0,2157.63,2687.82,2444.0,72.0
2022-05-05,2507.0,2144.87,2664.0,2403.98,83.0
2022-05-06,2010.0,2116.47,2762.68,2453.28,65.0
2022-05-07,469.0,2047.8,2604.61,2334.52,28.0
2022-05-08,301.0,1976.07,2386.36,2130.05,16.0
2022-05-09,2413.0,2136.23,2777.41,2474.36,72.0
2022-05-10,2220.0,2188.36,2842.94,2521.33,70.0
2022-05-11,1839.0,2202.68,2741.64,2486.64,67.0
2022-05-12,920.0,2232.27,2945.83,2593.96,32.0
2022-05-13,690.0,2040.29,2474.4,2276.19,42.0
2022-05-14,1451.0,2229.6,2796.37,2501.33,58.0
2022-05-15,270.0,2045.38,2375.28,2223.66,19.0
2022-05-16,746.0,2319.55,3003.9,2662.01,25.0
2022-05-17,2623.0,2132.1,2733.78,2435.52,80.0
2022-05-18,2133.0,2128.84,2651.98,2409.18,82.0
2022-05-19,2065.0,2047.04,2539.12,2297.47,85.0
2022-05-20,1661.0,2037.75,2533.75,2296.69,74.0
2022-05-21,1651.0,2175.65,2845.56,2463.98,59.0
2022-05-22,109.0,1944.68,2200.84,2094.47,12.0
2022-05-23,2254.0,2109.24,2644.94,2367.08,92.0
2022-05-24,2528.0,2113.72,2694.55,2408.27,71.0
2022-05-25,1540.0,2138.34,2730.43,2422.49,72.0
2022-05-26,1682.0,2129.69,2712.41,2405.46,81.0
2022-05-27,1738.0,2202.79,2797.67,2496.36,68.0
2022-05-28,1368.0,2215.15,2880.54,2543.85,54.0
2022-05-29,130.0,2095.78,2505.11,2308.71,10.0
2022-05-30,1693.0,2207.87,2873.55,2535.66,51.0
2022-05-31,2080.0,2137.79,2752.45,2432.33,75.0
2022-06-01,1318.0,2191.03,2814.87,2499.77,64.0
2022-06-02,779.0,2267.68,3074.27,2628.39,34.0
2022-06-03,273.0,1889.71,2405.07,2160.85,35.0
2022-06-04,915.0,2048.55,2692.5,2268.74,52.0
2022-06-05,115.0,1955.83,2324.7,2100.37,12.0
2022-06-06,428.0,1954.4,2366.06,2138.34,46.0
2022-06-07,2296.0,2197.44,2794.45,2495.75,79.0
2022-06-08,1515.0,2193.19,2805.18,2517.79,69.0
2022-06-09,1854.0,2174.94,3181.92,2495.18,83.0
2022-06-10,1506.0,2155.68,2779.91,2458.18,77.0
2022-06-11,1337.0,2181.06,2823.61,2492.11,62.0
2022-06-12,110.0,1886.62,2316.13,2079.03,15.0
2022-06-13,1896.0,2129.64,2750.94,2436.59,86.0
2022-06-14,2109.0,2171.77,2756.36,2440.99,67.0
2022-06-15,1493.0,2168.41,3240.24,2690.42,69.0
2022-06-16,745.0,2195.01,3043.12,2618.61,48.0
2022-06-17,1183.0,2127.39,3023.71,2572.67,73.0
2022-06-18,1185.0,2198.7,3137.57,2643.75,61.0
2022-06-19,76.0,1968.5,2318.47,2129.28,13.0
2022-06-20,3539.0,2176.5,3447.99,2814.93,83.0
2022-06-21,1884.0,2174.93,3219.41,2709.21,74.0
2022-06-22,1507.0,2173.96,2921.83,2535.99,77.0
2022-06-23,1335.0,2123.38,2810.07,2358.77,70.0
2022-06-24,1338.0,2187.73,3195.32,2698.67,72.0
2022-06-25,1107.0,2206.08,3262.32,2715.98,53.0
2022-06-26,68.0,1943.75,2228.87,2080.66,12.0
2022-06-27,1623.0,2128.93,3051.6,2541.33,81.0
2022-06-28,1536.0,2169.2,2744.08,2459.75,59.0
2022-06-29,1359.0,2157.12,2999.42,2569.21,70.0
2022-06-30,1247.0,2168.7,2990.55,2557.54,68.0
2022-07-01,1034.0,2280.36,3389.16,2812.74,39.0
2022-07-02,428.0,2120.04,3358.34,2748.28,26.0
2022-07-03,85.0,2250.71,2574.87,2401.73,11.0
2022-07-04,1585.0,2188.13,3038.6,2607.63,79.0
2022-07-05,1770.0,2222.16,3310.67,2758.47,71.0
2022-07-06,1275.0,2181.93,3062.98,2605.46,77.0
2022-07-07,1523.0,2165.47,3040.41,2595.43,79.0
2022-07-08,1090.0,2208.46,3200.78,2695.42,68.0
2022-07-09,1141.0,2260.75,3203.7,2727.19,50.0
2022-07-10,90.0,2380.68,2676.29,2518.36,10.0
2022-07-11,1337.0,2210.52,3258.25,2731.02,63.0
2022-07-12,1325.0,2221.16,3439.37,2827.8,56.0
2022-07-13,1048.0,2269.02,3366.8,2809.81,57.0
2022-07-14,1210.0,2238.02,3338.27,2777.54,69.0
2022-07-15,1260.0,2222.36,3186.84,2691.36,67.0
2022-07-16,295.0,2593.87,2953.13,2775.57,26.0
2022-07-17,65.0,2023.03,2313.18,2141.72,12.0
2022-07-18,1413.0,2138.94,3270.89,2699.56,59.0
2022-07-19,1705.0,2246.08,3187.85,2715.2,75.0
2022-07-20,1808.0,2225.67,3178.27,2698.82,83.0
2022-07-21,1168.0,2216.59,2616.89,2417.09,70.0
2022-07-22,1506.0,2328.48,3065.89,2687.63,81.0
2022-07-23,859.0,2290.65,3347.45,2808.02,48.0
2022-07-24,114.0,2260.82,2657.73,2441.75,15.0
2022-07-25,1528.0,2243.93,2800.27,2514.74,77.0
2022-07-26,1523.0,2309.32,3329.59,2817.45,66.0
2022-07-27,1639.0,2282.4,2814.27,2542.0,75.0
2022-07-28,1661.0,2533.71,3039.57,2780.91,60.0
2022-07-29,1165.0,2247.8,3202.19,2720.76,63.0
2022-07-30,509.0,2491.43,3099.88,2770.9,44.0
2022-07-31,121.0,2261.26,2671.08,2473.74,15.0
2022-08-01,1017.0,2240.15,3508.88,2870.92,38.0
2022-08-02,1331.0,2321.08,3476.98,2883.84,47.0
2022-08-03,1832.0,2300.53,2846.71,2560.69,75.0
2022-08-04,1667.0,2249.59,3173.7,2703.03,83.0
2022-08-05,1275.0,2263.31,3345.01,2795.59,71.0
2022-08-06,654.0,2264.27,2749.73,2472.74,55.0
2022-08-07,132.0,2439.89,2839.36,2623.63,15.0
2022-08-08,1815.0,2310.9,3428.7,2871.43,65.0
2022-08-09,1107.0,2294.15,3837.3,3070.87,13.0
2022-08-10,1271.0,2265.51,3233.47,2733.79,65.0
2022-08-11,747.0,2264.61,3363.8,2798.5,37.0
2022-08-12,1281.0,2297.48,3304.18,2795.04,64.0
2022-08-13,1472.0,2678.76,3630.33,3149.23,64.0
2022-08-14,75.0,2201.05,2415.97,2302.37,11.0
2022-08-15,22.0,2181.82,2313.64,2240.91,5.0
2022-08-16,1187.0,2346.14,3665.89,2998.86,18.0
2022-08-17,1661.0,2270.04,3216.82,2743.37,79.0
2022-08-18,1126.0,2273.54,2903.69,2580.86,77.0
2022-08-19,665.0,2350.68,2932.62,2624.72,52.0
2022-08-20,674.0,2373.79,2986.23,2667.78,55.0
2022-08-21,135.0,2511.26,2734.81,2619.04,14.0
2022-08-22,1820.0,2333.37,3403.25,2878.55,73.0
2022-08-23,1405.0,2278.11,3223.16,2745.27,66.0
2022-08-24,1667.0,2316.5,3370.89,2834.12,70.0
2022-08-25,1031.0,2324.1,3238.42,2773.3,72.0
2022-08-26,921.0,2365.85,3809.09,3070.56,13.0
2022-08-27,348.0,2537.44,3196.63,2829.61,27.0
2022-08-28,48.0,2219.58,2405.73,2331.15,6.0
2022-08-29,383.0,2264.0,2866.56,2524.74,28.0
2022-08-30,1268.0,2279.54,3420.66,2841.68,47.0
2022-08-31,74.0,3350.18,4074.91,3688.51,7.0
2022-09-01,311.0,2153.27,2470.9,2318.91,35.0
2022-09-02,425.0,2329.42,2836.46,2578.28,45.0
2022-09-03,734.0,2405.56,2857.0,2614.57,48.0
2022-09-04,66.0,1925.32,2479.09,2206.08,8.0
2022-09-05,823.0,2305.24,3500.75,2913.71,43.0
2022-09-06,188.0,2185.16,2396.05,2289.79,26.0
2022-09-07,1085.0,2354.41,3053.45,2702.01,63.0
2022-09-08,991.0,2377.53,3089.81,2727.85,56.0
2022-09-09,146.0,2600.85,3128.77,2906.93,18.0
2022-09-10,981.0,2408.45,3268.77,2865.6,32.0
2022-09-11,70.0,2641.47,2918.17,2795.07,6.0
2022-09-12,822.0,2418.04,3363.68,2932.44,16.0
2022-09-13,984.0,2428.5,3296.3,2860.92,25.0
2022-09-14,280.0,2550.7,3049.07,2765.71,28.0
2022-09-15,1241.0,2385.27,2994.75,2681.66,65.0
2022-09-16,730.0,2369.65,3189.84,2777.82,29.0
2022-09-17,955.0,2482.46,3277.11,2877.95,38.0
2022-09-18,68.0,2299.12,2558.41,2392.09,10.0
2022-09-19,1118.0,2524.57,3337.56,2929.16,28.0
2022-09-20,1075.0,2489.69,3325.07,2908.02,33.0
2022-09-21,171.0,2450.35,2735.97,2605.37,29.0
2022-09-22,1118.0,2460.66,3183.86,2826.19,52.0
2022-09-23,1125.0,2441.86,3175.56,2804.58,63.0
2022-09-24,535.0,2383.66,2917.48,2646.22,45.0
2022-09-25,76.0,2189.01,2418.13,2317.76,7.0
2022-09-26,171.0,2715.99,2965.77,2863.42,22.0
2022-09-27,945.0,2429.76,3277.4,2849.79,29.0
2022-09-28,1092.0,2413.08,3092.93,2750.48,64.0
2022-09-29,1255.0,2431.91,3149.27,2789.35,68.0
2022-09-30,992.0,2472.54,3193.88,2835.09,60.0
2022-10-01,723.0,2564.21,3324.39,2948.5,36.0
2022-10-02,98.0,2182.58,2440.93,2308.5,6.0
2022-10-03,810.0,2448.32,3105.72,2770.63,54.0
2022-10-04,1442.0,2479.89,3240.27,2854.49,59.0
2022-10-05,884.0,2608.75,3533.12,3071.47,22.0
2022-10-06,1260.0,2474.38,3234.64,2851.89,64.0
2022-10-07,537.0,2462.84,2963.31,2710.99,60.0
2022-10-08,1112.0,2469.4,3259.76,2860.26,48.0
2022-10-09,106.0,2417.7,2767.5,2585.34,7.0
2022-10-10,1288.0,2480.46,3180.36,2825.87,61.0
2022-10-11,230.0,2498.39,2981.15,2760.18,36.0
2022-10-12,1057.0,2457.61,3179.66,2819.93,69.0
2022-10-13,1364.0,2452.33,3138.96,2788.69,72.0
2022-10-14,1246.0,2477.97,3252.61,2856.0,66.0
2022-10-15,1046.0,2475.63,3274.7,2860.51,57.0
2022-10-16,123.0,2121.26,2424.34,2254.16,12.0
2022-10-17,1670.0,2517.66,3415.59,2962.42,70.0
2022-10-18,1568.0,2525.91,3374.56,2935.42,63.0
2022-10-19,1385.0,2540.37,3356.43,2936.68,63.0
2022-10-20,1263.0,2489.64,3282.88,2886.12,64.0
2022-10-21,1225.0,2516.76,3356.1,2924.03,57.0
2022-10-22,1172.0,2571.11,3489.38,3018.09,27.0
2022-10-23,97.0,2567.01,3341.24,2968.56,5.0
2022-10-24,56.0,3533.93,3982.14,3753.57,4.0
2022-10-25,194.0,3015.72,3770.08,3356.2,7.0
2022-10-26,1204.0,2568.23,3584.23,3073.82,26.0
2022-10-27,740.0,2641.18,3487.51,3043.09,37.0
2022-10-28,441.0,2653.62,3214.93,2924.26,49.0
2022-10-29,2629.0,2571.66,6549.21,4471.17,46.0
2022-10-30,122.0,2549.92,2905.09,2737.05,11.0
2022-10-31,1071.0,2455.73,3275.25,2853.94,61.0
2022-11-01,1106.0,2552.04,3317.48,2923.41,61.0
2022-11-02,896.0,2539.14,3296.56,2898.55,58.0
2022-11-03,1325.0,2553.81,3382.36,2940.22,68.0
2022-11-04,985.0,2576.5,3409.5,2969.89,52.0
2022-11-05,1009.0,2548.6,3376.78,2939.04,53.0
2022-11-06,142.0,2511.17,2909.01,2702.69,14.0
2022-11-07,1281.0,2560.54,3433.15,2988.06,66.0
2022-11-08,1101.0,2633.96,3440.76,2978.97,27.0
2022-11-09,1332.0,2561.6,3399.19,2960.93,64.0
2022-11-10,937.0,2561.06,3334.04,2921.38,69.0
2022-11-11,1143.0,2572.04,3427.21,2983.0,61.0
2022-11-12,453.0,2650.1,3339.27,2952.96,38.0
2022-11-13,87.0,2493.16,3002.4,2720.11,9.0
2022-11-14,304.0,2375.71,3203.5,2732.07,24.0
2022-11-15,526.0,2607.99,3334.49,2939.52,46.0
2022-11-16,1260.0,2584.16,3480.92,3009.5,67.0
2022-11-17,1320.0,2698.28,3685.38,3173.27,70.0
2022-11-18,643.0,2609.92,3357.46,2937.26,66.0
2022-11-19,581.0,2623.7,3272.84,2915.31,51.0
2022-11-20,119.0,2744.39,3143.1,2924.99,13.0
2022-11-21,425.0,2744.68,3261.0,3036.44,41.0
2022-11-22,468.0,2646.51,3377.63,2963.06,42.0
2022-11-23,1162.0,2711.11,3838.92,3259.43,54.0
2022-11-24,879.0,2662.24,3657.46,3130.59,50.0
2022-11-25,140.0,2623.29,3059.99,2825.61,24.0
2022-11-26,782.0,2662.21,3663.23,3138.66,45.0
2022-11-27,101.0,2690.8,3118.7,2918.43,9.0
2022-11-28,458.0,2612.52,3412.33,2976.39,27.0
2022-11-29,159.0,2781.86,3231.2,3030.2,21.0
2022-11-30,765.0,2639.34,3698.58,3118.81,59.0
2022-12-01,225.0,2443.65,2834.17,2667.02,35.0
2022-12-02,823.0,2716.49,3651.16,3152.86,60.0
2022-12-03,1098.0,2724.66,3942.26,3304.91,51.0
2022-12-04,40.0,2470.0,2750.0,2571.75,9.0
2022-12-05,649.0,2729.17,4120.72,3438.2,25.0
2022-12-06,256.0,2781.18,3204.37,3001.43,33.0
2022-12-07,218.0,2623.76,3217.77,2930.08,27.0
2022-12-08,976.0,2637.56,3652.61,3107.42,68.0
2022-12-09,798.0,2637.61,3726.39,3152.11,61.0
2022-12-10,965.0,2688.97,3868.15,3245.35,54.0
2022-12-11,102.0,2809.56,3132.22,2957.99,10.0
2022-12-12,1534.0,2747.22,3819.01,3264.12,66.0
2022-12-13,1534.0,2700.92,3965.78,3314.63,63.0
2022-12-14,1032.0,2719.47,3857.95,3269.84,61.0
2022-12-15,1571.0,2676.77,3630.97,3133.27,64.0
2022-12-16,877.0,2742.16,3859.26,3294.42,56.0
2022-12-17,850.0,2707.37,3806.53,3215.32,52.0
2022-12-18,81.0,2825.28,3242.83,3027.48,9.0
2022-12-19,1115.0,2730.0,4468.46,3571.96,61.0
2022-12-20,1426.0,2763.17,4889.98,3801.66,62.0
2022-12-21,889.0,2758.25,4668.21,3668.72,45.0
2022-12-22,172.0,2747.77,3353.05,3058.42,24.0
2022-12-23,877.0,2842.76,4806.28,3829.2,53.0
2022-12-24,538.0,2718.67,3468.08,3002.72,43.0
2022-12-25,43.0,2552.33,3030.23,2680.23,5.0
2022-12-26,369.0,2961.88,3419.81,3189.04,27.0
2022-12-27,176.0,2751.32,3323.51,3065.84,24.0
2022-12-28,896.0,2781.64,4279.46,3481.46,60.0
2022-12-29,905.0,2713.6,3953.52,3291.21,66.0
2022-12-30,668.0,2706.86,3479.51,3041.16,66.0
2022-12-31,977.0,2802.95,4465.21,3583.32,47.0
2023-01-01,43.0,2699.47,2870.65,2815.16,10.0
2023-01-02,1161.0,2859.12,5147.88,4006.89,33.0
2023-01-03,827.0,2880.36,5132.59,4005.2,28.0
2023-01-04,1245.0,2795.82,4797.69,3734.04,44.0
2023-01-05,62.0,2873.47,3437.55,3145.44,11.0
2023-01-06,92.0,2940.62,3603.99,3273.87,16.0
2023-01-07,476.0,2726.02,3519.18,3011.36,37.0
2023-01-08,11.0,2381.09,3001.82,2651.27,4.0
2023-01-09,128.0,2668.23,3269.15,3010.24,10.0
2023-01-10,67.0,2837.45,3498.73,3150.18,14.0
2023-01-11,1162.0,2806.99,4807.41,3759.86,57.0
2023-01-12,921.0,2764.99,4567.6,3607.17,44.0
2023-01-13,39.0,2496.59,2975.23,2749.69,13.0
2023-01-14,180.0,2940.81,3381.66,3158.19,35.0
2023-01-15,27.0,2550.11,2803.7,2696.3,3.0
2023-01-16,78.0,2390.9,2831.18,2601.9,12.0
2023-01-17,1053.0,2819.26,4831.26,3777.11,46.0
2023-01-18,23.0,2445.83,3019.74,2679.7,11.0
2023-01-19,807.0,2788.46,5336.54,4062.5,22.0
2023-01-20,547.0,2762.25,5301.63,4031.85,31.0
2023-01-21,1010.0,2831.43,4705.5,3713.81,36.0
2023-01-22,99.0,2848.76,3199.63,3014.68,12.0
2023-01-23,1076.0,2806.46,4927.22,3630.33,65.0
2023-01-24,1324.0,2848.44,4674.14,3714.82,62.0
2023-01-25,968.0,2827.56,4540.59,3636.43,64.0
2023-01-26,67.0,2892.54,3362.69,3124.63,5.0
2023-01-27,1507.0,2754.69,4606.9,3636.56,62.0
2023-01-28,1100.0,2721.2,4638.71,3643.48,50.0
2023-01-29,88.0,2784.95,3180.98,2989.78,9.0
2023-01-30,1204.0,2736.12,4482.27,3566.88,70.0
2023-01-31,1319.0,2700.33,4588.85,3607.56,67.0
2023-02-01,621.0,2771.23,3549.42,3073.01,56.0
2023-02-02,1266.0,2725.9,4511.24,3584.73,71.0
2023-02-03,1037.0,2771.67,4465.08,3555.26,65.0
2023-02-04,943.0,2752.14,4457.65,3536.9,50.0
2023-02-05,113.0,2735.85,3105.77,2922.57,14.0
2023-02-06,1418.0,2664.46,4695.37,3561.85,72.0
2023-02-07,1318.0,2725.76,4671.43,3653.55,61.0
2023-02-08,1026.0,2699.36,4448.53,3516.62,65.0
2023-02-09,1112.0,2704.6,4428.8,3519.33,66.0
2023-02-10,1139.0,2690.89,4410.51,3504.65,58.0
2023-02-11,1307.0,2675.24,5027.91,3597.46,52.0
2023-02-12,154.0,2753.9,3400.6,3093.51,12.0
2023-02-13,1624.0,2673.68,4678.29,3639.61,66.0
2023-02-14,2304.0,2359.29,3656.36,2992.56,73.0
2023-02-15,1207.0,2534.25,3901.43,3188.73,76.0
2023-02-16,1457.0,2479.11,3699.5,3067.07,80.0
2023-02-17,1658.0,2448.22,3745.61,3056.21,88.0
2023-02-18,150.0,3297.89,3799.87,3559.58,15.0
2023-02-19,125.0,2507.12,3061.45,2766.0,13.0
2023-02-20,2334.0,2496.78,4080.45,3256.13,71.0
2023-02-21,2376.0,2378.73,3737.44,3052.65,79.0
2023-02-22,1614.0,2292.39,3410.89,2877.69,76.0
2023-02-23,2385.0,2324.49,3114.86,2741.15,90.0
2023-02-24,1794.0,2305.27,3358.8,2826.3,80.0
2023-02-25,2172.0,2496.77,3914.22,3183.58,56.0
2023-02-26,265.0,2147.38,2579.46,2456.09,19.0
2023-02-27,2035.0,2150.86,2667.86,2407.09,87.0
2023-02-28,3555.0,2290.37,3750.37,2976.03,81.0
2023-03-01,2970.0,2190.58,3107.5,2660.95,98.0
2023-03-02,3214.0,2139.89,3072.03,2633.79,98.0
2023-03-03,3103.0,2146.93,3081.74,2604.47,92.0
2023-03-04,3169.0,2237.93,3342.33,2792.01,76.0
2023-03-05,333.0,2101.62,2565.49,2320.56,18.0
2023-03-06,3327.0,2274.28,3643.16,2971.4,62.0
2023-03-07,90.0,2999.82,3843.78,3450.63,10.0
2023-03-08,3482.0,2275.25,3694.37,3005.09,87.0
2023-03-09,4283.0,2104.93,3058.28,2611.75,87.0
2023-03-10,4479.0,1863.9,2715.4,2315.22,91.0
2023-03-11,2597.0,2175.83,3166.58,2666.11,75.0
2023-03-12,559.0,2027.86,2371.44,2217.76,15.0
2023-03-13,4844.0,2095.9,3169.81,2656.17,73.0
2023-03-14,4681.0,2165.35,3428.5,2784.18,87.0
2023-03-15,4177.0,2047.34,2959.59,2537.15,92.0
2023-03-16,3790.0,2202.53,3182.61,2690.64,93.0
2023-03-17,3160.0,2301.12,3811.72,3073.91,93.0
2023-03-18,1302.0,2140.66,2781.62,2431.62,62.0
2023-03-19,699.0,2059.55,2421.93,2262.67,21.0
2023-03-20,4290.0,2156.07,3284.59,2739.45,90.0
2023-03-21,4934.0,2210.03,3272.21,2759.59,77.0
2023-03-22,1578.0,2377.71,4060.99,3218.15,37.0
2023-03-23,5993.0,2020.69,2541.04,2282.69,96.0
2023-03-24,5900.0,2107.17,2990.28,2589.02,98.0
2023-03-25,3855.0,2205.37,3177.86,2697.5,78.0
2023-03-26,849.0,2053.64,2338.76,2187.5,19.0
2023-03-27,5803.0,2187.06,3142.93,2657.76,88.0
2023-03-28,4809.0,2139.46,2924.7,2535.42,80.0
2023-03-29,3527.0,2209.35,3192.65,2753.93,84.0
2023-03-30,952.0,2248.34,2974.6,2538.89,25.0
2023-03-31,2154.0,2407.34,3678.15,3005.54,59.0
2023-04-01,2629.0,2372.52,3774.72,3064.23,52.0
2023-04-02,593.0,1989.77,2266.08,2146.7,18.0
2023-04-03,5402.79,2122.47,3183.38,2698.69,77.0
2023-04-04,2057.0,2518.61,4188.15,3361.26,25.0
2023-04-05,5956.28,2083.65,2993.72,2576.38,97.0
2023-04-06,3491.94,2223.51,3267.39,2773.33,62.0
2023-04-07,1939.49,2392.97,4055.92,3191.2,37.0
2023-04-08,3195.33,2199.28,3241.42,2730.15,75.0
2023-04-09,480.0,2188.54,2611.38,2410.33,19.0
2023-04-10,5524.48,2174.23,3214.09,2731.65,97.0
2023-04-11,5932.21,2212.13,3219.38,2742.16,92.0
2023-04-12,3991.0,2221.13,3166.13,2704.11,90.0
2023-04-13,4627.44,2178.72,3012.77,2614.99,101.0
2023-04-14,932.17,2589.04,4534.32,3568.66,17.0
2023-04-15,3402.26,2149.17,2991.07,2555.25,73.0
2023-04-16,237.0,2057.13,2549.49,2286.32,15.0
2023-04-17,4250.57,2193.91,3060.57,2632.22,95.0
2023-04-18,4023.08,2280.41,3370.19,2837.52,89.0
2023-04-19,3440.29,2261.14,3473.62,2864.09,86.0
2023-04-20,3301.92,2228.07,3141.39,2693.49,81.0
2023-04-21,2438.21,2274.44,3357.82,2815.5,81.0
2023-04-22,782.82,2619.52,4517.05,3571.96,21.0
2023-04-23,527.0,2133.02,2886.9,2629.45,14.0
2023-04-24,3606.04,2165.9,2942.27,2544.83,93.0
2023-04-25,2689.81,2276.35,3450.24,2841.02,85.0
2023-04-26,2774.76,2216.04,3095.93,2653.87,85.0
2023-04-27,2300.2,2296.67,3392.64,2832.32,73.0
2023-04-28,942.85,2459.17,3550.04,2955.83,39.0
2023-04-29,1456.22,2103.3,3789.7,3092.58,37.0
2023-04-30,138.0,2421.92,2831.52,2629.17,9.0
2023-05-01,90.0,2561.67,2753.0,2657.37,8.0
2023-05-02,3466.24,2319.3,3559.89,2913.24,81.0
2023-05-03,2305.29,2386.46,3804.46,3091.81,85.0
2023-05-04,2585.65,2081.89,2582.78,2329.23,84.0
2023-05-05,882.17,2565.87,4273.25,3429.23,24.0
2023-05-06,2150.72,2299.23,3292.96,2776.01,73.0
2023-05-07,237.0,2252.04,3290.47,2435.46,16.0
2023-05-08,3439.86,2277.22,3355.91,2830.49,95.0
2023-05-09,3088.7,2383.91,3661.57,3014.44,77.0
2023-05-10,1765.25,2283.91,2830.13,2531.99,78.0
2023-05-11,2060.3,2232.98,3050.2,2634.02,86.0
2023-05-12,1663.67,2401.05,3784.09,3105.87,74.0
2023-05-13,1890.53,2296.73,3404.96,2832.19,70.0
2023-05-14,199.0,2443.25,2876.24,2633.02,14.0
2023-05-15,2671.56,2322.13,3399.51,2834.06,87.0
2023-05-16,2735.21,2425.19,3711.28,3057.35,74.0
2023-05-17,2084.6,2316.89,3286.96,2790.49,78.0
2023-05-18,2407.7,2152.87,2975.17,2542.65,92.0
2023-05-19,1493.0,2251.53,2820.64,2511.91,72.0
2023-05-20,1679.0,2328.21,3308.9,2787.73,62.0
2023-05-21,201.0,2362.1,2806.73,2573.98,16.0
2023-05-22,2039.15,2345.33,3477.13,2865.06,75.0
2023-05-23,3392.2,2179.06,3029.46,2611.83,86.0
2023-05-24,2063.97,2400.31,3454.95,2893.61,83.0
2023-05-25,1788.88,2334.24,3410.42,2837.98,84.0
2023-05-26,1646.31,2363.58,3253.73,2769.87,83.0
2023-05-27,1768.7,2394.73,3639.99,2988.48,68.0
2023-05-28,250.0,2400.98,2753.11,2554.3,16.0
2023-05-29,1967.0,2380.85,3658.8,2997.45,72.0
2023-05-30,3085.8,2372.19,3706.74,3027.85,80.0
2023-05-31,2331.67,2363.21,3481.09,2874.35,80.0
2023-06-01,2346.0,2343.8,3428.62,2858.32,93.0
2023-06-02,1793.0,2342.29,3408.7,2857.18,85.0
2023-06-03,2635.0,2470.05,4083.29,3259.68,71.0
2023-06-04,215.0,2298.35,2902.31,2585.68,16.0
2023-06-05,2425.0,2345.44,3446.76,2888.13,90.0
2023-06-06,2743.0,2389.44,3694.07,3023.31,82.0
2023-06-07,2089.0,2353.3,3455.96,2889.82,89.0
2023-06-08,2275.0,2401.42,3596.67,2981.95,98.0
2023-06-09,2182.0,2487.59,3975.59,3210.9,90.0
2023-06-10,1517.0,2487.53,4231.32,3313.67,69.0
2023-06-11,181.0,2406.77,2813.74,2543.57,16.0
2023-06-12,2246.0,2458.72,3918.15,3167.09,90.0
2023-06-13,2551.0,2531.44,4329.33,3359.17,81.0
2023-06-14,1815.0,2404.41,3647.51,2994.91,81.0
2023-06-15,1986.0,2381.52,3466.05,2905.63,89.0
2023-06-16,1542.0,2467.48,3946.79,3171.92,82.0
2023-06-17,1709.0,2527.85,4204.37,3343.48,66.0
2023-06-18,188.0,2537.56,2936.22,2724.58,17.0
2023-06-19,2244.0,2537.29,4315.52,3399.41,87.0
2023-06-20,2067.0,2539.31,4439.23,3471.57,86.0
2023-06-21,1461.0,2476.88,3799.61,3104.29,77.0
2023-06-22,1883.0,2473.11,4110.09,3260.15,84.0
2023-06-23,1584.0,2506.41,4206.46,3323.8,76.0
2023-06-24,1416.0,2582.87,4357.82,3437.9,68.0
2023-06-25,158.0,2436.22,2812.06,2594.73,14.0
