Date,WHEAT,SUGAR,COFFEE,COTTON,SOYBEANS
2012-09-04,866.0,19.34,164.9,75.03,1771.0
2012-10-04,869.25,21.6,175.05,70.4,1551.5
2012-12-04,838.5,19.44,137.35,71.91,1455.5
2012-01-05,629.25,23.13,219.55,94.74,1201.25
2012-03-05,667.75,24.68,201.5,92.71,1319.25
2012-04-05,638.5,24.58,183.0,88.54,1434.0
2012-06-05,613.25,19.06,156.2,66.89,1349.5
2012-07-05,822.5,21.92,179.25,70.92,1626.5
2012-09-05,845.75,19.01,160.45,74.89,1748.0
2012-10-05,857.5,21.54,168.1,69.8,1551.5
2012-11-05,866.0,19.33,150.9,70.4,1504.25
2012-12-05,842.25,19.57,139.6,72.04,1479.25
2012-01-06,624.75,23.29,221.75,95.86,1189.5
2012-02-06,668.5,24.5,218.8,96.31,1233.0
2012-03-06,654.0,24.05,192.95,92.37,1329.75
2012-04-06,638.5,24.58,183.0,88.54,1434.0
2012-06-06,624.25,19.9,155.9,69.89,1386.25
2012-07-06,791.25,22.25,175.9,70.78,1619.75
2012-08-06,893.25,21.83,175.5,75.12,1607.5
2012-09-06,872.0,18.87,157.9,75.59,1744.5
2012-11-06,877.0,19.59,150.6,70.1,1516.75
2012-12-06,845.25,19.36,140.45,72.24,1491.25
2012-02-07,662.25,24.4,220.95,94.57,1232.0
2012-03-07,633.0,23.92,188.4,91.38,1321.5
2012-05-07,606.25,21.05,174.15,84.84,1463.5
2012-06-07,641.75,19.76,156.65,73.89,1428.0
2012-08-07,889.0,21.42,172.65,74.96,1605.25
2012-09-07,884.75,19.38,162.7,75.72,1731.75
2012-11-07,894.0,18.95,151.2,69.83,1508.75
2012-12-07,844.25,19.21,142.1,73.79,1472.25
2012-02-08,660.75,24.48,220.05,93.62,1231.5
2012-03-08,630.5,23.96,189.35,89.48,1332.5
2012-05-08,609.0,20.37,175.15,84.51,1437.75
2012-06-08,630.25,19.98,155.6,72.9,1426.25
2012-08-08,899.25,21.09,170.5,75.5,1630.0
2012-10-08,861.0,21.42,169.1,70.43,1551.0
2012-11-08,902.5,18.84,151.4,69.26,1499.25
2012-01-09,641.75,23.34,221.85,96.44,1225.75
2012-02-09,646.0,24.53,216.0,90.38,1227.5
2012-03-09,638.75,23.66,185.6,88.8,1331.75
2012-04-09,643.0,24.43,178.05,89.48,1431.0
2012-05-09,591.25,20.38,175.15,85.82,1427.75
2012-07-09,810.75,22.7,181.75,70.84,1665.0
2012-08-09,913.0,20.8,166.45,75.59,1694.5
2012-10-09,864.25,21.47,165.3,70.49,1550.0
2012-11-09,886.5,19.06,149.9,69.58,1452.0
2012-01-10,639.75,23.32,225.95,96.96,1223.75
2012-02-10,630.0,24.67,215.3,90.61,1229.0
2012-04-10,625.75,23.87,178.15,89.73,1426.0
2012-05-10,594.75,20.45,178.5,81.82,1452.25
2012-07-10,804.75,22.49,183.75,70.07,1648.75
2012-08-10,885.25,20.74,166.25,72.9,1709.5
2012-09-10,868.25,19.43,173.4,74.98,1713.0
2012-10-10,869.75,21.26,163.45,72.1,1523.25
2012-12-10,832.75,18.76,138.1,73.4,1474.75
2012-01-11,641.0,23.69,234.9,96.87,1197.5
2012-04-11,628.0,23.95,180.65,91.38,1422.0
2012-05-11,592.75,20.22,176.55,78.97,1404.0
2012-06-11,630.5,20.47,155.1,75.09,1424.75
2012-07-11,807.75,22.88,182.7,70.64,1623.0
2012-09-11,860.0,19.44,177.25,74.28,1696.5
2012-10-11,886.0,20.45,160.75,70.71,1548.5
2012-12-11,805.75,18.88,141.15,74.9,1472.0
2012-01-12,605.0,23.27,233.9,95.69,1178.5
2012-03-12,652.75,23.77,182.6,88.0,1330.5
2012-04-12,639.25,24.22,182.9,93.0,1441.0
2012-06-12,616.0,20.36,154.2,75.57,1435.0
2012-07-12,832.75,22.46,181.15,69.36,1625.75
2012-09-12,867.0,19.72,177.15,72.83,1740.75
2012-10-12,856.75,20.05,161.7,71.36,1522.5
2012-11-12,857.75,19.36,153.05,70.88,1411.0
2012-12-12,794.75,18.54,138.15,75.12,1473.5
2013-02-01,765.0,18.89,147.95,82.98,1474.25
2013-03-01,713.25,17.91,142.9,83.68,1464.5
2013-04-01,664.0,17.69,138.4,87.39,1390.75
2013-05-01,710.5,17.33,134.5,82.09,1437.5
2013-07-01,645.75,16.69,121.2,84.29,1570.5
2013-08-01,658.0,16.83,115.6,85.88,1357.75
2013-10-01,681.25,18.32,114.1,84.95,1268.0
2013-11-01,667.75,18.25,105.55,76.58,1266.0
2013-01-02,755.25,19.69,149.4,75.36,1405.5
2013-04-02,670.75,17.59,136.15,88.87,1394.0
2013-05-02,718.75,17.6,138.95,83.83,1441.0
2013-07-02,649.5,16.53,124.1,83.22,1573.0
2013-08-02,660.5,16.79,118.25,85.32,1331.0
2013-09-02,643.25,16.34,112.1,83.7,1424.0
2013-10-02,686.0,18.51,114.45,85.22,1273.75
2013-12-02,649.75,16.97,109.4,77.27,1321.25
2013-01-03,755.5,19.1,146.5,75.39,1403.0
2013-04-03,696.5,17.5,139.45,89.22,1380.25
2013-05-03,711.25,17.53,140.3,84.72,1455.0
2013-06-03,708.75,16.43,129.0,82.36,1532.5
2013-07-03,657.75,16.42,121.15,84.39,1583.5
2013-09-03,636.5,16.47,112.8,82.82,1435.5
2013-10-03,689.25,18.52,115.35,85.79,1288.25
2013-12-03,653.75,16.81,109.55,77.41,1319.75
2013-01-04,747.25,18.85,147.35,75.05,1389.0
2013-02-04,763.0,18.73,144.35,81.74,1488.75
2013-03-04,696.0,18.08,145.95,84.91,1490.25
2013-04-04,694.0,17.67,139.5,88.33,1372.0
2013-06-04,709.0,16.38,127.65,84.56,1528.75
2013-07-04,657.75,16.42,121.15,84.39,1583.5
2013-09-04,634.25,16.38,112.55,82.83,1397.75
2013-10-04,687.0,18.48,114.4,85.83,1295.0
2013-11-04,662.75,18.32,103.7,75.95,1264.0
2013-12-04,647.25,16.68,107.8,78.02,1329.5
2013-02-05,757.5,18.56,144.05,81.51,1495.5
2013-03-05,696.25,18.19,140.5,85.97,1496.5
2013-04-05,699.0,17.65,140.15,86.79,1361.75
2013-06-05,701.5,16.38,127.45,83.52,1532.0
2013-07-05,656.0,16.26,120.95,83.68,1588.0
2013-08-05,645.25,16.56,119.65,85.4,1329.75
2013-09-05,627.25,16.51,112.55,82.4,1423.0
2013-11-05,656.0,18.26,103.45,75.94,1259.25
2013-12-05,638.0,16.69,105.4,77.82,1328.0
2013-02-06,761.5,18.19,142.1,81.72,1487.5
2013-03-06,676.25,18.2,140.6,86.23,1484.5
2013-05-06,693.0,17.81,141.35,85.31,1444.5
2013-06-06,697.75,16.48,129.45,84.87,1527.25
2013-08-06,650.5,16.55,117.9,85.82,1324.25
2013-09-06,635.0,16.79,113.95,83.24,1437.0
2013-11-06,653.25,18.1,101.5,77.07,1263.0
2013-12-06,637.25,16.59,105.8,79.38,1325.5
2013-01-07,751.25,18.86,150.4,75.71,1410.75
2013-02-07,756.0,18.16,140.3,81.4,1486.75
2013-03-07,686.75,18.77,142.45,86.5,1503.5
2013-05-07,699.5,17.64,142.3,86.01,1463.5
2013-06-07,696.25,16.43,126.95,84.86,1528.25
2013-08-07,643.5,16.78,121.05,88.53,1327.75
2013-10-07,694.75,18.59,114.5,82.57,1296.5
2013-11-07,653.0,18.04,103.95,76.76,1278.75
2013-01-08,750.5,18.67,148.15,75.12,1413.75
2013-02-08,756.25,18.14,141.05,82.67,1452.5
2013-03-08,690.0,18.75,143.35,86.88,1508.5
2013-04-08,712.5,17.7,135.9,85.38,1378.0
2013-05-08,696.75,17.47,144.15,86.2,1479.0
2013-07-08,660.0,16.33,123.25,83.83,1609.25
2013-08-08,641.25,16.82,122.05,89.38,1355.75
2013-10-08,693.5,18.62,115.05,82.19,1288.75
2013-11-08,649.75,18.08,104.05,76.88,1306.0
2013-01-09,745.5,18.72,147.9,74.79,1419.75
2013-04-09,708.75,17.72,135.4,84.64,1395.5
2013-05-09,716.25,17.47,145.8,87.92,1491.25
2013-07-09,675.5,16.34,122.05,83.9,1613.25
2013-08-09,633.5,16.98,122.9,89.05,1340.75
2013-09-09,628.75,17.01,113.85,83.71,1404.25
2013-10-09,690.5,18.59,115.25,81.95,1287.75
2013-12-09,639.0,16.55,105.5,80.36,1343.75
2013-01-10,744.5,18.96,149.65,75.2,1417.5
2013-04-10,696.75,17.9,136.05,85.37,1392.75
2013-05-10,696.75,17.43,143.8,86.48,1488.25
2013-06-10,689.75,16.38,128.75,86.65,1511.75
2013-07-10,672.0,16.25,121.45,87.3,1591.75
2013-09-10,633.75,17.18,112.35,84.85,1403.75
2013-10-10,685.5,18.72,114.4,83.17,1288.0
2013-12-10,629.5,16.62,109.65,80.69,1338.25
2013-01-11,754.75,19.17,153.35,75.62,1424.75
2013-02-11,741.5,18.44,140.15,82.92,1431.5
2013-03-11,694.0,18.82,143.05,86.72,1514.75
2013-04-11,697.75,17.84,136.8,84.66,1402.0
2013-06-11,696.75,16.29,127.7,88.06,1540.5
2013-07-11,679.25,16.1,123.15,85.18,1601.25
2013-09-11,635.0,17.17,116.45,84.8,1405.25
2013-10-11,692.25,18.93,116.7,83.37,1266.75
2013-11-11,646.25,17.97,103.25,76.97,1308.0
2013-12-11,630.25,16.51,109.1,82.49,1344.0
2013-02-12,732.0,18.08,140.65,81.81,1420.75
2013-03-12,700.5,18.82,141.65,87.33,1489.75
2013-04-12,714.75,18.03,135.25,85.58,1413.0
2013-06-12,683.0,16.21,122.75,90.06,1540.75
2013-07-12,675.5,16.06,119.15,85.13,1563.25
2013-08-12,635.0,17.16,123.45,90.06,1373.75
2013-09-12,641.75,17.18,116.25,85.88,1442.0
2013-11-12,645.25,17.87,105.8,77.88,1319.25
2013-12-12,622.5,16.3,110.7,83.06,1323.75
2014-04-01,685.25,17.18,175.25,92.07,1484.5
2014-05-01,698.75,17.8,201.45,94.07,1473.5
2014-07-01,559.75,17.8,168.3,77.08,1400.0
2014-08-01,534.25,16.35,192.35,62.49,1215.0
2014-09-01,550.25,15.49,195.75,67.6,1089.5
2014-10-01,479.0,16.04,200.4,62.76,916.75
2014-12-01,606.75,15.59,189.35,60.18,1017.0
2014-01-02,597.0,16.29,111.4,84.04,1287.0
2014-04-02,669.25,16.97,172.7,91.51,1462.25
2014-05-02,707.75,17.45,200.6,94.19,1480.75
2014-06-02,620.75,17.18,172.35,86.48,1500.5
2014-07-02,561.75,17.87,171.05,76.69,1392.5
2014-09-02,543.5,15.82,204.45,66.34,1097.25
2014-10-02,482.75,16.05,208.6,62.45,924.5
2014-12-02,605.25,15.24,182.3,60.75,995.75
2014-01-03,605.75,16.08,116.35,82.94,1289.25
2014-02-03,563.75,15.74,135.95,85.01,1292.75
2014-03-03,626.75,17.8,192.6,87.86,1407.25
2014-04-03,676.0,17.18,174.6,90.98,1475.25
2014-06-03,612.5,17.19,171.15,87.36,1481.25
2014-07-03,568.0,17.81,169.4,76.22,1387.75
2014-09-03,523.5,15.62,197.3,66.7,1080.75
2014-10-03,485.75,16.44,206.5,63.07,912.25
2014-11-03,538.25,15.93,185.85,64.25,1028.75
2014-12-03,597.0,15.09,182.55,61.01,998.25
2014-02-04,584.5,16.06,136.25,85.4,1313.25
2014-03-04,639.75,17.74,185.15,88.32,1418.0
2014-04-04,669.75,17.35,185.0,92.4,1473.75
2014-06-04,614.5,17.04,170.2,86.08,1482.5
2014-07-04,568.0,17.81,169.4,76.22,1387.75
2014-08-04,544.0,16.32,190.5,63.92,1232.5
2014-09-04,525.25,15.13,197.45,66.77,1064.25
2014-11-04,530.5,15.68,188.2,62.8,1010.0
2014-12-04,599.75,15.21,181.55,61.52,1010.5
2014-02-05,587.5,16.1,143.1,85.52,1316.25
2014-03-05,637.25,18.23,200.65,87.9,1420.0
2014-05-05,721.25,17.47,202.4,94.62,1472.0
2014-06-05,605.75,16.83,169.15,85.5,1460.5
2014-08-05,552.5,16.13,189.4,63.46,1222.75
2014-09-05,531.5,15.0,192.85,66.08,1085.5
2014-11-05,524.75,15.51,186.25,62.71,1020.5
2014-12-05,609.0,15.14,179.1,60.54,1036.0
2014-01-06,605.75,16.08,121.0,83.63,1296.75
2014-02-06,580.75,15.85,135.75,86.31,1325.75
2014-03-06,641.5,18.32,194.8,90.0,1437.5
2014-05-06,731.75,17.2,199.55,93.7,1464.0
2014-06-06,618.25,16.92,172.1,84.78,1457.0
2014-08-06,568.0,16.32,190.85,63.97,1237.0
2014-10-06,491.5,16.98,220.8,64.98,942.25
2014-11-06,520.25,15.48,183.75,63.19,1031.0
2014-01-07,602.5,16.06,117.25,84.67,1299.5
2014-02-07,577.5,15.73,135.7,87.47,1331.5
2014-03-07,646.25,18.01,196.05,91.02,1457.5
2014-04-07,676.25,16.94,193.35,90.62,1464.25
2014-05-07,729.75,17.26,198.4,91.84,1451.0
2014-07-07,545.0,17.51,169.0,74.83,1363.0
2014-08-07,561.5,16.05,184.0,63.57,1250.0
2014-10-07,506.25,17.03,216.35,65.83,940.75
2014-11-07,514.5,15.69,182.4,63.96,1040.25
2014-01-08,588.75,15.74,120.9,83.14,1300.75
2014-04-08,681.0,17.16,196.5,91.79,1482.5
2014-05-08,726.75,17.24,192.95,93.05,1474.25
2014-07-08,545.25,17.68,170.2,75.0,1329.75
2014-08-08,549.25,16.14,180.85,63.81,1284.75
2014-09-08,533.5,14.94,189.65,66.56,1090.75
2014-10-08,507.75,16.92,214.45,65.51,935.0
2014-12-08,610.0,15.3,177.05,60.21,1043.75
2014-01-09,584.25,15.48,119.35,82.81,1296.25
2014-04-09,669.0,17.04,199.85,90.44,1495.25
2014-05-09,714.0,17.2,180.8,92.36,1501.0
2014-06-09,612.5,16.98,165.35,84.55,1457.0
2014-07-09,539.5,17.42,170.2,74.97,1334.5
2014-09-09,527.5,14.88,188.1,67.78,1076.5
2014-10-09,493.25,16.7,221.65,64.55,942.0
2014-12-09,600.5,15.42,179.45,59.88,1049.25
2014-01-10,569.0,15.57,120.65,82.59,1303.75
2014-02-10,584.75,15.64,136.2,87.37,1325.5
2014-03-10,645.0,18.22,202.5,91.56,1419.25
2014-04-10,662.25,17.08,206.1,89.02,1482.25
2014-06-10,601.25,16.97,165.65,86.3,1462.5
2014-07-10,536.75,17.29,160.25,68.9,1329.75
2014-09-10,518.75,14.52,177.0,70.14,1071.0
2014-10-10,498.5,16.55,220.4,64.1,922.5
2014-11-10,517.25,15.66,181.4,62.43,1027.5
2014-12-10,593.25,15.47,177.55,59.57,1032.0
2014-02-11,590.25,15.46,137.15,88.67,1334.75
2014-03-11,663.25,18.03,205.05,91.65,1411.5
2014-04-11,660.25,16.8,201.2,89.02,1463.0
2014-06-11,589.25,16.81,171.6,85.51,1445.5
2014-07-11,514.75,17.07,158.95,68.74,1295.75
2014-08-11,546.5,16.24,189.15,64.13,1314.75
2014-09-11,503.0,14.36,180.55,70.79,1061.5
2014-11-11,525.25,16.23,184.55,63.3,1066.5
2014-12-11,610.25,15.15,175.4,60.48,1042.25
2014-02-12,587.0,15.81,141.05,88.37,1323.0
2014-03-12,688.0,17.67,204.8,92.2,1381.75
2014-05-12,705.5,17.29,186.1,91.3,1483.75
2014-06-12,585.25,16.7,171.95,85.62,1415.25
2014-08-12,538.0,16.05,184.6,63.03,1290.0
2014-09-12,498.25,13.78,179.65,70.61,1091.0
2014-11-12,542.75,16.36,184.4,61.94,1048.25
2014-12-12,627.5,14.98,173.0,60.54,1047.25
2015-04-01,528.5,12.32,134.85,62.58,989.75
2015-05-01,470.0,12.91,133.45,66.85,968.5
2015-06-01,493.75,12.25,129.8,63.75,926.0
2015-07-01,587.5,12.44,125.1,66.09,1044.0
2015-09-01,484.0,10.71,117.05,63.58,884.75
2015-10-01,518.25,13.26,120.75,59.65,877.25
2015-12-01,456.5,15.44,117.15,62.2,889.25
2015-01-02,581.25,14.17,161.05,59.58,1002.5
2015-02-02,492.75,14.22,162.45,59.89,959.5
2015-03-02,508.0,13.64,135.1,64.63,1011.25
2015-04-02,536.25,12.74,140.9,63.69,986.0
2015-06-02,512.5,12.32,132.7,63.6,940.75
2015-07-02,585.75,12.3,125.6,66.36,1045.25
2015-09-02,473.0,10.73,114.7,63.18,883.75
2015-10-02,513.25,13.53,124.3,59.2,874.25
2015-11-02,508.0,15.11,118.8,63.29,877.75
2015-12-02,452.25,15.34,117.8,62.11,892.25
2015-02-03,513.75,14.47,160.75,61.45,987.0
2015-03-03,508.75,13.45,126.25,63.73,1008.75
2015-06-03,510.75,12.05,134.3,65.24,935.25
2015-07-03,585.75,12.3,125.6,66.36,1045.25
2015-08-03,499.0,10.89,123.95,65.36,977.5
2015-09-03,456.5,11.34,116.2,63.12,879.75
2015-11-03,516.5,15.49,120.25,62.57,878.5
2015-12-03,464.75,15.58,122.05,61.86,897.5
2015-02-04,511.0,14.45,164.9,61.23,972.0
2015-03-04,493.5,13.34,134.05,63.61,989.0
2015-05-04,469.25,12.51,131.85,66.91,983.0
2015-06-04,523.75,12.12,135.7,65.12,946.5
2015-08-04,493.5,11.01,124.9,64.91,976.0
2015-09-04,457.75,11.27,115.85,63.07,877.25
2015-11-04,526.25,14.64,120.5,61.94,882.0
2015-12-04,471.25,15.48,124.0,63.23,906.0
2015-01-05,589.0,14.26,168.1,60.71,1039.75
2015-02-05,525.75,14.41,164.75,61.79,981.25
2015-03-05,481.25,13.44,131.55,63.21,979.25
2015-05-05,464.0,12.75,132.55,66.99,993.5
2015-06-05,517.0,12.05,135.1,64.01,937.75
2015-08-05,502.0,10.76,125.9,64.75,991.75
2015-10-05,515.5,13.64,127.55,60.93,884.25
2015-11-05,526.25,14.76,120.9,61.95,867.75
2015-01-06,591.75,14.87,174.9,60.2,1051.0
2015-02-06,527.0,14.51,166.85,61.59,973.5
2015-03-06,485.75,13.44,136.5,62.95,979.25
2015-04-06,527.75,12.54,146.2,65.34,978.5
2015-05-06,475.75,12.87,128.05,66.1,990.5
2015-07-06,588.5,12.48,123.3,66.43,1033.75
2015-08-06,507.0,10.7,124.25,63.5,985.5
2015-10-06,526.25,13.63,128.1,61.14,888.0
2015-11-06,523.25,14.46,117.75,61.66,871.25
2015-01-07,579.5,14.78,175.05,60.43,1052.75
2015-04-07,526.0,12.77,141.95,66.42,971.0
2015-05-07,465.75,12.96,130.85,65.53,981.5
2015-07-07,579.5,12.33,122.9,65.53,1002.0
2015-08-07,510.5,10.66,127.8,62.77,1009.0
2015-09-07,457.75,11.27,115.85,63.07,877.25
2015-10-07,516.75,13.98,126.05,61.94,891.0
2015-12-07,470.25,15.3,122.65,62.4,882.25
2015-01-08,567.0,14.88,176.9,60.56,1045.0
2015-04-08,526.25,12.97,135.7,66.73,971.5
2015-05-08,476.5,13.42,132.9,66.16,984.5
2015-06-08,528.0,12.16,136.55,64.8,944.25
2015-07-08,572.25,12.31,123.15,64.59,1006.25
2015-09-08,465.25,11.07,117.7,63.29,890.75
2015-10-08,511.5,14.01,128.45,61.61,881.25
2015-12-08,470.75,15.0,122.25,62.27,876.75
2015-01-09,563.75,14.91,180.05,60.76,1051.5
2015-02-09,529.75,14.82,167.6,62.3,978.5
2015-03-09,494.25,13.27,133.65,61.92,988.25
2015-04-09,518.75,12.8,137.45,66.22,953.5
2015-06-09,532.25,12.07,137.35,64.55,951.5
2015-07-09,572.25,11.9,122.75,64.83,1037.75
2015-09-09,462.0,11.43,117.8,63.32,882.75
2015-10-09,509.25,14.34,131.6,61.61,885.75
2015-11-09,501.75,13.99,117.75,61.9,873.5
2015-12-09,478.0,15.09,123.85,64.81,876.75
2015-02-10,521.75,14.71,159.4,62.51,969.0
2015-03-10,496.5,13.02,131.7,60.87,980.0
2015-04-10,526.5,12.83,135.1,65.06,951.5
2015-06-10,513.5,12.01,136.45,64.89,949.5
2015-07-10,581.5,12.41,122.95,65.51,1043.5
2015-08-10,525.5,10.57,133.5,63.12,1044.75
2015-09-10,468.0,11.33,113.05,63.48,884.5
2015-11-10,490.75,14.71,116.3,61.93,864.5
2015-12-10,484.5,14.55,122.65,63.77,878.25
2015-02-11,525.75,14.71,159.45,62.02,977.75
2015-03-11,503.0,13.14,128.4,60.33,989.0
2015-05-11,476.25,13.48,133.35,65.39,983.0
2015-06-11,504.25,11.64,132.0,63.53,940.0
2015-08-11,507.25,10.62,137.2,62.71,1014.0
2015-09-11,475.5,11.66,113.35,64.09,887.75
2015-11-11,494.75,14.69,116.8,62.18,868.5
2015-12-11,482.75,14.58,118.1,63.71,870.75
2015-01-12,555.5,14.76,176.75,59.73,1013.5
2015-02-12,521.25,15.04,164.55,62.48,983.75
2015-03-12,513.25,13.21,128.85,61.22,986.5
2015-05-12,479.25,13.58,134.5,65.02,967.0
2015-06-12,503.75,11.72,132.05,64.07,940.0
2015-08-12,492.25,10.54,131.85,65.71,951.0
2015-10-12,506.75,14.24,134.5,61.69,887.5
2015-11-12,498.0,14.97,115.3,61.84,869.25
2016-02-01,475.25,12.83,117.75,61.79,880.75
2016-03-01,438.5,14.39,112.5,58.25,850.75
2016-04-01,475.75,15.18,127.25,59.2,918.25
2016-06-01,473.75,17.41,121.9,63.17,1099.75
2016-07-01,416.25,20.78,144.85,63.62,1168.75
2016-08-01,406.0,18.81,143.45,74.17,996.0
2016-09-01,368.25,19.59,150.1,68.01,959.0
2016-11-01,414.25,21.19,161.45,68.2,984.25
2016-12-01,371.5,19.36,141.8,71.8,1029.75
2016-02-02,475.25,12.99,119.85,62.3,886.25
2016-03-02,442.75,14.67,113.35,58.04,854.25
2016-05-02,477.0,16.21,119.1,64.36,1035.5
2016-06-02,485.5,18.08,123.0,62.87,1144.25
2016-08-02,401.25,19.05,141.25,73.67,985.25
2016-09-02,373.25,20.18,150.1,67.51,968.5
2016-11-02,417.75,21.7,162.9,68.6,976.75
2016-12-02,387.5,19.12,141.2,71.98,1027.5
2016-02-03,480.0,12.89,121.55,61.94,876.75
2016-03-03,453.25,14.84,115.6,58.42,856.25
2016-05-03,459.75,16.25,118.6,63.05,1021.5
2016-06-03,497.25,18.75,127.1,63.92,1132.0
2016-08-03,410.25,19.04,140.4,73.84,990.5
2016-10-03,395.5,22.67,147.55,68.73,973.0
2016-11-03,412.0,21.48,165.65,68.07,979.75
2016-01-04,458.25,14.97,123.9,62.61,864.5
2016-02-04,472.75,12.89,123.2,60.23,874.5
2016-03-04,454.75,14.83,118.8,58.93,870.5
2016-04-04,474.75,14.64,122.8,58.96,913.5
2016-05-04,460.5,16.65,119.1,62.17,1024.5
2016-07-04,416.25,20.78,144.85,63.62,1168.75
2016-08-04,403.25,19.7,142.1,75.86,990.5
2016-10-04,395.5,23.26,147.45,69.88,963.5
2016-11-04,414.25,21.73,171.35,68.53,981.5
2016-01-05,461.25,14.57,123.0,62.68,867.75
2016-02-05,466.75,13.27,120.4,59.97,867.5
2016-04-05,474.0,14.64,120.9,58.9,904.75
2016-05-05,453.0,15.84,120.9,61.63,1003.5
2016-07-05,419.5,20.87,144.2,63.75,1117.0
2016-08-05,416.0,20.35,142.5,76.64,1003.75
2016-09-05,373.25,20.18,150.1,67.51,968.5
2016-10-05,405.0,23.81,148.2,68.03,956.75
2016-12-05,389.25,18.94,140.2,72.31,1043.5
2016-01-06,462.75,14.42,119.95,62.0,875.75
2016-04-06,463.0,14.62,121.5,58.75,908.0
2016-05-06,453.25,15.74,123.45,61.63,1026.25
2016-06-06,507.5,18.78,131.7,65.55,1138.25
2016-07-06,415.75,20.57,141.95,63.78,1106.25
2016-09-06,371.0,20.22,152.45,69.06,974.25
2016-10-06,395.75,23.11,146.4,67.71,958.5
2016-12-06,389.5,19.51,137.95,72.39,1047.75
2016-01-07,468.5,14.75,118.45,61.43,877.0
2016-03-07,457.75,14.66,118.65,58.92,873.5
2016-04-07,457.0,14.43,119.8,59.03,904.5
2016-06-07,509.0,19.0,132.2,65.85,1141.25
2016-07-07,412.0,19.73,140.45,63.67,1054.25
2016-09-07,375.25,20.29,153.85,69.53,991.75
2016-10-07,394.75,23.42,148.0,67.19,956.75
2016-11-07,410.0,22.27,174.35,68.45,989.25
2016-12-07,386.25,19.63,137.9,72.11,1049.0
2016-01-08,478.5,14.46,119.0,61.4,879.5
2016-02-08,458.5,13.45,115.75,59.6,862.5
2016-03-08,461.25,14.86,120.2,58.21,877.5
2016-04-08,460.25,14.69,120.45,60.07,916.75
2016-06-08,519.5,19.61,139.65,65.78,1177.75
2016-07-08,420.75,19.57,142.75,65.92,1089.75
2016-08-08,417.0,20.55,141.1,76.06,1018.75
2016-09-08,377.0,20.22,153.7,69.25,992.0
2016-11-08,415.25,21.97,167.5,68.75,1001.75
2016-12-08,390.75,19.45,137.6,71.42,1027.0
2016-02-09,457.5,13.39,114.75,58.64,863.25
2016-03-09,463.75,14.63,120.85,56.59,880.0
2016-05-09,447.0,15.88,125.15,61.33,1018.75
2016-06-09,510.25,19.74,133.95,64.96,1176.0
2016-08-09,417.0,20.39,141.1,73.06,1022.0
2016-09-09,376.0,19.99,149.95,68.88,997.25
2016-11-09,406.75,22.11,170.1,68.29,982.0
2016-12-09,400.25,19.24,135.55,70.8,1037.5
2016-02-10,461.25,13.38,114.75,58.88,862.25
2016-03-10,471.5,14.82,120.6,56.83,881.75
2016-05-10,451.5,16.02,126.9,60.9,1076.0
2016-06-10,495.0,19.7,136.95,64.75,1178.25
2016-08-10,421.75,19.64,138.65,71.16,1017.0
2016-10-10,403.75,23.13,152.85,67.36,954.5
2016-11-10,404.75,21.65,161.85,69.2,989.0
2016-01-11,469.0,14.15,114.45,61.5,881.0
2016-02-11,458.25,13.07,113.0,58.42,873.5
2016-03-11,469.75,15.13,124.4,57.15,888.0
2016-04-11,447.25,14.15,123.35,60.71,928.25
2016-05-11,449.5,16.77,127.9,60.6,1069.75
2016-07-11,416.25,20.28,147.95,68.14,1082.75
2016-08-11,416.25,19.6,137.7,71.27,1022.25
2016-10-11,407.25,23.29,150.8,67.14,954.25
2016-11-11,403.0,21.7,159.45,68.44,978.5
2016-01-12,481.25,14.05,114.35,61.59,890.75
2016-02-12,457.5,13.15,115.55,58.9,872.75
2016-04-12,452.5,14.07,124.6,61.51,936.25
2016-05-12,458.5,16.98,128.2,60.73,1064.5
2016-07-12,424.0,19.72,145.95,71.14,1107.25
2016-08-12,422.5,19.71,136.85,69.88,1003.25
2016-09-12,383.25,20.24,149.7,66.97,984.5
2016-10-12,396.75,23.15,152.1,68.97,945.5
2016-12-12,401.25,19.25,138.05,71.69,1031.0
2017-02-01,433.75,20.84,150.15,76.44,1036.75
2017-03-01,435.5,19.48,142.65,76.85,1041.25
2017-05-01,442.75,16.18,133.6,80.45,959.0
2017-06-01,429.0,14.23,127.7,77.63,912.25
2017-08-01,461.25,14.88,137.85,71.17,959.5
2017-09-01,420.5,13.75,127.75,72.55,942.0
2017-11-01,418.0,14.61,122.95,68.17,981.0
2017-12-01,414.5,14.98,127.55,75.43,994.25
2017-01-02,408.0,19.51,137.05,70.65,996.5
2017-02-02,434.5,20.55,145.95,76.91,1037.25
2017-03-02,432.0,19.66,142.2,75.69,1026.75
2017-05-02,441.5,15.88,134.0,80.83,958.0
2017-06-02,429.5,13.74,125.55,76.69,921.25
2017-08-02,460.75,14.79,140.35,71.75,966.5
2017-10-02,444.75,14.31,127.2,68.2,957.25
2017-11-02,426.0,14.23,126.4,69.08,989.0
2017-01-03,406.5,20.51,137.4,71.78,986.75
2017-02-03,430.25,21.11,146.25,76.41,1027.0
2017-03-03,433.75,19.52,141.25,77.28,1027.0
2017-04-03,427.75,16.54,137.85,75.47,938.25
2017-05-03,443.0,15.77,135.0,80.69,965.5
2017-07-03,536.75,13.92,125.85,73.69,964.75
2017-08-03,457.75,14.31,140.2,71.55,950.5
2017-10-03,448.0,14.04,125.45,68.15,955.25
