Date,Coffee,Soybean,Wheat,Cotton,Maize,Onion,Sugar,Turmeric
2022-06-05,15740.155,6370.103773584906,2100.37,11428.57142857143,2092.55,807.81,3536.4,8085.415000000001
2022-06-06,15560.61,6169.271950334597,2138.34,11414.285714285714,2044.0,983.42,3536.2,7533.97
2022-06-07,14500.0,6363.0637680114905,2495.75,11400.0,2129.31,1222.76,3536.0,7129.99
2022-06-08,14947.3,6356.096859364887,2517.79,7445.45,2227.19,1066.43,3536.0,7443.55
2022-06-09,15284.21,6586.698302330578,2495.18,11200.0,2227.19,1040.58,3536.0,7232.0
2022-06-10,15284.21,6527.111772905465,2458.18,11300.0,2237.22,1475.09,3536.0,7004.94
2022-06-11,10050.0,6531.977468151106,2492.11,11200.0,2209.94,2221.23,3536.0,8630.09
2022-06-12,12536.25,6296.646341463415,2079.03,11100.0,2177.18,1176.48,3536.0,7878.395
2022-06-13,15022.5,6386.006162077087,2436.59,11000.0,2199.08,1219.941052631579,3536.0,7126.7
2022-06-14,15894.74,6440.600319318786,2440.99,11000.0,2143.2,1263.4021052631579,3476.0,7459.41
2022-06-15,15110.53,6348.699163968135,2690.42,11000.0,2201.38,1306.8631578947368,3476.0,6800.09
2022-06-16,17500.0,6257.640564780463,2618.61,11000.0,2269.22,1350.3242105263157,3476.0,7649.09
2022-06-17,15214.29,6307.5568503604445,2572.67,11025.0,2163.21,1393.7852631578949,3476.0,7052.59
2022-06-18,14676.47,6326.793340987371,2643.75,11025.0,2156.25,1437.2463157894738,3476.0,6772.0
2022-06-19,14926.945,6415.2405063291135,2129.28,11027.5,2245.0,1480.7073684210527,3476.0,6802.12
2022-06-20,15177.42,6246.006202820528,2814.93,11030.0,2248.61,1524.1684210526316,3476.0,6832.24
2022-06-21,15883.23,6210.746386610174,2709.21,11150.0,2215.17,1567.6294736842106,3472.0,7404.77
2022-06-22,15960.61,6127.126159554731,2535.99,11200.0,2256.62,1611.0905263157895,3472.0,6704.14
2022-06-23,15722.22,6117.7177874471245,2358.77,11300.0,2265.18,1654.5515789473684,3472.0,6428.82
2022-06-24,15560.61,6048.966523348916,2698.67,11250.0,2220.28,1698.0126315789475,3472.0,6827.76
2022-06-25,15440.0,6019.333919678914,2715.98,11300.0,2337.78,1741.4736842105262,3472.0,10081.93
2022-06-26,15440.0,6158.796116504855,2080.66,11350.0,2400.0,1784.9347368421054,3467.0,6200.0
2022-06-27,15440.0,6077.655901436462,2541.33,11400.0,2280.9,1828.395789473684,3462.0,6871.43
2022-06-28,15214.29,6084.080332061549,2459.75,11100.0,2335.33,1871.8568421052632,3462.0,6829.71
2022-06-29,15914.29,6216.286060543329,2569.21,11000.0,2260.38,1915.3178947368422,3462.0,6663.29
2022-06-30,15792.31,6283.250657571114,2557.54,11000.0,2259.11,1958.778947368421,3462.0,6183.5
2022-07-01,10100.0,6201.563276382678,2812.74,11050.0,2289.01,2002.24,3462.0,6573.82
2022-07-02,12153.52,5950.381631103989,2748.28,10766.666666666666,2388.58,2058.42,3462.0,10150.07
2022-07-03,14207.04,6077.012987012987,2401.73,10483.333333333334,2488.25,1316.6,3410.0,6200.0
2022-07-04,16260.56,6151.050991858881,2607.63,10200.0,2306.27,836.94,3358.0,6774.67
2022-07-05,15820.0,6112.894791473795,2758.47,10300.0,2337.57,843.3,3358.0,8825.2
2022-07-06,16357.14,5919.806383583072,2605.46,7883.33,2311.9,969.26,3358.0,6797.35
2022-07-07,16260.56,5900.256175380815,2595.43,10200.0,2382.44,1231.41,3358.0,6353.3
2022-07-08,11672.28,5977.361775172363,2695.42,10190.0,2370.91,1066.32,3358.0,6696.45
2022-07-09,16018.52,5992.528348641151,2727.19,10195.0,2351.13,1044.72,3358.0,6549.24
2022-07-10,15868.35,5786.428571428572,2518.36,10187.5,2375.14,1598.7,3413.5,5400.0
2022-07-11,15718.18,6076.035875520784,2731.02,10180.0,2364.49,2095.38,3469.0,6644.62
2022-07-12,15597.56,6065.715377899217,2827.8,10120.0,2340.03,1701.0,3469.0,8120.0
2022-07-13,9750.0,5982.994525547445,2809.81,10128.0,2298.84,1718.7185,3469.0,7344.8
2022-07-14,15683.63,6003.292272158599,2777.54,8750.0,2398.78,1736.437,3469.0,6497.58
2022-07-15,10902.91,6034.185416666666,2691.36,8770.0,2339.82,1754.1555,3469.0,6566.29
2022-07-16,14808.82,6010.364361702128,2775.57,8765.0,2240.7,1771.874,3469.0,8176.18
2022-07-17,15120.2,6075.225490196079,2141.72,8762.5,2392.86,1789.5925,3469.0,5400.0
2022-07-18,15431.58,6026.054330285099,2699.56,8760.0,2393.39,1807.311,3469.0,6884.61
2022-07-19,10656.12,6040.519348321458,2715.2,8770.0,2555.09,1825.0294999999999,3467.0,6897.12
2022-07-20,11457.89,6033.79259295511,2698.82,8750.0,2471.94,1842.748,3467.0,6579.05
2022-07-21,10864.1,6025.77778948894,2417.09,8934.09,2172.16,1860.4665,3467.0,6466.24
2022-07-22,11275.4,5961.583771008403,2687.63,8740.0,2871.36,1878.185,3467.0,6732.36
2022-07-23,10033.07,5852.308129619102,2808.02,8742.0,2358.74,1895.9035,3467.0,9661.54
2022-07-24,10765.064999999999,5989.533707865168,2441.75,8736.0,2409.09,1913.6219999999998,3467.0,4400.0
2022-07-25,11497.06,5959.699119827463,2514.74,8730.0,2459.03,1931.3405,3467.0,6539.62
2022-07-26,9819.49,5947.914495354761,2817.45,8735.0,2561.81,1949.059,3482.0,6735.98
2022-07-27,15908.33,5860.767673738661,2542.0,8745.0,2310.18,1966.7775,3482.0,6698.11
2022-07-28,9677.27,6013.199487398548,2780.91,8740.0,2415.63,1984.4959999999999,3467.0,6648.27
2022-07-29,9690.77,6113.548236986876,2720.76,8730.0,2606.15,2002.2144999999998,3467.0,6732.52
2022-07-30,16041.67,6036.193863075458,2770.9,8730.0,2347.12,2019.933,3467.0,5363.75
2022-07-31,13645.439999999999,6054.321917808219,2473.74,8720.90909090909,2400.5,2037.6515,3467.0,6136.945
2022-08-01,11249.21,6063.858981421203,2870.92,8711.818181818182,2430.46,2055.37,3467.0,6910.14
2022-08-02,16001.75,6061.663469921535,2883.84,8702.727272727272,2224.75,2034.9,3562.0,6881.99
2022-08-03,16082.26,6050.32763546654,2560.69,8693.636363636364,2494.1,1244.08,3562.0,6658.77
2022-08-04,15682.14,6039.505407124682,2703.03,8684.545454545454,2443.35,718.5,3562.0,6457.8
2022-08-05,11717.39,6022.145254872456,2795.59,8675.454545454546,2286.25,703.88,3562.0,6273.43
2022-08-06,10991.68,6012.751427483822,2472.74,8666.363636363636,2085.83,990.85,3562.0,6945.4
2022-08-07,11140.96,5903.804347826087,2623.63,8657.272727272728,2339.47,1197.88,3562.0,6734.33
2022-08-08,11290.24,6041.435191400641,2871.43,8648.181818181818,2229.97,1075.46,3562.0,6523.26
2022-08-09,15550.0,6027.913043478261,3070.87,8639.09090909091,2473.64,1031.06,3562.0,8905.56
2022-08-10,16008.33,6089.035206258891,2733.79,8630.0,2390.13,1750.12,3561.0,6906.39
2022-08-11,15746.43,6047.747881355932,2798.5,8619.69696969697,2459.89,1921.63,3561.0,6722.18
2022-08-12,16224.14,6132.2215275890185,2795.04,8609.39393939394,2476.25,1140.82,3561.0,5909.56
2022-08-13,9500.0,6107.288077029392,3149.23,8599.09090909091,2438.74,1180.1364999999998,3561.0,7590.48
2022-08-14,12670.59,6181.567164179104,2302.37,8588.787878787878,2375.0,1219.453,3561.0,7278.986666666667
2022-08-15,15841.18,5833.333333333333,2240.91,8578.484848484848,2400.0,1258.7694999999999,3561.0,6967.493333333333
2022-08-16,16237.5,6232.096306068602,2998.86,8568.181818181818,2695.64,1298.086,3561.0,6656.0
2022-08-17,15993.98,5990.930883159627,2743.37,8557.878787878788,2432.01,1337.4025,3561.0,11363.53
2022-08-18,11471.05,5982.490470286657,2580.86,8547.575757575758,2479.12,1376.719,3561.0,6445.34
2022-08-19,11557.69,5854.569494584837,2624.72,8537.272727272728,2369.46,1416.0355,3561.0,6084.43
2022-08-20,12115.56,5829.013530135301,2667.78,8526.969696969696,2660.55,1455.3519999999999,3561.0,8004.51
2022-08-21,14007.779999999999,5862.142857142857,2619.04,8516.666666666666,2482.5,1494.6685,3561.0,7172.07
2022-08-22,15900.0,5743.357436076987,2878.55,8506.363636363636,2521.41,1533.9850000000001,3561.0,6339.63
2022-08-23,12332.84,5602.980332282807,2745.27,8496.060606060606,2591.99,1573.3015,3572.0,9444.44
2022-08-24,11341.27,5663.367443927951,2834.12,8485.757575757576,2543.81,1612.618,3572.0,6247.4
2022-08-25,11439.06,5610.78585013313,2773.3,8475.454545454546,2376.54,1651.9345,3572.0,6753.81
2022-08-26,11533.85,5656.758620689655,3070.56,8465.151515151516,2540.0,1691.251,3572.0,8654.55
2022-08-27,11549.61,5539.787394957983,2829.61,8454.848484848484,2361.0,1730.5675,3572.0,5187.0
2022-08-28,11775.915,5611.180124223602,2331.15,8444.545454545454,2400.0,1769.884,3572.0,6300.0
2022-08-29,12002.22,5400.5267973404325,2524.74,8434.242424242424,2433.05,1809.2005,3572.0,6364.29
2022-08-30,10142.65,5299.559804063743,2841.68,8423.939393939394,2463.54,1848.517,3572.0,14000.0
2022-08-31,16780.0,5363.433139534884,3688.51,8413.636363636364,2474.276304143198,1887.8335000000002,3574.5,9957.535
2022-09-01,12179.07,5198.833849950345,2318.91,8403.333333333334,2130.41,1927.15,3577.0,5915.07
2022-09-02,17900.0,4944.679649929807,2578.28,8393.030303030304,2242.15,2171.85,3579.5,6147.09
2022-09-03,13370.59,5083.097465191003,2614.57,8382.727272727272,2427.29,1292.7,3582.0,5939.68
2022-09-04,16155.56,4721.220930232558,2206.08,8372.424242424242,2456.82,760.45,3584.5,6450.0
2022-09-05,12483.67,4960.884531590414,2913.71,8362.121212121212,2662.08,831.83,3587.0,6029.14
2022-09-06,16234.85,4989.59972862958,2289.79,8351.818181818182,2335.18,1035.85,3589.5,6176.92
2022-09-07,15747.22,5018.464078794901,2702.01,8341.515151515152,2570.48,1184.5,3592.0,6791.06
2022-09-08,17900.0,5060.7908496732025,2727.85,8331.212121212122,2478.12,1044.44,3592.0,5017.86
2022-09-09,11026.0,4958.828813559322,2906.93,8320.90909090909,2318.75,1082.6,3592.0,6758.93
2022-09-10,11916.67,5085.800627943485,2865.6,8310.60606060606,2281.3,1840.79,3592.0,8500.0
2022-09-11,11512.060000000001,4874.0,2795.07,8300.30303030303,2400.0,1819.49,3592.0,7261.605
2022-09-12,11107.45,5097.636942675159,2932.44,8290.0,2654.77,1135.36,3592.0,6023.21
2022-09-13,16076.47,5055.573363431151,2860.92,8279.69696969697,2769.13,1186.757894736842,3592.0,6852.21
2022-09-14,16532.35,5164.414207650273,2765.71,8269.39393939394,2110.65,1238.155789473684,3588.5,6239.29
2022-09-15,16268.42,5163.99696816574,2681.66,8259.09090909091,2570.41,1289.5536842105262,3585.0,6507.45
2022-09-16,16430.0,5035.046859421735,2777.82,8248.787878787878,2850.72,1340.9515789473683,3585.0,6337.8
2022-09-17,16614.71,5160.321428571428,2877.95,8238.484848484848,2681.61,1392.3494736842104,3585.0,6418.143333333333
2022-09-18,16590.165,5276.884393063584,2392.09,8228.181818181818,2350.0,1443.7473684210527,3585.0,6498.486666666667
2022-09-19,16565.62,5049.058240217408,2929.16,8217.878787878788,2675.23,1495.1452631578948,3585.0,6578.83
2022-09-20,16875.0,5082.494854202401,2908.02,8207.575757575758,2227.22,1546.5431578947369,3585.0,6431.65
2022-09-21,10350.0,4930.299826689775,2605.37,8197.272727272728,2103.94,1597.941052631579,3578.0,5273.14
2022-09-22,17024.5,4981.802189210321,2826.19,8186.969696969697,2304.27,1649.338947368421,3571.0,6267.56
2022-09-23,16565.62,5044.461889964365,2804.58,8176.666666666667,2345.23,1700.7368421052631,3571.0,6291.08
2022-09-24,12961.76,4932.549803407602,2646.22,8166.363636363636,2084.25,1752.1347368421052,3571.0,6571.44
2022-09-25,10200.0,5785.365853658536,2317.76,8156.060606060606,2400.96,1803.5326315789475,3571.0,5906.33
2022-09-26,11598.82,4668.3392489770085,2863.42,8145.757575757576,2090.89,1854.9305263157894,3571.0,5241.22
2022-09-27,12460.0,4697.391041660946,2849.79,8135.454545454545,2019.74,1906.3284210526317,3571.0,6027.35
2022-09-28,14418.44,4776.500891265598,2750.48,8125.151515151515,1760.21,1957.7263157894736,3571.0,6035.69
2022-09-29,12493.96,4794.681970635545,2789.35,8114.848484848485,1982.87,2009.124210526316,3562.0,6165.47
2022-09-30,12584.44,4885.985034850349,2835.09,8104.545454545454,2164.96,2060.5221052631578,3562.0,6132.67
2022-10-01,17323.68,4669.149729492616,2948.5,8094.242424242424,2092.72,2111.92,3562.0,6009.34
2022-10-02,17149.34,5145.588235294118,2308.5,8083.939393939394,2097.56,2230.23,3562.0,6366.52
2022-10-03,16975.0,4727.170460832325,2770.63,8073.636363636364,1931.3,1264.98,3562.0,6723.7
2022-10-04,12100.9,4728.219713417282,2854.49,8063.333333333333,1978.92,729.2,3562.0,6307.52
2022-10-05,11221.6,4666.61216730038,3071.47,8053.030303030303,2000.63,806.84,5031.0,5780.0
2022-10-06,16809.38,4626.491356545281,2851.89,8042.727272727273,1942.9,1088.68,6500.0,6906.15
2022-10-07,12702.17,4724.75133503895,2710.99,8032.424242424242,1835.25,1281.55,3557.0,6391.65
2022-10-08,13368.92,4703.644552179397,2860.26,8022.121212121212,2018.83,1074.81,3557.0,6002.07
2022-10-09,12050.895,4311.407407407408,2585.34,8011.818181818182,2057.07,990.13,3557.0,6097.42
2022-10-10,10732.87,4641.830925398786,2825.87,8001.515151515152,1904.4,1824.5,3557.0,6192.77
2022-10-11,12423.33,4640.41329787234,2760.18,7991.212121212121,1879.27,1852.99,3557.0,5994.62
2022-10-12,12325.64,4745.451782075692,2819.93,7980.909090909091,1920.49,1429.69,3557.0,5969.4
2022-10-13,11790.84,4703.04183184966,2788.69,7970.606060606061,1800.56,1453.5155,3546.0,6390.65
2022-10-14,18260.74,4675.164197489947,2856.0,7960.30303030303,1914.3,1477.3410000000001,3546.0,6382.41
2022-10-15,10157.69,4709.5593187858085,2860.51,7950.0,1875.84,1501.1665,3546.0,5525.96
2022-10-16,10400.0,4619.44268292683,2254.16,7869.128,1938.52,1524.992,3546.0,5909.3099999999995
2022-10-17,11711.72,4650.753808523124,2962.42,7788.256,1893.14,1548.8175,3546.0,6292.66
2022-10-18,12743.18,4627.161436162405,2935.42,7707.384,1899.26,1572.643,3546.0,6814.61
2022-10-19,10350.0,4677.281263304563,2936.68,7626.512000000001,1816.67,1596.4685,3546.0,6230.85
2022-10-20,10303.27,4682.367254997852,2886.12,7545.64,1810.61,1620.294,3555.0,6011.72
2022-10-21,10213.64,4615.005624955853,2924.03,7356.155000000001,1862.31,1644.1195,3555.0,6623.97
2022-10-22,12446.63,4775.578453934958,3018.09,7166.67,2054.46,1667.9450000000002,3555.0,8500.0
2022-10-23,12219.345,4614.140724946695,2968.56,7358.335,1807.27,1691.7705,3555.0,8500.0
2022-10-24,11992.06,4680.653465346535,3753.57,7550.0,1934.85,1715.596,3555.0,8500.0
2022-10-25,13348.57,4699.872708757637,3356.2,7200.0,1974.71,1739.4215,3555.0,8500.0
2022-10-26,12490.0,4891.07532808399,3073.82,7500.0,2005.35,1763.247,3555.0,6202.96
2022-10-27,13223.97,4725.932249873032,3043.09,7814.86,1834.45,1787.0725,3555.0,6569.43
2022-10-28,12365.62,4765.58059472177,2924.26,8004.36,1899.22,1810.8980000000001,3555.0,1068.47
2022-10-29,11770.61,4796.509759310516,4471.17,8090.43,1923.65,1834.7235,3555.0,6318.55
2022-10-30,12130.970000000001,4920.272456575683,2737.05,7951.52,2003.34,1858.549,3555.0,6418.3150000000005
2022-10-31,12491.33,4746.645135648058,2853.94,7812.61,1875.65,1882.3745,3555.0,6518.08
2022-11-01,12231.7,4781.911862992316,2923.41,7809.8,1774.92,1906.2,3555.0,7441.86
2022-11-02,11665.35,4918.349232132253,2898.55,7896.09,1832.5,2335.9,3546.0,6422.37
2022-11-03,12661.79,5008.558148876345,2940.22,8000.26,1858.38,1195.65,3546.0,6479.45
2022-11-04,11380.61,5078.134493932758,2969.89,7935.65,1831.45,718.19,3546.0,6651.25
2022-11-05,12664.16,5216.339672095495,2939.04,8106.15,1900.44,812.91,3546.0,5994.7
2022-11-06,9351.73,5432.147219737114,2702.69,8046.3,1894.97,1101.41,3546.0,6212.275
2022-11-07,6039.3,5450.942508173314,2988.06,8619.16,1951.7,1198.57,3546.0,6429.85
2022-11-08,10910.91,5552.908538105296,2978.97,8626.71,1921.35,1023.3,3546.0,6666.79
2022-11-09,15465.46,5432.049322559799,2960.93,8672.98,1936.67,1277.5,3546.0,6649.0
2022-11-10,11486.3,5456.534318656323,2921.38,8751.52,1925.25,1836.21,3546.0,5672.29
2022-11-11,12159.22,5454.625834603987,2983.0,8897.96,1878.86,1844.2,3564.0,6761.78
2022-11-12,10442.62,5570.33544322557,2952.96,9088.52,1928.58,1043.45,3564.0,6667.33
2022-11-13,10775.805,5709.527915632754,2720.11,8116.86,2037.6,1086.7763157894738,3564.0,6766.264999999999
2022-11-14,11108.99,5478.018911232238,2732.07,9215.92,1953.57,1130.1026315789475,3564.0,6865.2
2022-11-15,12350.54,5416.139835216885,2939.52,9139.98,1969.05,1173.4289473684212,3564.0,6542.34
2022-11-16,11596.03,5494.007560409301,3009.5,9185.73,1926.98,1216.755263157895,3564.0,6911.54
2022-11-17,11292.06,5395.492081382531,3173.27,9197.45,1962.43,1260.0815789473686,3564.0,7071.65
2022-11-18,11609.06,5440.212449642404,2937.26,9118.82,1958.68,1303.407894736842,3564.0,6817.48
2022-11-19,10866.1,5463.73600080347,2915.31,9032.31,1885.93,1346.734210526316,3567.25,6728.0
2022-11-20,11323.17,5563.482605477424,2924.99,8783.75,1909.23,1390.0605263157895,3570.5,6864.0
2022-11-21,11780.24,5454.04468737024,3036.44,8704.39,2014.06,1433.3868421052632,3573.75,7000.0
2022-11-22,11658.88,5426.978200604839,2963.06,8610.91,1984.52,1476.713157894737,3577.0,7821.43
2022-11-23,12065.84,5381.620007333601,3259.43,8630.87,2012.62,1520.0394736842106,3577.0,6686.38
2022-11-24,12298.44,5389.001392475322,3130.59,8645.99,1994.83,1563.3657894736843,3577.0,6508.49
2022-11-25,15669.23,5321.37790367166,2825.61,8901.29,1996.1,1606.692105263158,3577.0,5700.0
2022-11-26,11474.83,5368.519329886168,3138.66,8798.53,1957.89,1650.0184210526318,3577.0,6652.0
2022-11-27,11073.345000000001,5288.865546218487,2918.43,8647.43,1736.13,1693.3447368421052,3577.0,6760.030000000001
2022-11-28,10671.86,5454.171079934343,2976.39,8880.36,1965.89,1736.6710526315792,3577.0,6868.06
2022-11-29,11968.02,5155.748987854251,3030.2,8756.37,1993.77,1779.9973684210527,3577.0,6717.64
2022-11-30,9404.55,5343.7058657601965,3118.81,8759.83,1962.1,1823.3236842105266,3577.0,6567.22
2022-12-01,12232.42,5222.281148679945,2667.02,8845.77,1995.54,1866.65,3569.5,6727.925
2022-12-02,11516.25,5278.658304726697,3152.86,8858.49,2005.08,2332.48,3562.0,6888.63
2022-12-03,11394.94,5267.984600577478,3304.91,8772.45,2000.39,1210.24,3562.0,5500.0
2022-12-04,11664.135,5371.417892156863,2571.75,8447.68,2035.85,761.7,3562.0,6343.485000000001
2022-12-05,11933.33,5286.550814149355,3438.2,8456.33,1999.73,833.7,3562.0,7186.97
2022-12-06,11030.77,5386.976401179941,3001.43,8415.75,2064.46,1305.71,3562.0,7593.485000000001
2022-12-07,10358.82,5203.56028014007,2930.08,8420.52,1998.02,1150.95,3562.0,8000.0
2022-12-08,10980.0,5307.804021261844,3107.42,8436.89,2036.81,1034.93,3562.0,6396.21
2022-12-09,10277.78,5312.163193217944,3152.11,8368.68,2011.78,1138.35,3562.0,6434.42
2022-12-10,16500.0,5308.2157789453495,3245.35,8303.36,2005.33,1743.13,3562.0,7156.67
2022-12-11,13985.85,5444.287413280475,2957.99,8173.73,2094.84,1846.98,3550.5,6988.51
2022-12-12,11471.7,5319.367267190858,3264.12,8343.27,2026.04,1107.69,3539.0,6820.35
2022-12-13,10729.73,5280.508599663301,3314.63,8359.34,2001.09,1120.7905,3539.0,7841.18
2022-12-14,11200.0,5309.192392293024,3269.84,8412.1,1994.92,1133.891,3539.0,6390.89
2022-12-15,10173.91,5268.961668290745,3133.27,8464.55,2020.68,1146.9915,3539.0,6548.77
2022-12-16,10648.65,5301.781080101486,3294.42,8465.28,2045.44,1160.092,3539.0,7217.65
2022-12-17,10135.34,5269.592636756595,3215.32,8399.15,2059.84,1173.1925,3539.0,6551.94
2022-12-18,10355.34,5272.909090909091,3027.48,8223.58,1869.4,1186.2930000000001,3539.0,6621.075
2022-12-19,10575.34,5288.10436498723,3571.96,8315.85,2064.16,1199.3935000000001,3539.0,6690.21
2022-12-20,10567.57,5182.867746615087,3801.66,8272.07,2100.44,1212.4940000000001,3532.0,8000.0
2022-12-21,10493.15,5255.098349834983,3668.72,8263.26,2085.85,1225.5945000000002,3532.0,7730.7
2022-12-22,10720.0,5139.694314748695,3058.42,8272.55,2097.19,1238.6950000000002,3532.0,6116.67
2022-12-23,11448.28,5205.110262412221,3829.2,8226.14,2115.86,1251.7955000000002,3532.0,7142.86
2022-12-24,10640.0,5274.569343065694,3002.72,8130.38,2077.01,1264.8960000000002,3532.0,6870.643333333333
2022-12-25,10883.635,5177.059925093633,2680.23,7967.01,2083.96,1277.9965,3532.0,6598.426666666666
2022-12-26,11127.27,5161.607793613567,3189.04,7640.95,2121.83,1291.097,3532.0,6326.21
2022-12-27,11153.85,5147.211645838873,3065.84,7652.26,2056.68,1304.1975,3532.0,6918.0
2022-12-28,11461.54,5219.869358669834,3481.46,7735.1,2087.69,1317.298,3532.0,6969.9
2022-12-29,10960.0,5265.478735868514,3291.21,7818.15,2093.57,1330.3985,3499.0,6685.1
2022-12-30,11120.0,5192.327441975833,3041.16,8020.24,2095.92,1343.499,3499.0,6783.28
2022-12-31,9700.0,5258.7724135182,3583.32,8153.46,2077.22,1356.5995,3499.0,6502.04
2023-01-01,10048.275,5409.087431693989,2815.16,8078.96,2029.12,1369.7,3499.0,6732.12
2023-01-02,10396.55,5430.704879938033,4006.89,8189.19,2125.24,1025.4,3499.0,6962.2
2023-01-03,10947.37,5381.280634920635,4005.2,8282.83,2111.79,703.5,3499.0,11000.0
2023-01-04,11450.0,5337.8604778157,3734.04,8348.1,2130.45,637.5,3499.0,6584.46
2023-01-05,9700.0,5360.731347020531,3145.44,8330.89,2109.09,706.09,3494.285714285714,6287.0
2023-01-06,9300.0,5305.537889225682,3273.87,8232.84,2130.51,736.15,3489.5714285714284,6425.0
2023-01-07,10086.96,5300.222374847375,3011.36,8553.82,1474.9,1268.58,3484.8571428571427,6055.0
2023-01-08,15800.0,5040.183673469388,2651.27,8350.0,1825.0,1275.48,3480.1428571428573,6507.5
2023-01-09,16000.0,5373.150743099788,3010.24,8336.9,2140.88,1903.02,3475.4285714285716,6960.0
2023-01-10,10640.0,5280.120557890715,3150.18,8412.82,2071.08,1852.24,3470.714285714286,6634.17
2023-01-11,10923.08,5274.887904468413,3759.86,8291.35,2174.05,3778.61,3466.0,6785.68
2023-01-12,9517.48,5289.992370210649,3607.17,8261.05,2111.53,3664.115238095238,3466.0,6746.91
2023-01-13,9474.58,5252.163217493167,2749.69,8217.69,2109.37,3549.6204761904764,3466.0,4236.67
2023-01-14,12388.89,5304.218562154364,3158.19,8189.31,2081.37,3435.1257142857144,3466.0,6410.3
2023-01-15,11049.105,5130.058139534884,2696.3,8029.2,2104.78,3320.6309523809523,3466.0,6596.15
2023-01-16,9709.32,5137.922775382203,2601.9,8208.69,2132.02,3206.1361904761907,3466.0,6782.0
2023-01-17,9995.77,5283.658068160422,3777.11,8229.65,2103.5,3091.6414285714286,3466.0,11000.0
2023-01-18,10051.05,5025.461277831559,2679.7,8260.49,2117.34,2977.1466666666665,3466.0,6651.54
2023-01-19,10444.68,5242.495489690722,4062.5,8150.64,2183.9,2862.651904761905,3466.0,6400.0
2023-01-20,10225.53,5196.023699215966,4031.85,8277.92,2253.04,2748.157142857143,3466.0,6599.35
2023-01-21,12068.42,5093.317672967517,3713.81,8256.94,2153.13,2633.6623809523808,3466.0,7250.0
2023-01-22,16300.0,5236.2748433303495,3014.68,8173.94,2067.31,2519.167619047619,3466.0,6959.09
2023-01-23,11655.93,5052.922578482851,3630.33,8135.5,2107.57,2404.672857142857,3466.0,6668.18
2023-01-24,10427.78,5058.801349733319,3714.82,8068.43,2100.83,2290.178095238095,3466.0,7189.91
2023-01-25,10690.91,5020.428741092636,3636.43,8004.7,2079.58,2175.6833333333334,3466.0,6784.93
2023-01-26,16300.0,5179.438202247191,3124.63,7921.06,2050.0,2061.1885714285713,3466.0,6607.5599999999995
2023-01-27,16300.0,5088.252201002302,3636.56,8077.07,2109.41,1946.6938095238093,3466.0,6430.19
2023-01-28,10859.46,5083.272697476237,3643.48,8084.65,2140.1,1832.1990476190474,3466.0,6659.79
2023-01-29,16400.0,5129.3922261484095,2989.78,7921.54,1987.5,1717.7042857142856,3466.0,6523.92
2023-01-30,11781.82,5039.081287667205,3566.88,8085.52,2089.21,1603.2095238095235,3466.0,6388.05
2023-01-31,12855.56,5101.182274247492,3607.56,8057.03,2081.68,1488.7147619047614,3466.0,7418.59
2023-02-01,11252.17,5067.028978468512,3073.01,8043.37,2038.37,1374.22,3470.0,6756.31
2023-02-02,12300.0,5088.52020467069,3584.73,8040.16,2101.49,1044.97,3474.0,6129.24
2023-02-03,13336.36,5051.1100052383445,3555.26,7969.2,2070.7,708.45,3474.0,6634.0
2023-02-04,11911.76,5038.691600633914,3536.9,7926.94,2086.23,655.0,3474.0,6088.11
2023-02-05,12142.545,5144.863225806452,2922.57,7721.95,2007.29,651.12,3474.0,6131.39
2023-02-06,12373.33,5035.583698030635,3561.85,7882.27,2109.1,747.69,3474.0,6174.67
2023-02-07,13730.43,5000.791672711446,3653.55,7850.06,2098.26,1330.84,3474.0,7882.68
2023-02-08,13728.57,5101.415479147601,3516.62,7941.9,2097.78,1305.42,3491.0,6424.4
2023-02-09,12497.67,5104.249863537118,3519.33,7970.3,2089.01,1876.9,3491.0,6357.93
2023-02-10,12306.02,5095.451333078198,3504.65,7941.04,2114.65,2001.29,3491.0,6293.67
2023-02-11,18000.0,5129.8982472467815,3597.46,7994.62,2111.98,3823.32,3491.0,9928.57
2023-02-12,17950.0,5265.522573363432,3093.51,7888.48,1980.32,3576.53,3491.0,8009.4400000000005
2023-02-13,17900.0,5193.561906468375,3639.61,8000.7,2131.43,3443.909411764706,3491.0,6090.31
2023-02-14,13232.26,5177.72360375051,2992.56,8114.55,2078.66,3311.2888235294117,3491.0,7521.74
2023-02-15,18300.0,5159.291761859965,3188.73,8094.97,2051.84,3178.668235294118,3491.0,9150.83
2023-02-16,13771.43,5142.394444444444,3067.07,8056.59,2079.37,3046.0476470588237,3491.0,10193.22
2023-02-17,12845.83,5145.203804677087,3056.21,8017.6,2102.51,2913.4270588235295,3482.0,9396.59
2023-02-18,11872.915,5110.0046403712295,3559.58,7970.66,2398.27,2780.8064705882352,3482.0,9931.06
2023-02-19,10900.0,5124.5424836601305,2766.0,7809.91,2086.23,2648.185882352941,3482.0,10465.53
2023-02-20,14076.47,5087.645108135942,3256.13,7943.32,2089.05,2515.5652941176468,3482.0,11000.0
2023-02-21,15104.0,5136.515754749175,3052.65,7966.51,1694.52,2382.944705882353,3482.0,9993.36
2023-02-22,12725.35,5192.578512396694,2877.69,7976.65,2083.85,2250.3241176470588,3482.0,10419.57
2023-02-23,16910.0,5133.520238984317,2741.15,7958.82,2091.41,2117.703529411765,3482.0,10468.56
