Date,COFFEE,SUGAR,SOYBEANS,WHEAT,COTTON
2011-02-03,269.5,30.38,1387.25,776.75,204.45
2011-02-05,304.55,21.87,1390.25,759.75,175.91
2011-02-06,261.25,23.52,1407.0,769.75,164.24
2011-02-08,243.2,28.16,1373.0,718.0,107.17
2011-02-09,289.2,29.18,1436.0,730.0,106.59
2011-02-11,224.0,25.42,1193.5,623.5,98.34
2011-02-12,227.15,23.45,1135.75,612.25,91.35
2011-03-01,240.5,32.12,1370.25,805.5,142.2
2011-03-02,251.35,32.04,1435.5,859.0,171.86
2011-03-03,274.5,30.59,1405.5,790.5,208.2
2011-03-05,304.9,22.05,1359.25,760.75,179.21
2011-03-06,270.95,23.95,1414.5,773.75,161.63
2011-03-08,241.9,27.69,1364.0,710.5,104.42
2011-03-10,223.45,24.85,1177.5,619.5,97.75
2011-03-11,226.8,25.65,1219.25,636.0,98.12
2011-04-01,234.95,31.0,1361.0,789.25,143.78
2011-04-02,249.3,32.64,1433.5,853.75,167.86
2011-04-03,272.9,29.88,1407.75,800.5,215.15
2011-04-04,256.05,28.0,1384.0,790.0,195.55
2011-04-05,293.75,21.35,1350.5,741.0,173.19
2011-04-07,263.45,27.25,1322.25,584.5,161.41
2011-04-08,235.85,27.79,1339.25,681.75,105.01
2011-04-10,226.55,24.69,1160.0,604.0,100.92
2011-04-11,230.2,25.57,1212.5,636.75,98.74
2011-05-01,233.0,32.2,1386.0,808.25,145.2
2011-05-04,268.25,27.55,1373.25,786.25,201.06
2011-05-05,287.5,20.86,1319.75,722.5,165.36
2011-05-07,268.95,27.6,1332.25,613.75,159.0
2011-05-08,238.0,27.54,1331.5,679.0,101.48
2011-05-09,289.2,29.18,1436.0,730.0,106.59
2011-05-10,227.7,24.8,1163.75,625.25,102.75
2011-05-12,233.95,24.08,1126.25,598.75,91.51
2011-06-01,233.0,30.24,1369.5,789.0,141.22
2011-06-04,265.15,26.71,1376.5,782.25,208.06
2011-06-05,287.05,20.47,1325.0,724.5,153.8
2011-06-06,260.5,23.59,1383.25,744.0,155.63
2011-06-07,266.85,27.68,1331.0,611.25,155.4
2011-06-09,282.4,28.29,1413.5,716.25,106.24
2011-06-10,234.4,24.64,1163.75,616.0,102.25
2011-06-12,232.85,24.18,1129.5,598.75,93.31
2011-07-01,230.7,31.53,1357.75,774.0,140.6
2011-07-02,249.75,32.68,1424.5,858.75,174.51
2011-07-03,280.95,29.99,1387.75,769.0,214.5
2011-07-04,272.8,26.5,1363.5,773.25,208.22
2011-07-06,263.0,24.35,1394.0,733.75,148.63
2011-07-07,267.75,29.52,1345.5,624.5,136.2
2011-07-09,285.8,28.41,1411.0,714.75,110.24
2011-07-10,224.35,25.16,1158.25,607.5,101.48
2011-07-11,233.0,25.32,1192.25,638.75,96.76
2011-07-12,226.75,23.05,1131.0,583.0,91.6
2011-08-02,247.6,31.16,1434.25,874.25,175.29
2011-08-03,287.15,30.7,1375.5,751.25,207.04
2011-08-04,274.95,25.66,1392.25,797.5,202.97
2011-08-06,263.85,24.95,1401.5,748.0,145.05
2011-08-07,263.15,29.36,1352.0,650.5,116.58
2011-08-08,234.2,26.98,1309.25,656.5,99.01
2011-08-09,285.4,28.73,1407.25,709.25,112.45
2011-08-11,229.6,25.91,1195.25,657.0,97.62
2011-08-12,225.7,24.13,1132.5,576.75,92.05
2011-09-02,253.6,31.5,1451.0,886.0,180.58
2011-09-03,294.4,30.42,1344.0,732.25,205.99
2011-09-05,287.05,20.96,1335.0,759.25,145.4
2011-09-06,266.8,24.84,1393.75,745.0,151.05
2011-09-08,234.75,27.49,1298.75,671.75,97.26
2011-09-09,271.25,29.05,1416.5,701.0,110.3
2011-09-11,230.2,25.36,1175.75,643.0,97.18
2011-09-12,224.65,23.4,1107.0,573.5,90.43
2011-10-01,231.25,31.74,1373.25,767.25,143.25
2011-10-02,255.6,32.05,1433.0,862.75,187.58
2011-10-03,280.3,28.71,1348.75,714.0,200.98
2011-10-05,281.7,21.87,1340.0,769.0,151.4
2011-10-06,264.95,25.64,1387.25,759.25,150.03
2011-10-08,234.85,27.62,1300.75,685.0,99.16
2011-10-10,226.3,26.28,1177.5,611.5,101.48
2011-10-11,230.0,25.39,1158.0,620.0,99.5
2011-11-01,234.7,32.75,1350.5,759.5,147.25
2011-11-02,251.95,31.3,1416.0,867.0,189.97
2011-11-03,273.7,28.86,1326.5,695.0,204.94
2011-11-04,274.6,26.04,1368.5,798.25,204.58
2011-11-05,272.5,20.94,1333.5,727.75,150.3
2011-11-07,257.9,28.92,1352.5,636.0,111.58
2011-11-08,240.85,28.08,1333.75,701.25,97.79
2011-11-10,223.4,25.94,1235.5,660.75,103.47
2011-11-11,233.95,25.0,1166.0,616.75,99.24
2011-12-01,240.6,32.02,1409.0,770.5,147.97
2011-12-04,273.8,25.58,1329.75,759.5,199.73
2011-12-05,273.95,21.33,1345.25,700.5,144.3
2011-12-07,256.7,30.49,1366.5,662.75,106.59
2011-12-08,240.35,27.84,1337.0,702.5,100.72
2011-12-09,273.7,29.57,1387.5,699.75,110.72
2011-12-10,229.45,26.01,1239.5,626.75,100.51
2011-12-12,218.5,23.29,1112.0,575.5,87.16
2012-01-02,214.1,23.59,1215.25,674.25,93.39
2012-01-03,204.0,24.85,1316.75,659.25,88.46
2012-01-05,182.85,20.95,1497.75,633.75,87.51
2012-01-06,157.5,19.09,1344.25,612.25,68.59
2012-01-08,174.6,22.56,1682.25,879.5,70.06
2012-01-10,178.05,21.13,1560.25,884.25,69.71
2012-01-11,153.45,19.38,1558.5,868.5,70.21
2012-02-02,215.6,23.48,1217.0,662.75,94.21
2012-02-03,201.65,24.96,1328.25,670.75,87.46
2012-02-04,186.2,24.58,1421.0,657.0,93.12
2012-02-05,181.3,20.55,1480.0,607.0,87.46
2012-02-07,174.3,21.4,1532.25,754.5,72.15
2012-02-08,171.65,22.04,1653.0,865.0,70.44
2012-02-10,183.65,21.59,1530.5,871.5,70.3
2012-02-11,154.7,19.45,1527.0,864.5,70.35
2012-03-01,227.2,24.51,1218.25,657.0,95.8
2012-03-02,215.95,23.94,1232.5,660.75,96.34
2012-03-04,185.35,24.25,1416.75,658.0,92.64
2012-03-05,174.3,20.65,1468.75,608.25,87.24
2012-03-07,180.1,21.98,1572.25,782.25,72.75
2012-03-08,173.8,22.0,1656.25,891.25,73.22
2012-03-09,164.55,19.78,1764.5,870.0,76.48
2012-03-10,181.05,21.58,1531.75,873.0,70.54
2012-03-12,141.7,19.75,1453.75,842.0,72.93
2012-04-01,226.7,24.42,1221.5,650.0,95.92
2012-04-04,184.75,24.42,1419.5,639.25,89.32
2012-04-05,173.5,20.81,1475.0,603.75,86.07
2012-04-06,158.45,18.9,1340.0,627.75,68.53
2012-04-07,180.1,21.98,1572.25,782.25,72.75
2012-04-09,164.9,19.34,1771.0,866.0,75.03
2012-04-10,175.05,21.6,1551.5,869.25,70.4
2012-04-12,137.35,19.44,1455.5,838.5,71.91
2012-05-01,219.55,23.13,1201.25,629.25,94.74
2012-05-03,201.5,24.68,1319.25,667.75,92.71
2012-05-04,183.0,24.58,1434.0,638.5,88.54
2012-05-06,156.2,19.06,1349.5,613.25,66.89
2012-05-07,179.25,21.92,1626.5,822.5,70.92
2012-05-09,160.45,19.01,1748.0,845.75,74.89
2012-05-10,168.1,21.54,1551.5,857.5,69.8
2012-05-11,150.9,19.33,1504.25,866.0,70.4
2012-05-12,139.6,19.57,1479.25,842.25,72.04
2012-06-01,221.75,23.29,1189.5,624.75,95.86
2012-06-02,218.8,24.5,1233.0,668.5,96.31
2012-06-03,192.95,24.05,1329.75,654.0,92.37
2012-06-04,183.0,24.58,1434.0,638.5,88.54
2012-06-06,155.9,19.9,1386.25,624.25,69.89
2012-06-07,175.9,22.25,1619.75,791.25,70.78
2012-06-08,175.5,21.83,1607.5,893.25,75.12
2012-06-09,157.9,18.87,1744.5,872.0,75.59
2012-06-11,150.6,19.59,1516.75,877.0,70.1
2012-06-12,140.45,19.36,1491.25,845.25,72.24
2012-07-02,220.95,24.4,1232.0,662.25,94.57
2012-07-03,188.4,23.92,1321.5,633.0,91.38
2012-07-05,174.15,21.05,1463.5,606.25,84.84
2012-07-06,156.65,19.76,1428.0,641.75,73.89
2012-07-08,172.65,21.42,1605.25,889.0,74.96
2012-07-09,162.7,19.38,1731.75,884.75,75.72
2012-07-11,151.2,18.95,1508.75,894.0,69.83
2012-07-12,142.1,19.21,1472.25,844.25,73.79
2012-08-02,220.05,24.48,1231.5,660.75,93.62
2012-08-03,189.35,23.96,1332.5,630.5,89.48
2012-08-05,175.15,20.37,1437.75,609.0,84.51
2012-08-06,155.6,19.98,1426.25,630.25,72.9
2012-08-08,170.5,21.09,1630.0,899.25,75.5
2012-08-10,169.1,21.42,1551.0,861.0,70.43
2012-08-11,151.4,18.84,1499.25,902.5,69.26
2012-09-01,221.85,23.34,1225.75,641.75,96.44
2012-09-02,216.0,24.53,1227.5,646.0,90.38
2012-09-03,185.6,23.66,1331.75,638.75,88.8
2012-09-04,178.05,24.43,1431.0,643.0,89.48
2012-09-05,175.15,20.38,1427.75,591.25,85.82
2012-09-07,181.75,22.7,1665.0,810.75,70.84
2012-09-08,166.45,20.8,1694.5,913.0,75.59
2012-09-10,165.3,21.47,1550.0,864.25,70.49
2012-09-11,149.9,19.06,1452.0,886.5,69.58
2012-10-01,225.95,23.32,1223.75,639.75,96.96
2012-10-02,215.3,24.67,1229.0,630.0,90.61
2012-10-04,178.15,23.87,1426.0,625.75,89.73
2012-10-05,178.5,20.45,1452.25,594.75,81.82
2012-10-07,183.75,22.49,1648.75,804.75,70.07
2012-10-08,166.25,20.74,1709.5,885.25,72.9
2012-10-09,173.4,19.43,1713.0,868.25,74.98
2012-10-10,163.45,21.26,1523.25,869.75,72.1
2012-10-12,138.1,18.76,1474.75,832.75,73.4
2012-11-01,234.9,23.69,1197.5,641.0,96.87
2012-11-04,180.65,23.95,1422.0,628.0,91.38
2012-11-05,176.55,20.22,1404.0,592.75,78.97
2012-11-06,155.1,20.47,1424.75,630.5,75.09
2012-11-07,182.7,22.88,1623.0,807.75,70.64
2012-11-09,177.25,19.44,1696.5,860.0,74.28
2012-11-10,160.75,20.45,1548.5,886.0,70.71
2012-11-12,141.15,18.88,1472.0,805.75,74.9
2012-12-01,233.9,23.27,1178.5,605.0,95.69
2012-12-03,182.6,23.77,1330.5,652.75,88.0
2012-12-04,182.9,24.22,1441.0,639.25,93.0
2012-12-06,154.2,20.36,1435.0,616.0,75.57
2012-12-07,181.15,22.46,1625.75,832.75,69.36
2012-12-09,177.15,19.72,1740.75,867.0,72.83
2012-12-10,161.7,20.05,1522.5,856.75,71.36
2012-12-11,153.05,19.36,1411.0,857.75,70.88
2012-12-12,138.15,18.54,1473.5,794.75,75.12
2013-01-02,147.95,18.89,1474.25,765.0,82.98
2013-01-03,142.9,17.91,1464.5,713.25,83.68
2013-01-04,138.4,17.69,1390.75,664.0,87.39
2013-01-05,134.5,17.33,1437.5,710.5,82.09
2013-01-07,121.2,16.69,1570.5,645.75,84.29
2013-01-08,115.6,16.83,1357.75,658.0,85.88
2013-01-10,114.1,18.32,1268.0,681.25,84.95
2013-01-11,105.55,18.25,1266.0,667.75,76.58
2013-02-01,149.4,19.69,1405.5,755.25,75.36
2013-02-04,136.15,17.59,1394.0,670.75,88.87
2013-02-05,138.95,17.6,1441.0,718.75,83.83
2013-02-07,124.1,16.53,1573.0,649.5,83.22
2013-02-08,118.25,16.79,1331.0,660.5,85.32
2013-02-09,112.1,16.34,1424.0,643.25,83.7
2013-02-10,114.45,18.51,1273.75,686.0,85.22
2013-02-12,109.4,16.97,1321.25,649.75,77.27
2013-03-01,146.5,19.1,1403.0,755.5,75.39
2013-03-04,139.45,17.5,1380.25,696.5,89.22
2013-03-05,140.3,17.53,1455.0,711.25,84.72
2013-03-06,129.0,16.43,1532.5,708.75,82.36
2013-03-07,121.15,16.42,1583.5,657.75,84.39
2013-03-09,112.8,16.47,1435.5,636.5,82.82
2013-03-10,115.35,18.52,1288.25,689.25,85.79
2013-03-12,109.55,16.81,1319.75,653.75,77.41
2013-04-01,147.35,18.85,1389.0,747.25,75.05
2013-04-02,144.35,18.73,1488.75,763.0,81.74
2013-04-03,145.95,18.08,1490.25,696.0,84.91
2013-04-04,139.5,17.67,1372.0,694.0,88.33
2013-04-06,127.65,16.38,1528.75,709.0,84.56
2013-04-07,121.15,16.42,1583.5,657.75,84.39
2013-04-09,112.55,16.38,1397.75,634.25,82.83
2013-04-10,114.4,18.48,1295.0,687.0,85.83
2013-04-11,103.7,18.32,1264.0,662.75,75.95
2013-04-12,107.8,16.68,1329.5,647.25,78.02
2013-05-02,144.05,18.56,1495.5,757.5,81.51
2013-05-03,140.5,18.19,1496.5,696.25,85.97
2013-05-04,140.15,17.65,1361.75,699.0,86.79
2013-05-06,127.45,16.38,1532.0,701.5,83.52
2013-05-07,120.95,16.26,1588.0,656.0,83.68
2013-05-08,119.65,16.56,1329.75,645.25,85.4
2013-05-09,112.55,16.51,1423.0,627.25,82.4
2013-05-11,103.45,18.26,1259.25,656.0,75.94
2013-05-12,105.4,16.69,1328.0,638.0,77.82
2013-06-02,142.1,18.19,1487.5,761.5,81.72
2013-06-03,140.6,18.2,1484.5,676.25,86.23
2013-06-05,141.35,17.81,1444.5,693.0,85.31
2013-06-06,129.45,16.48,1527.25,697.75,84.87
2013-06-08,117.9,16.55,1324.25,650.5,85.82
2013-06-09,113.95,16.79,1437.0,635.0,83.24
2013-06-11,101.5,18.1,1263.0,653.25,77.07
2013-06-12,105.8,16.59,1325.5,637.25,79.38
2013-07-01,150.4,18.86,1410.75,751.25,75.71
2013-07-02,140.3,18.16,1486.75,756.0,81.4
2013-07-03,142.45,18.77,1503.5,686.75,86.5
2013-07-05,142.3,17.64,1463.5,699.5,86.01
2013-07-06,126.95,16.43,1528.25,696.25,84.86
2013-07-08,121.05,16.78,1327.75,643.5,88.53
2013-07-10,114.5,18.59,1296.5,694.75,82.57
2013-07-11,103.95,18.04,1278.75,653.0,76.76
2013-08-01,148.15,18.67,1413.75,750.5,75.12
2013-08-02,141.05,18.14,1452.5,756.25,82.67
2013-08-03,143.35,18.75,1508.5,690.0,86.88
2013-08-04,135.9,17.7,1378.0,712.5,85.38
2013-08-05,144.15,17.47,1479.0,696.75,86.2
2013-08-07,123.25,16.33,1609.25,660.0,83.83
2013-08-08,122.05,16.82,1355.75,641.25,89.38
2013-08-10,115.05,18.62,1288.75,693.5,82.19
2013-08-11,104.05,18.08,1306.0,649.75,76.88
2013-09-01,147.9,18.72,1419.75,745.5,74.79
2013-09-04,135.4,17.72,1395.5,708.75,84.64
2013-09-05,145.8,17.47,1491.25,716.25,87.92
2013-09-07,122.05,16.34,1613.25,675.5,83.9
2013-09-08,122.9,16.98,1340.75,633.5,89.05
2013-09-09,113.85,17.01,1404.25,628.75,83.71
2013-09-10,115.25,18.59,1287.75,690.5,81.95
2013-09-12,105.5,16.55,1343.75,639.0,80.36
2013-10-01,149.65,18.96,1417.5,744.5,75.2
2013-10-04,136.05,17.9,1392.75,696.75,85.37
2013-10-05,143.8,17.43,1488.25,696.75,86.48
2013-10-06,128.75,16.38,1511.75,689.75,86.65
2013-10-07,121.45,16.25,1591.75,672.0,87.3
2013-10-09,112.35,17.18,1403.75,633.75,84.85
2013-10-10,114.4,18.72,1288.0,685.5,83.17
2013-10-12,109.65,16.62,1338.25,629.5,80.69
2013-11-01,153.35,19.17,1424.75,754.75,75.62
2013-11-02,140.15,18.44,1431.5,741.5,82.92
2013-11-03,143.05,18.82,1514.75,694.0,86.72
2013-11-04,136.8,17.84,1402.0,697.75,84.66
2013-11-06,127.7,16.29,1540.5,696.75,88.06
2013-11-07,123.15,16.1,1601.25,679.25,85.18
2013-11-09,116.45,17.17,1405.25,635.0,84.8
2013-11-10,116.7,18.93,1266.75,692.25,83.37
2013-11-11,103.25,17.97,1308.0,646.25,76.97
2013-11-12,109.1,16.51,1344.0,630.25,82.49
2013-12-02,140.65,18.08,1420.75,732.0,81.81
2013-12-03,141.65,18.82,1489.75,700.5,87.33
2013-12-04,135.25,18.03,1413.0,714.75,85.58
2013-12-06,122.75,16.21,1540.75,683.0,90.06
2013-12-07,119.15,16.06,1563.25,675.5,85.13
2013-12-08,123.45,17.16,1373.75,635.0,90.06
2013-12-09,116.25,17.18,1442.0,641.75,85.88
2013-12-11,105.8,17.87,1319.25,645.25,77.88
2013-12-12,110.7,16.3,1323.75,622.5,83.06
2014-01-04,175.25,17.18,1484.5,685.25,92.07
2014-01-05,201.45,17.8,1473.5,698.75,94.07
2014-01-07,168.3,17.8,1400.0,559.75,77.08
2014-01-08,192.35,16.35,1215.0,534.25,62.49
2014-01-09,195.75,15.49,1089.5,550.25,67.6
2014-01-10,200.4,16.04,916.75,479.0,62.76
2014-01-12,189.35,15.59,1017.0,606.75,60.18
2014-02-01,111.4,16.29,1287.0,597.0,84.04
2014-02-04,172.7,16.97,1462.25,669.25,91.51
2014-02-05,200.6,17.45,1480.75,707.75,94.19
2014-02-06,172.35,17.18,1500.5,620.75,86.48
2014-02-07,171.05,17.87,1392.5,561.75,76.69
2014-02-09,204.45,15.82,1097.25,543.5,66.34
2014-02-10,208.6,16.05,924.5,482.75,62.45
2014-02-12,182.3,15.24,995.75,605.25,60.75
2014-03-01,116.35,16.08,1289.25,605.75,82.94
2014-03-02,135.95,15.74,1292.75,563.75,85.01
2014-03-03,192.6,17.8,1407.25,626.75,87.86
2014-03-04,174.6,17.18,1475.25,676.0,90.98
2014-03-06,171.15,17.19,1481.25,612.5,87.36
2014-03-07,169.4,17.81,1387.75,568.0,76.22
2014-03-09,197.3,15.62,1080.75,523.5,66.7
2014-03-10,206.5,16.44,912.25,485.75,63.07
2014-03-11,185.85,15.93,1028.75,538.25,64.25
2014-03-12,182.55,15.09,998.25,597.0,61.01
2014-04-02,136.25,16.06,1313.25,584.5,85.4
2014-04-03,185.15,17.74,1418.0,639.75,88.32
2014-04-04,185.0,17.35,1473.75,669.75,92.4
2014-04-06,170.2,17.04,1482.5,614.5,86.08
2014-04-07,169.4,17.81,1387.75,568.0,76.22
2014-04-08,190.5,16.32,1232.5,544.0,63.92
2014-04-09,197.45,15.13,1064.25,525.25,66.77
2014-04-11,188.2,15.68,1010.0,530.5,62.8
2014-04-12,181.55,15.21,1010.5,599.75,61.52
2014-05-02,143.1,16.1,1316.25,587.5,85.52
2014-05-03,200.65,18.23,1420.0,637.25,87.9
2014-05-05,202.4,17.47,1472.0,721.25,94.62
2014-05-06,169.15,16.83,1460.5,605.75,85.5
2014-05-08,189.4,16.13,1222.75,552.5,63.46
2014-05-09,192.85,15.0,1085.5,531.5,66.08
2014-05-11,186.25,15.51,1020.5,524.75,62.71
2014-05-12,179.1,15.14,1036.0,609.0,60.54
2014-06-01,121.0,16.08,1296.75,605.75,83.63
2014-06-02,135.75,15.85,1325.75,580.75,86.31
2014-06-03,194.8,18.32,1437.5,641.5,90.0
2014-06-05,199.55,17.2,1464.0,731.75,93.7
2014-06-06,172.1,16.92,1457.0,618.25,84.78
2014-06-08,190.85,16.32,1237.0,568.0,63.97
2014-06-10,220.8,16.98,942.25,491.5,64.98
2014-06-11,183.75,15.48,1031.0,520.25,63.19
2014-07-01,117.25,16.06,1299.5,602.5,84.67
2014-07-02,135.7,15.73,1331.5,577.5,87.47
2014-07-03,196.05,18.01,1457.5,646.25,91.02
2014-07-04,193.35,16.94,1464.25,676.25,90.62
2014-07-05,198.4,17.26,1451.0,729.75,91.84
2014-07-07,169.0,17.51,1363.0,545.0,74.83
2014-07-08,184.0,16.05,1250.0,561.5,63.57
2014-07-10,216.35,17.03,940.75,506.25,65.83
2014-07-11,182.4,15.69,1040.25,514.5,63.96
2014-08-01,120.9,15.74,1300.75,588.75,83.14
2014-08-04,196.5,17.16,1482.5,681.0,91.79
2014-08-05,192.95,17.24,1474.25,726.75,93.05
2014-08-07,170.2,17.68,1329.75,545.25,75.0
2014-08-08,180.85,16.14,1284.75,549.25,63.81
2014-08-09,189.65,14.94,1090.75,533.5,66.56
2014-08-10,214.45,16.92,935.0,507.75,65.51
2014-08-12,177.05,15.3,1043.75,610.0,60.21
2014-09-01,119.35,15.48,1296.25,584.25,82.81
2014-09-04,199.85,17.04,1495.25,669.0,90.44
2014-09-05,180.8,17.2,1501.0,714.0,92.36
2014-09-06,165.35,16.98,1457.0,612.5,84.55
2014-09-07,170.2,17.42,1334.5,539.5,74.97
2014-09-09,188.1,14.88,1076.5,527.5,67.78
2014-09-10,221.65,16.7,942.0,493.25,64.55
2014-09-12,179.45,15.42,1049.25,600.5,59.88
2014-10-01,120.65,15.57,1303.75,569.0,82.59
2014-10-02,136.2,15.64,1325.5,584.75,87.37
2014-10-03,202.5,18.22,1419.25,645.0,91.56
2014-10-04,206.1,17.08,1482.25,662.25,89.02
2014-10-06,165.65,16.97,1462.5,601.25,86.3
2014-10-07,160.25,17.29,1329.75,536.75,68.9
2014-10-09,177.0,14.52,1071.0,518.75,70.14
2014-10-10,220.4,16.55,922.5,498.5,64.1
2014-10-11,181.4,15.66,1027.5,517.25,62.43
2014-10-12,177.55,15.47,1032.0,593.25,59.57
2014-11-02,137.15,15.46,1334.75,590.25,88.67
2014-11-03,205.05,18.03,1411.5,663.25,91.65
2014-11-04,201.2,16.8,1463.0,660.25,89.02
2014-11-06,171.6,16.81,1445.5,589.25,85.51
2014-11-07,158.95,17.07,1295.75,514.75,68.74
2014-11-08,189.15,16.24,1314.75,546.5,64.13
2014-11-09,180.55,14.36,1061.5,503.0,70.79
2014-11-11,184.55,16.23,1066.5,525.25,63.3
2014-11-12,175.4,15.15,1042.25,610.25,60.48
2014-12-02,141.05,15.81,1323.0,587.0,88.37
2014-12-03,204.8,17.67,1381.75,688.0,92.2
2014-12-05,186.1,17.29,1483.75,705.5,91.3
2014-12-06,171.95,16.7,1415.25,585.25,85.62
2014-12-08,184.6,16.05,1290.0,538.0,63.03
2014-12-09,179.65,13.78,1091.0,498.25,70.61
2014-12-11,184.4,16.36,1048.25,542.75,61.94
2014-12-12,173.0,14.98,1047.25,627.5,60.54
2015-01-04,134.85,12.32,989.75,528.5,62.58
2015-01-05,133.45,12.91,968.5,470.0,66.85
2015-01-06,129.8,12.25,926.0,493.75,63.75
2015-01-07,125.1,12.44,1044.0,587.5,66.09
2015-01-09,117.05,10.71,884.75,484.0,63.58
2015-01-10,120.75,13.26,877.25,518.25,59.65
2015-01-12,117.15,15.44,889.25,456.5,62.2
2015-02-01,161.05,14.17,1002.5,581.25,59.58
2015-02-02,162.45,14.22,959.5,492.75,59.89
2015-02-03,135.1,13.64,1011.25,508.0,64.63
2015-02-04,140.9,12.74,986.0,536.25,63.69
2015-02-06,132.7,12.32,940.75,512.5,63.6
2015-02-07,125.6,12.3,1045.25,585.75,66.36
2015-02-09,114.7,10.73,883.75,473.0,63.18
2015-02-10,124.3,13.53,874.25,513.25,59.2
2015-02-11,118.8,15.11,877.75,508.0,63.29
2015-02-12,117.8,15.34,892.25,452.25,62.11
2015-03-02,160.75,14.47,987.0,513.75,61.45
2015-03-03,126.25,13.45,1008.75,508.75,63.73
2015-03-06,134.3,12.05,935.25,510.75,65.24
2015-03-07,125.6,12.3,1045.25,585.75,66.36
2015-03-08,123.95,10.89,977.5,499.0,65.36
2015-03-09,116.2,11.34,879.75,456.5,63.12
2015-03-11,120.25,15.49,878.5,516.5,62.57
2015-03-12,122.05,15.58,897.5,464.75,61.86
2015-04-02,164.9,14.45,972.0,511.0,61.23
2015-04-03,134.05,13.34,989.0,493.5,63.61
2015-04-05,131.85,12.51,983.0,469.25,66.91
2015-04-06,135.7,12.12,946.5,523.75,65.12
2015-04-08,124.9,11.01,976.0,493.5,64.91
2015-04-09,115.85,11.27,877.25,457.75,63.07
2015-04-11,120.5,14.64,882.0,526.25,61.94
2015-04-12,124.0,15.48,906.0,471.25,63.23
2015-05-01,168.1,14.26,1039.75,589.0,60.71
2015-05-02,164.75,14.41,981.25,525.75,61.79
2015-05-03,131.55,13.44,979.25,481.25,63.21
2015-05-05,132.55,12.75,993.5,464.0,66.99
2015-05-06,135.1,12.05,937.75,517.0,64.01
2015-05-08,125.9,10.76,991.75,502.0,64.75
2015-05-10,127.55,13.64,884.25,515.5,60.93
2015-05-11,120.9,14.76,867.75,526.25,61.95
2015-06-01,174.9,14.87,1051.0,591.75,60.2
2015-06-02,166.85,14.51,973.5,527.0,61.59
2015-06-03,136.5,13.44,979.25,485.75,62.95
2015-06-04,146.2,12.54,978.5,527.75,65.34
2015-06-05,128.05,12.87,990.5,475.75,66.1
2015-06-07,123.3,12.48,1033.75,588.5,66.43
2015-06-08,124.25,10.7,985.5,507.0,63.5
2015-06-10,128.1,13.63,888.0,526.25,61.14
2015-06-11,117.75,14.46,871.25,523.25,61.66
2015-07-01,175.05,14.78,1052.75,579.5,60.43
2015-07-04,141.95,12.77,971.0,526.0,66.42
2015-07-05,130.85,12.96,981.5,465.75,65.53
2015-07-07,122.9,12.33,1002.0,579.5,65.53
2015-07-08,127.8,10.66,1009.0,510.5,62.77
2015-07-09,115.85,11.27,877.25,457.75,63.07
2015-07-10,126.05,13.98,891.0,516.75,61.94
2015-07-12,122.65,15.3,882.25,470.25,62.4
2015-08-01,176.9,14.88,1045.0,567.0,60.56
2015-08-04,135.7,12.97,971.5,526.25,66.73
2015-08-05,132.9,13.42,984.5,476.5,66.16
2015-08-06,136.55,12.16,944.25,528.0,64.8
2015-08-07,123.15,12.31,1006.25,572.25,64.59
2015-08-09,117.7,11.07,890.75,465.25,63.29
2015-08-10,128.45,14.01,881.25,511.5,61.61
2015-08-12,122.25,15.0,876.75,470.75,62.27
2015-09-01,180.05,14.91,1051.5,563.75,60.76
2015-09-02,167.6,14.82,978.5,529.75,62.3
2015-09-03,133.65,13.27,988.25,494.25,61.92
2015-09-04,137.45,12.8,953.5,518.75,66.22
2015-09-06,137.35,12.07,951.5,532.25,64.55
2015-09-07,122.75,11.9,1037.75,572.25,64.83
2015-09-09,117.8,11.43,882.75,462.0,63.32
2015-09-10,131.6,14.34,885.75,509.25,61.61
2015-09-11,117.75,13.99,873.5,501.75,61.9
2015-09-12,123.85,15.09,876.75,478.0,64.81
2015-10-02,159.4,14.71,969.0,521.75,62.51
2015-10-03,131.7,13.02,980.0,496.5,60.87
2015-10-04,135.1,12.83,951.5,526.5,65.06
2015-10-06,136.45,12.01,949.5,513.5,64.89
2015-10-07,122.95,12.41,1043.5,581.5,65.51
2015-10-08,133.5,10.57,1044.75,525.5,63.12
2015-10-09,113.05,11.33,884.5,468.0,63.48
2015-10-11,116.3,14.71,864.5,490.75,61.93
2015-10-12,122.65,14.55,878.25,484.5,63.77
2015-11-02,159.45,14.71,977.75,525.75,62.02
2015-11-03,128.4,13.14,989.0,503.0,60.33
2015-11-05,133.35,13.48,983.0,476.25,65.39
2015-11-06,132.0,11.64,940.0,504.25,63.53
2015-11-08,137.2,10.62,1014.0,507.25,62.71
2015-11-09,113.35,11.66,887.75,475.5,64.09
2015-11-11,116.8,14.69,868.5,494.75,62.18
2015-11-12,118.1,14.58,870.75,482.75,63.71
2015-12-01,176.75,14.76,1013.5,555.5,59.73
2015-12-02,164.55,15.04,983.75,521.25,62.48
2015-12-03,128.85,13.21,986.5,513.25,61.22
2015-12-05,134.5,13.58,967.0,479.25,65.02
2015-12-06,132.05,11.72,940.0,503.75,64.07
2015-12-08,131.85,10.54,951.0,492.25,65.71
2015-12-10,134.5,14.24,887.5,506.75,61.69
2015-12-11,115.3,14.97,869.25,498.0,61.84
2016-01-02,117.75,12.83,880.75,475.25,61.79
2016-01-03,112.5,14.39,850.75,438.5,58.25
2016-01-04,127.25,15.18,918.25,475.75,59.2
