commodity,country,keyword,title,date,source,url,language
Onion,Japan,demand,雨害菜價波動 ！ 北農明起啟動蔬菜平穩機制 冷凍蔬菜首次上市 | ETtoday生活新聞,,ettoday.net,https://www.ettoday.net/news/20260624/3189157.htm,Chinese
Onion,Japan,demand,  地中海饮食  没有负担又有饱足的幸福感,,epochtimes.com,https://www.epochtimes.com/gb/26/5/18/n14767164.htm,Chinese
Onion,Japan,demand,닭고기 · 계란 · 토마토 · 참외 · 애호박 등 9개 품목 더 싸진다,,ohmynews.com,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003227714&PAGE_CD=N0002&BLCK_NO=&CMPT_CD=M0147,Korean
Onion,Japan,demand,日本15家保健食品企業來台尋找合作夥伴 TQF協會攜手北海道與九州策略夥伴舉辦媒合活動 - 財經,,chinatimes.com,https://www.chinatimes.com/realtimenews/20260624002260-260410,Chinese
Onion,Japan,demand,농번기 일손 비상에 외국인력 10만4000명 투입 … 역대 최대 규모,,newspim.com,https://www.newspim.com/news/view/20260508000928,Korean
Onion,Japan,demand,W杯初戦へ 、 高崎名物オランダコロッケも準備万全 ライバル 「 食う 」 ,,mainichi.jp,https://mainichi.jp/articles/20260610/k00/00m/040/340000c,Japanese
Onion,Japan,demand,"5월 물가 3 . 1 % ↑ , 26개월만 최고 … 중동 리스크  에 석유류 24 . 2 % ↑",,fnnews.com,https://www.fnnews.com/news/202606020813301009,Korean
Onion,Japan,demand,Paraná amplia área de milho em 31 % na 1ª safra e projeta recorde na 2ª,,arede.info,https://arede.info/a-forca-do-agro/643276/parana-amplia-area-de-milho-em-31-na-1-safra-e-projeta-recorde-na-2,Portuguese
Onion,Japan,demand,Los chef internacionales coinciden : cuáles son los 5 mejores guisos del mundo y cómo prepararlos,,tn.com.ar,https://tn.com.ar/cocina/recetas/2026/06/21/los-chef-internacionales-coinciden-cuales-son-los-5-mejores-guisos-del-mundo-y-como-prepararlos/,Spanish
Onion,Japan,demand,全聯限8天15款蔬菜降價 ！ 大全聯送18吋披薩 、 愛買牛肉麵99元 | ETtoday消費新聞,,ettoday.net,https://www.ettoday.net/news/20260625/3189865.htm,Chinese
Onion,Japan,demand,9月成关键节点 ！ 摩根大通 ： 届时原油库存逼近极限 ， 霍尔木兹海峡  无论如何都将重开 _ 新浪财经 _ 新浪网,,finance.sina.com.cn,https://finance.sina.com.cn/stock/hkstock/hkstocknews/2026-05-01/doc-inhwkpte5588124.shtml,Chinese
Onion,Japan,shortage,"Slog AM : Japan Back in the Weapons Business , Idaho Could Re - Legalize Abortion , Alex Jones Takes Shirt Off",,thestranger.com,https://www.thestranger.com/slog-am/slog-am-japan-back-in-the-weapons-business-idaho-could-re-legalize-abortion-alex-jones-takes-shirt-off/,English
Onion,Japan,shortage,The Best Sushi Restaurants in Houston,,houston.eater.com,https://houston.eater.com/maps/houston-best-sushi-restaurants-sashimi-hand-rolls-maki,English
Onion,Japan,shortage,从  赶超中日  到全民节流 ， 印度总理莫迪呼吁省钱式爱国 - CFi . CN 中财网,,cfi.net.cn,http://www.cfi.net.cn/p20260515001540.html,Chinese
Onion,Japan,shortage,"Trying Japan Airlines Business Class ; Not the Best , but Worth It",,businessinsider.com,https://www.businessinsider.com/japan-airlines-business-class-flight-review-drawbacks-worth-it-2026-6,English
Onion,Japan,shortage, 【 环时深度 】 近观政治风暴中的菲律宾,,163.com,https://www.163.com/dy/article/KU0FLUMU0514R9OJ.html,Chinese
Onion,Japan,shortage,"5 shortages caused by the Iran war , from Diet Coke to snack pack ink",,thepost.on.ca,https://www.thepost.on.ca:443/life/food/5-shortages-caused-by-the-iran-war,English
Onion,Nepal,shortage,Maharashtra Onion Output Hit By Unseasonal Weather ; Exporters Oppose Sudden Export Ban,,freepressjournal.in,https://www.freepressjournal.in/pune/maharashtra-onion-output-hit-by-unseasonal-weather-exporters-oppose-sudden-export-ban,English
Sugar,Saudi Arabia,import,Afrique du Nord : Marché mondial du sucre - Larrêt des exportations indiennes inquiète les importateurs arabes,,fr.allafrica.com,https://fr.allafrica.com/stories/202605250513.html,French
Sugar,Saudi Arabia,import,鸣帆  十五五  | 甜啦啦谢观海 ： 乘上  徽动全球  东风 ， 新茶饮助  皖茶  走出去 _ 消费 _ 产经频道首页 _ 财经网,,industry.caijing.com.cn,https://industry.caijing.com.cn/20260617/5165926.shtml,Chinese
Sugar,Saudi Arabia,import,鸣帆  十五五  | 甜啦啦谢观海 ： 乘上  徽动全球  东风 ， 新茶饮助  皖茶  走出去 _ 中华网,,digi.china.com,https://digi.china.com/articles/20260618/202606181896784.html,Chinese
Sugar,Saudi Arabia,import,В мире назревает еще один неожиданный глобальный дефицит,,ria.ru,https://ria.ru/20260415/defitsit-2087007360.html,Russian
Sugar,Saudi Arabia,import,"Stock Market Today Live : Markets eye rebound after 4 % fall , though sentiment remains fragile",,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/sensex-nifty50-today-stock-market-live-13th-may-2026/article70969544.ece,English
Sugar,Saudi Arabia,import,Rusyada Türk kahvesi ve baklavada ithalat rekoru,,samanyoluhaber.com,https://www.samanyoluhaber.com/rusyada-turk-kahvesi-ve-baklavada-ithalat-rekoru-haberi/1488790,Turkish
Sugar,Saudi Arabia,import,مركز دراسات : موريتانيا عرضة لصدمات الأسعار العالمية وعليها تنويع مصادر الاستيراد,,alakhbar.info,https://www.alakhbar.info/69e7f069da7e5d0001410cd7/,Arabic
Sugar,Saudi Arabia,import,How Saudi Arabia is engineering its food future,,arabnews.com,https://www.arabnews.com/node/2642866/business-economy,English
Sugar,Saudi Arabia,import,前4个月潮州外贸进出口89 . 6亿元 ， 比增10 . 8 %- 潮州新闻网 - 潮州日报官方网站,,chaozhoudaily.com,https://www.chaozhoudaily.com/content/202606/03/c26060497.html,Chinese
Sugar,Saudi Arabia,import,عرعر والعقبة وإبراهيم الخليل .. 3 منافذ لتعزيز الاستيراد الغذائي,,almadapaper.net,https://almadapaper.net/439067/,Arabic
Sugar,Saudi Arabia,import,化肥供应链修复  路长且阻  _ 东方财富网,,finance.eastmoney.com,https://finance.eastmoney.com/a/202606263783736813.html,Chinese
Sugar,Saudi Arabia,import,Beverage makers scramble as can shortage hits peak summer sales,,moneycontrol.com,https://www.moneycontrol.com/news/business/beverage-makers-scramble-as-can-shortage-hits-peak-summer-sales-13933571.html,English
Sugar,Saudi Arabia,import,نشرة الشروق الاقتصادية 3 مايو 2026 : تجديد وديعة كويتية بقيمة ملياري دولار لمدة عام .. و7 دول تتفق على رفع إنتاج النفط,,shorouknews.com,https://www.shorouknews.com/news/view.aspx?cdate=03052026&id=ad8431d1-6e1f-4ef4-bbab-20d6e80a324e,Arabic
Sugar,Saudi Arabia,import,印度缺油 ， 快受不了了 _ 凤凰网,,news.ifeng.com,https://news.ifeng.com/c/8tHuHpCvy17,Chinese
Sugar,Saudi Arabia,import,جريدة البلاد | خبراء في حلقة  البلاد  الحوارية ( 1 - 2 ): بناء اقتصاد بحريني مرن ومستدام يتطلب تعزيز استدامة سلاسل الإمداد وتوسيع التكامل الخليجي,,albiladpress.com,https://www.albiladpress.com/news/2026/6432/finance/1000561.html,Arabic
Sugar,Saudi Arabia,import,"India , Oman trade pact to come into force from June 1 : An explainer",,dailyexcelsior.com,https://www.dailyexcelsior.com/india-oman-trade-pact-to-come-into-force-from-june-1-an-explainer/,English
Sugar,Saudi Arabia,import,Traders Question How Much Iranian Oil Can Really Return to Market,,oilprice.com,https://oilprice.com/Energy/Energy-General/Traders-Question-How-Much-Iranian-Oil-Can-Really-Return-to-Market.html,English
Sugar,Saudi Arabia,import,أبعد من مجرد  غلاء .. حرب هرمز تكشف هشاشة  اقتصاد الاستيراد  ,,non14.net,https://www.non14.net/187322,Arabic
Sugar,Saudi Arabia,import,Tarým ve ormana yönelik düzenlemeleri içeriyor ! Kanun teklifi TBMMde kabul edildi,,star.com.tr,https://www.star.com.tr/guncel/tarim-ve-ormana-yonelik-duzenlemeleri-iceriyor-kanun-teklifi-tbmmde-kabul-edildi-haber-2021605/,Turkish
Sugar,Bangladesh,demand,ঈদের আগে চিনি রফতানিতে নিষেধাজ্ঞা জারি করেছে ভারত,,dailyinqilab.com,https://dailyinqilab.com/national/news/895348,Bengali
Sugar,Bangladesh,demand,"India sugar output down 18 % from peak as demand rises , tightening supply balance : Exencial Research",,news.webindia123.com,https://news.webindia123.com/news/Articles/Business/20260621/4465387.html,English
Sugar,Bangladesh,demand,বাংলাদেশের খাদ্যপণ্য যুক্তরাষ্ট্র - যুক্তরাজ্যসহ বিভিন্ন দেশে রপ্তানি হয় : বাণিজ্যমন্ত্রী,,ntvbd.com,https://www.ntvbd.com/bangladesh/news-1750305,Bengali
Sugar,Bangladesh,demand,Speakers call for mandatory food package labelling to tackle rising non - communicable diseases,,bssnews.net,https://www.bssnews.net/others/378554,English
Sugar,Bangladesh,demand,चिनी निर्यातमा भारतको प्रतिबन्ध : नेपालमा कस्तो पर्ला प्रभाव ? | Nepal first 24 - hour updated news portal,,ratopati.com,https://www.ratopati.com/story/563598/indias-ban-on-sugar-exports-what-will-be-the-impact-on-nepal,Nepali
Sugar,Bangladesh,demand,季連成重返光復災區 10戶原民中繼屋動工 - 生活,,news.ltn.com.tw,https://news.ltn.com.tw/news/life/breakingnews/5414590,Chinese
Sugar,Bangladesh,demand,季連成重返光復災區 10戶原民中繼屋動工 - 花蓮縣,,news.ltn.com.tw,https://news.ltn.com.tw/news/Hualien/breakingnews/5414590,Chinese
Sugar,Bangladesh,demand,টিসিবি পণ্যে আগ্রহ ক্রেতাদের,,dailyinqilab.com,https://dailyinqilab.com/national/article/894944,Bengali
Sugar,Bangladesh,demand,Dünya emek gündeminden,,birgun.net,https://www.birgun.net/haber/dunya-emek-gundeminden-705414,Turkish
Sugar,Bangladesh,demand,জাটকা উৎপাদন বাড়াতে বিজ্ঞানীদের গবেষণায় সক্রিয় অংশগ্রহণ জরুরি : মৎস্য মন্ত্রী,,ntvbd.com,https://www.ntvbd.com/bangladesh/news-1716569,Bengali
Sugar,Bangladesh,demand,মৃত সব ক্ষুদ্র পূঁজিপতিদের জন্য সমবেদনা । ,,sachalayatan.com,http://www.sachalayatan.com/opobak/15374,Bengali
Sugar,Bangladesh,demand,"Complex rules erode competitiveness , Muktadir says",,thedailystar.net,https://www.thedailystar.net/business/economy/news/complex-rules-erode-competitiveness-muktadir-says-4170366,English
Sugar,Bangladesh,demand,চাক্তাই - খাতুনগঞ্জে সিন্ডিকেটের কবলে চিনির বাজার,,jugantor.com,https://www.jugantor.com/country-news/1093393,Bengali
Sugar,Singapore,shortage,The biggest AI skill may not be technical,,businesstimes.com.sg,https://www.businesstimes.com.sg/startups-tech/technology/biggest-ai-skill-may-not-be-technical,English
Sugar,Singapore,shortage,Singapore Oceanarium : Inside the massive S$6 . 8 billion revamp of the Resorts World Sentosa attraction,,smh.com.au,https://www.smh.com.au/traveller/inspiration/i-was-not-enthused-about-visiting-this-attraction-until-i-walked-through-the-door-20260605-p604al.html,English
Sugar,Singapore,shortage,退休夫妻廿年如一日 周末化身特需儿护航员,,zaobao.com.sg,https://www.zaobao.com.sg/news/singapore/story20260518-9026118,Chinese
Sugar,Singapore,shortage,东方财富期货早餐 4月17日 周五 _ 东方财富网,,finance.eastmoney.com,https://finance.eastmoney.com/a/202604163707804385.html,Chinese
Sugar,Singapore,shortage,讨口饭 ， 飘洋过海|电影|郭鹤年|下南洋|股东大会 _ 网易订阅,,163.com,https://www.163.com/dy/article/KSTVUM8L05198ATO.html,Chinese
Sugar,Singapore,shortage,The hidden costs of Asia data center rush,,globalvoices.org,https://globalvoices.org/2026/04/30/the-hidden-costs-of-asias-data-center-rush/,English
Sugar,Singapore,shortage,10 Best Hawker Centers in Singapore and What to Eat,,afar.com,https://www.afar.com/magazine/best-hawker-centers-in-singapore-and-what-to-eat-there,English
Sugar,Singapore,shortage,2026 ACSEC东盟 - 中国银发经济发展论坛在曼谷举行 _ 商讯 _ 产经频道首页 _ 财经网,,industry.caijing.com.cn,http://industry.caijing.com.cn/20260430/5157544.shtml,Chinese
Sugar,Singapore,shortage, 《 给阿嬷的情书 》 全球上映第二轮国家及地区官宣 ！ 五眼国家和日本都将上映 - 中国侨网,,chinaqw.com,http://www.chinaqw.com/hwjy/2026/06-15/407508.shtml,Chinese
Sugar,Singapore,shortage,廖文達 Liao Wenda ( 完 ) - 微風岸,,blog.udn.com,https://blog.udn.com/7speranze/190039676,Chinese
Sugar,Singapore,shortage,113道高考地理基础知识简答题 ， 快来测测 ！ ,,163.com,https://www.163.com/dy/article/KQPBVSQC0516DHVE.html,Chinese
Sugar,Singapore,shortage,"Stock Market Today Highlights : Sensex gains 789 pts , Nifty ends at 23 , 689 as US - China trade talks lift investor sentiment",,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/sensex-nifty50-today-stock-market-highlights-14th-may-2026/article70974643.ece,English
Sugar,Singapore,shortage,五芳斋 ( 603237 ): 浙江五芳斋实业股份有限公司2025年年度股东会会议材料 - CFi . CN 中财网,,cfi.net.cn,http://www.cfi.net.cn/p20260507000607.html,Chinese
Sugar,Singapore,shortage,LankaWeb – War Criminals Rise from their Graves to Confront Sri Lanka Future,,lankaweb.com,https://www.lankaweb.com/news/items/2026/06/14/war-criminals-rise-from-their-graves-to-confront-sri-lankas-future/,English
Sugar,Singapore,shortage,Weekly Climate and Energy News Roundup # 694 - Watts Up With That ? ,,wattsupwiththat.com,https://wattsupwiththat.com/2026/06/15/weekly-climate-and-energy-news-roundup-694/,English
Sugar,Singapore,shortage,一路向东南看山看水 西十高铁风物志 - 综合新闻 _ 华商网新闻,,news.hsw.cn,https://news.hsw.cn/system/2026/0630/1940421.shtml,Chinese
Sugar,Singapore,shortage,"For this summer biggest Jersey Shore restaurant openings , head to the mainland",,inquirer.com,https://www.inquirer.com/food/a/jersey-shore-restaurant-hollow-pines-pablo-webster-cow-somers-point-20260627.html,English
Sugar,Japan,shortage,10 Genius Inventions Born from Total Desperation,,listverse.com,https://listverse.com/2026/04/14/10-genius-inventions-born-from-total-desperation/,English
Sugar,Japan,shortage,Off - script | NCPA,,ncpa.org,https://www.ncpa.org/newsroom/qam/2026/04/27/script,English
Sugar,Japan,shortage,中东局势致原料供应不稳定 ！ 卡乐比多款产品将换黑白包装,,m.mp.oeeee.com,https://m.mp.oeeee.com/a/BAAFRD0000202605121588589.html,Chinese
Sugar,Japan,shortage, 「 罪惡美食 」 泡麵為何風行全球 ？ 米其林餐廳老闆也愛吃 - 趨勢,,chinatimes.com,https://www.chinatimes.com/realtimenews/20260617004106-260408,Chinese
Sugar,Japan,shortage,养生饮食的乱炖 | www . wenxuecity . com,,wenxuecity.com,https://www.wenxuecity.com/blog/202605/80385/5079.html,Chinese
Sugar,Japan,shortage,"曼谷河景房飯店推薦2025 - 2021及代書貸款風險 ,【 房屋借錢 】, 屏東佳冬鄉身分證借款",,blog.udn.com,https://blog.udn.com:443/b5vh1bx1d/190809158,Chinese
Sugar,Japan,shortage,低调的国茶标杆 ： 中茶进出口的顶级茶资源版图 _ 中华网,,hea.china.com,https://hea.china.com/articles/20260525/202605251876841.html,Chinese
Sugar,Japan,shortage,אורך ואורח חיים : קשר מחייב,,ynet.co.il,https://www.ynet.co.il/economy/healthy/article/skq8x01fzg,Hebrew
Sugar,Japan,shortage,SK海力士的传奇 - 虎嗅网,,huxiu.com,https://www.huxiu.com/article/4863562.html,Chinese
Sugar,Japan,shortage,反人類罪行拼圖系列之起底江口｜起底731伸向香港的幕後黑手江口豐潔 - 香港,,wenweipo.com,https://www.wenweipo.com/a/202606/10/AP6a28c0f8e4b0b49ad1beb9b3.html,Chinese
Sugar,Japan,shortage,Noodles instantáneos : por qué el mundo no deja de consumirlos pese a su mala fama,,cnnespanol.cnn.com,http://cnnespanol.cnn.com/2026/06/16/salud/noodles-instantaneos-salud-consumo-mundial-trax,Spanish
Sugar,Japan,shortage,蛋白質補充推薦 ： 7款低卡奶昔口感 、 溶解度全整理 》 Body Goals｜飽飽控卡白奶昔和其他品牌比呢 ？ - 小弟跑桿記 . ,,blog.udn.com,https://blog.udn.com:443/twbf0vrdzf/188816071,Chinese
Sugar,Japan,shortage,新闻8点见丨起底暴利  减肥糖果  乱象 ； 短剧演员们被AI  甩下车  ,,baijiahao.baidu.com,https://baijiahao.baidu.com/s?id=1862445902384073579,Chinese
Sugar,Japan,shortage,10 Culture Shocks That Surprise Americans When Grocery Shopping Abroad,,islands.com,https://www.islands.com/2190623/culture-shocks-americans-experience-grocery-shopping-abroad/,English
Sugar,Japan,shortage,早报｜曝苹果Vision Pro系列被砍 / 多地高考将查验智能眼镜 / DeepSeek首轮融资规模约500亿元,,163.com,https://www.163.com/dy/article/KUILFDM305118O8G.html,Chinese
Sugar,Vietnam,export,"Đường Tăng đầu tiên của  Tây du ký : Trở thành giáo sư , đời tư kín tiếng",,baomoi.com,https://baomoi.com/duong-tang-dau-tien-cua-tay-du-ky-tro-thanh-giao-su-doi-tu-kin-tieng-c54929848.epi,Vietnamese
Sugar,Vietnam,export,"16조 베트남 육류 시장 열렸다 ... CJ제일제당 · 하림 , 9년 만에 수출 길 선점",,insight.co.kr,https://www.insight.co.kr/news/551478,Korean
Sugar,Vietnam,export,台南芒果再出擊 ！ 9噸愛文芒果泥外銷日本 搶攻全年市場 | ETtoday地方新聞,,ettoday.net,https://www.ettoday.net/news/20260421/3152985.htm,Chinese
Sugar,Vietnam,export,"Vietnam , India expand trade cooperation in new growth phase",,vietnamnet.vn,https://vietnamnet.vn/en/vietnam-india-expand-trade-cooperation-in-new-growth-phase-2512509.html,English
Sugar,Vietnam,export,Cái Mép đón thêm tuyến vận tải trực tiếp Việt Nam – châu Âu,,baomoi.com,https://baomoi.com/cai-mep-don-them-tuyen-van-tai-truc-tiep-viet-nam-chau-au-c54974157.epi,Vietnamese
Sugar,Vietnam,export,Cassava demand surge turns crop into gold mine for Cambodian farmers,,freemalaysiatoday.com,https://www.freemalaysiatoday.com/category/business/2026/04/28/cassava-demand-surge-turns-crop-into-gold-mine-for-cambodian-farmers,English
Sugar,Vietnam,export,"Sửa đổi , bổ sung một số quy định về trật tự , an toàn giao thông đường bộ",,vov.vn,http://vov.vn/xa-hoi/sua-doi-bo-sung-mot-so-quy-dinh-ve-trat-tu-an-toan-giao-thong-duong-bo-post1310785.vov,Vietnamese
Sugar,Vietnam,export,Which Country Is The Largest Producer Of Dragon Fruit In The World ? ,,newsx.com,https://www.newsx.com/world/which-country-is-the-largest-producer-of-dragon-fruit-in-the-world-233477/,English
Sugar,Vietnam,export,Debunking economic myths # 2 : High 1Q GDP growth indicates sustained progress,,ft.lk,https://www.ft.lk/columns/Debunking-economic-myths-2-High-1Q-GDP-growth-indicates-sustained-progress/4-793691,English
Sugar,Vietnam,export,"Ba Đường Tăng của Tây du ký : Người thừa kế tỷ USD , người vật vã mưu sinh - Sao châu Á",,vietgiaitri.com,https://vietgiaitri.com/ba-duong-tang-cua-tay-du-ky-nguoi-thua-ke-ty-usd-nguoi-vat-va-muu-sinh-20260418i7676896/,Vietnamese
Sugar,Vietnam,export,Industrial policy with teeth,,tribune.com.pk,https://tribune.com.pk/story/2613721/industrial-policy-with-teeth,English
Sugar,Vietnam,export,Di 10 weakest currencies for di world for 2026,,pidgin.informationng.com,https://pidgin.informationng.com/?p=35123,English
Sugar,Vietnam,export,The $9 billion issue at the heart of US - Cuba tensions,,kvia.com,https://kvia.com/news/us-world/cnn-world/2026/06/04/the-9-billion-issue-at-the-heart-of-us-cuba-tensions/,English
Sugar,Vietnam,export,How India growth story has left its workers behind,,livemint.com,https://www.livemint.com/economy/indias-growth-story-left-workers-behind-manufacturing-noida-unrest-wages-11778045866274.html,English
Sugar,Vietnam,export,Shreekant Sambrani : Rupee Fall Exposes India Economic Weakness,,rediff.com,https://www.rediff.com/news/column/shreekant-sambrani-rupee-fall-exposes-indias-economic-weakness/20260527.htm,English
Sugar,Vietnam,export,허프포스트코리아,,huffingtonpost.kr,https://www.huffingtonpost.kr:443/article/257593,Korean
Sugar,Vietnam,export,The $9 billion issue at the heart of US - Cuba tensions - LocalNews8 . com,,localnews8.com,https://localnews8.com/news/national-world/cnn-world/2026/06/04/the-9-billion-issue-at-the-heart-of-us-cuba-tensions/,English
Sugar,Vietnam,export,Vựa mía lớn nhất nước lao đao,,stockbiz.vn,https://stockbiz.vn/tin-tuc/vua-mia-lon-nhat-nuoc-lao-dao/40653141,Vietnamese
Sugar,Indonesia,export,Sugar supply secure despite ban,,thestar.com.my,https://www.thestar.com.my/news/nation/2026/05/19/sugar-supply-secure-despite-ban,English
Sugar,Indonesia,export,Indonesian herbal exports secure Saudi market entry,,en.antaranews.com,https://en.antaranews.com/news/419797/indonesian-herbal-exports-secure-saudi-market-entry,English
Sugar,Indonesia,export,"Indonesia plans 5 , 000 export villages to boost rural economies",,en.antaranews.com,https://en.antaranews.com/news/413983/indonesia-plans-5000-export-villages-to-boost-rural-economies,English
Sugar,Indonesia,export,Prabowo sees Indonesia emerging as global food power,,en.antaranews.com,https://en.antaranews.com/news/420315/prabowo-sees-indonesia-emerging-as-global-food-power,English
Sugar,Indonesia,export,President Prabowo launches nationwide corn harvest festival,,en.antaranews.com,https://en.antaranews.com/news/415925/president-prabowo-launches-nationwide-corn-harvest-festival,English
Sugar,Indonesia,export,Minimum export price on agri items will lift forex coffers,,thehindubusinessline.com,https://www.thehindubusinessline.com/opinion/minimum-export-price-on-agri-items-will-lift-forex-coffers/article71003335.ece,English
Sugar,Indonesia,export,Blockbuster EU - Mercosur trade deal enters into force,,insidenova.com,https://www.insidenova.com/news/national/blockbuster-eu-mercosur-trade-deal-enters-into-force/article_288b1e89-dcd7-50ce-aec7-c87b0bf6b770.html,English
Sugar,Indonesia,export,根植岭南烟火匠心 通达四海广货风行,,news.ycwb.com,https://news.ycwb.com/ikimvkotjk/content_54055878.htm,Chinese
Sugar,Nepal,import,"चिनी उद्योग संघले भन्यो - चिनी मौज्दात पर्याप्त छ , मूल्यवृद्धि हुँदैन",,onlinekhabar.com,https://www.onlinekhabar.com/2026/05/1932509/sugar-industry-association-says-sugar-stock-is-sufficient-no-price-hike,Nepali
Sugar,Nepal,import,भारतले चिनी निर्यात रोक्ने भनेपछि नेपालमा सुरु भयो आत्मनिर्भरताको बहस,,onlinekhabar.com,https://www.onlinekhabar.com/2026/05/1933085/debate-on-self-reliance-begins-in-nepal-after-india-says-it-will-stop-sugar-exports,Nepali
Sugar,Nepal,import,नेपालमा पेट्रोलमा इथानोल मिश्रण परिदृश्य,,karobardaily.com,https://www.karobardaily.com/news/384928,Nepali
Sugar,Nepal,import,इथानोल प्रयोग चाँडो गर,,karobardaily.com,https://www.karobardaily.com/news/364619,Nepali
Sugar,Nepal,import,चिनी निर्यातमा भारतको प्रतिबन्ध,,gorkhapatraonline.com,https://www.gorkhapatraonline.com/news/205903,Nepali
Sugar,Nepal,import,चिनीमा आत्मनिर्भरताका लागि उत्पादन वृद्धिको योजना | Nepal first 24 - hour updated news portal,,ratopati.com,https://www.ratopati.com/story/563648/production-increase-plan-for-self-reliance-in-sugar,Nepali
Sugar,Nepal,import,सीमामा रोकिएन तस्करी,,annapurnapost.com,https://www.annapurnapost.com/story/498046/,Nepali
Sugar,Nepal,import,"India Nepal : नेपाल को अब 3 साल तक नहीं मिलेगी भारत की चीनी , PM बालेन शाह की बढ़ी टेंशन , जानें क्‍या है वजह",,navbharattimes.indiatimes.com,https://navbharattimes.indiatimes.com/world/asian-countries/nepal-balen-shah-govt-concern-over-sugar-amid-india-exports-ban-and-el-nino-threat/articleshow/131906801.cms,Hindi
Sugar,Nepal,import,भारतले चिनी निर्यात रोक्दा मूल्य र आपूर्तिमा दबाब,,ehimalayatimes.com,https://ehimalayatimes.com/2026/05/448049/,Nepali
Sugar,Nepal,import,Sugar prices rise despite adequate stocks claim,,kathmandupost.com,https://kathmandupost.com/money/2026/06/12/sugar-prices-rise-despite-adequate-stocks-claim,English
Sugar,Nepal,import,मल आयात गर्दा सीमा नाकामा कुनै अवरोध हुँदैनः उजुरी दिए तत्काल कारबाही गर्छौं : अतिरिक्त महानिरीक्षक मगर,,ehimalayatimes.com,https://ehimalayatimes.com/2026/04/441260/,Nepali
Sugar,Nepal,import,किसानले ५० रूपैयाँ दर्जनमा बेच्ने केरा उपभोक्तालाई ३०० ! ,,onlinekhabar.com,https://www.onlinekhabar.com/2026/04/1914487/farmers-sell-bananas-for-rs-50-a-dozen-but-consumers-pay-rs-300,Nepali
Sugar,Nepal,import,चिनीको मौज्दात आठ महिनालाई पुग्ने,,gorkhapatraonline.com,https://www.gorkhapatraonline.com/news/206175,Nepali
Sugar,Nepal,import,चिनीमा आत्मनिर्भरता बढाउन उखु उत्पादन विस्तार गर्ने सरकारको योजना,,ehimalayatimes.com,https://ehimalayatimes.com/2026/05/448602/,Nepali
Sugar,Nepal,import,अन्त : शुल्कमा व्यापक परिवर्तन तयारी,,onlinekhabar.com,https://www.onlinekhabar.com/2026/05/1941677/preparations-for-comprehensive-changes-in-excise-duties,Nepali
Sugar,Nepal,import,India protectionist policies squeeze Nepali markets and raise food security fears,,kathmandupost.com,https://kathmandupost.com/money/2026/05/15/india-s-protectionist-policies-squeeze-nepali-markets-and-raise-food-security-fears,English
Sugar,Nepal,import,देश विकासको लागि साझा संकल्प,,onlinekhabar.com,https://www.onlinekhabar.com/2026/06/1956248/shared-determination-for-the-development-of-the-country,Nepali
Sugar,Nepal,import,"पेट्रोलमा इथानोल मिसाउने सरकारको तयारी , खेर जाने कृषि उपजबाट उत्पादन गर्न आह्वान",,onlinekhabar.com,https://www.onlinekhabar.com/2026/05/1935788/government-preparing-to-blend-ethanol-with-petrol-calls-for-production-from-wasted-agricultural-produce,Nepali
Sugar,Nepal,export,"Sugar Industry Criticises Government Export Ban , Warns of Price Crash and Rising Dues",,dailypioneer.com,https://dailypioneer.com/news/sugar-export-ban-will-trigger-price-crash-hurt-factories-argue-industry-experts,English
Sugar,Nepal,export,Which City Is Known As The Watermelon Capital Of India ? ,,jagranjosh.com,https://www.jagranjosh.com/general-knowledge/which-city-is-known-as-the-watermelon-capital-of-india-1820008158-1,English
Sugar,Nepal,export,चुनौतीको चक्रव्यूहमा सम्भावनाको खोजीः कसरी बन्ला  स्मार्ट  नेपाल ? ,,karobardaily.com,https://www.karobardaily.com/news/380855,Nepali
Sugar,Nepal,export,Nigerian Drug Syndicates In Mumbai Emerge As Major Challenge For Police Amid ₹10 Crore Nalasopara Seizure,,freepressjournal.in,https://www.freepressjournal.in/mumbai/nigerian-drug-syndicates-in-mumbai-emerge-as-major-challenge-for-police-amid-10-crore-nalasopara-seizure,English
Sugar,Nepal,export,"ईरान का दावा : संघर्ष समाप्ति की दिशा में प्रगति , लेबनान युद्धविराम बना सबसे बड़ी चुनौती",,tarunmitra.in,https://www.tarunmitra.in/international/iran-claims-progress-towards-ending-conflict-lebanon-ceasefire-becomes-biggest/article-148935,Hindi
Sugar,Nepal,export,Nepal industrial slowdown deepens as new factory registrations fall,,kathmandupost.com,https://kathmandupost.com/money/2026/06/15/nepal-s-industrial-slowdown-deepens-as-new-factory-registrations-fall,English
Sugar,Nepal,export,  Clock is ticking : Hormuz disruption raises fears of global food crisis Global Issues,,globalissues.org,https://www.globalissues.org/news/2026/04/13/42755,English
Sugar,Nepal,export,Hope of economic resurgence in the northeastern belt,,theshillongtimes.com,https://theshillongtimes.com/2026/06/27/hope-of-economic-resurgence-in-the-northeastern-belt/,English
Sugar,Nepal,export,Jaggery Revolution : India sweet power goes global,,organiser.org,https://organiser.org/2026/05/21/354446/bharat/from-vedic-fields-to-global-markets-indias-ancient-superfood-leading-a-global-sweetener-revolution/,English
